beta,day,prop_infected
0.54,50,0.007353978314043302
0.54,51,0.006172216017872819
0.54,52,0.00517939650707212
0.54,53,0.0043455995383704015
0.54,54,0.003645556076818631
0.54,55,0.003057951678190756
0.54,56,0.0025648260029040586
0.54,57,0.0021510578407036725
0.54,58,0.0018039252716007179
0.54,59,0.0015127312354858155
0.54,60,0.001268485633434212
0.54,61,0.0010636360126202178
0.54,62,0.0008918398166683087
0.54,63,0.0007477720687920892
0.54,64,0.0006269631717180339
0.54,65,0.0005256622451103199
0.54,66,0.0004407220753807374
0.54,67,0.0003695023268293094
0.54,68,0.00030978816232222594
0.54,69,0.00025972185290296904
0.54,70,0.00021774532609070875
0.54,71,0.0001825519193391413
0.54,72,0.0001530458750253151
0.54,73,0.00012830834267848156
0.54,74,0.00010756884858509813
0.54,75,9.018135741951186e-05
0.54,76,7.560418953486857e-05
0.54,77,6.338317481522184e-05
0.54,78,5.313752282586961e-05
0.54,79,4.454797222751177e-05
0.54,80,3.734685245398215e-05
0.54,81,3.130974954874852e-05
0.54,82,2.624851755843534e-05
0.54,83,2.2005418472481914e-05
0.54,84,1.8448208628939713e-05
0.54,85,1.5466018835112825e-05
0.54,86,1.296590007063586e-05
0.54,87,1.0869927301721555e-05
0.54,88,9.112771271946347e-06
0.54,89,7.639662679901087e-06
0.54,90,6.40468535537382e-06
0.54,91,5.369345280038598e-06
0.54,92,4.501370882283101e-06
0.54,93,3.7737072345319953e-06
0.54,94,3.1636728183051243e-06
0.54,95,2.652252584553121e-06
0.54,96,2.2235052816934303e-06
0.54,97,1.8640665830936082e-06
0.54,98,1.5627325301470694e-06
0.54,99,1.3101103093632918e-06
0.56,0,0.0005
0.56,1,0.0009597200000000001
0.56,2,0.0015282556495761922
0.56,3,0.002255405869904019
0.56,4,0.003206141043037628
0.56,5,0.0044660753586473175
0.56,6,0.006148454145786489
0.56,7,0.008402922085816118
0.56,8,0.011426197963233962
0.56,9,0.015474424036057956
0.56,10,0.02087620443460602
0.56,11,0.028043924551360393
0.56,12,0.037478493303072985
0.56,13,0.04975883731648788
0.56,14,0.06550235015160064
0.56,15,0.08527733735864577
0.56,16,0.1094472818689512
0.56,17,0.13793775301163672
0.56,18,0.16995168324654147
0.56,19,0.2037237011428235
0.56,20,0.23647821306170239
0.56,21,0.26476931439035123
0.56,22,0.2852425386731153
0.56,23,0.29557527465003697
0.56,24,0.29513448089612876
0.56,25,0.28500159492445454
0.56,26,0.2674168618904727
0.56,27,0.24501737874952484
0.56,28,0.22023121045896563
0.56,29,0.1949671934947134
0.56,30,0.1705516971948707
0.56,31,0.1478020859196196
0.56,32,0.1271471544690259
0.56,33,0.10874491379764212
0.56,34,0.09257833888867081
0.56,35,0.07852589919160934
0.56,36,0.06641030416165587
0.56,37,0.056030568879951524
0.56,38,0.047182134126254875
0.56,39,0.03966879418999963
0.56,40,0.0333091882131274
0.56,41,0.027939790616062256
0.56,42,0.02341572098754068
0.56,43,0.01961025453847451
0.56,44,0.01641360962427571
0.56,45,0.013731381721384082
0.56,46,0.01148285446885702
0.56,47,0.009599326606502583
0.56,48,0.008022533760625668
0.56,49,0.006703205589765383
0.56,50,0.005599774653812293
0.56,51,0.004677238660243666
0.56,52,0.003906169202050647
0.56,53,0.0032618555422860816
0.56,54,0.002723569959859876
0.56,55,0.0022739406836629035
0.56,56,0.0018984188730017525
0.56,57,0.0015848270402710953
0.56,58,0.001322977494269726
0.56,59,0.0011043506459741776
0.56,60,0.0009218242645118529
0.56,61,0.0007694459436479838
0.56,62,0.0006422421097868293
0.56,63,0.0005360578599749876
0.56,64,0.0004474227618830589
0.56,65,0.00037343848254304255
0.56,66,0.00031168474730854654
0.56,67,0.00026014067511242594
0.56,68,0.00021711900098486916
0.56,69,0.00018121109199644786
0.56,70,0.00015124099763894533
0.56,71,0.00012622705860942102
0.56,72,0.00010534983654273067
0.56,73,8.792532804582425e-05
0.56,74,7.338259515743672e-05
0.56,75,6.124508603088871e-05
0.56,76,5.11150384485636e-05
0.56,77,4.266045833264237e-05
0.56,78,3.560424878207517e-05
0.56,79,2.9715134934571243e-05
0.56,80,2.480008831507043e-05
0.56,81,2.069800313463687e-05
0.56,82,1.7274417798949785e-05
0.56,83,1.4417108978259992e-05
0.56,84,1.2032414075728105e-05
0.56,85,1.0042161726428398e-05
0.56,86,8.381109834028096e-06
0.56,87,6.994807250094044e-06
0.56,88,5.837809060907149e-06
0.56,89,4.872187019215537e-06
0.56,90,4.066286320311226e-06
0.56,91,3.393687988107626e-06
0.56,92,2.832342870700478e-06
0.56,93,2.36384886608737e-06
0.56,94,1.972847690966836e-06
0.56,95,1.6465214222357973e-06
0.56,96,1.3741723100568468e-06
0.56,97,1.1468720901428489e-06
0.56,98,9.571693005181438e-07
0.56,99,7.988450090292627e-07
0.58,0,0.0005
0.58,1,0.00097971
0.58,2,0.0015829677633304438
0.58,3,0.002367655965305983
0.58,4,0.003410699353065108
0.58,5,0.004815193442258744
0.58,6,0.006719641665724285
0.58,7,0.009309681398476346
0.58,8,0.012832455651976717
0.58,9,0.017613201427507465
0.58,10,0.02407236631760979
0.58,11,0.03273915487442797
0.58,12,0.04425323541132405
0.58,13,0.05933993021291868
0.58,14,0.07873606008490425
0.58,15,0.10303704579873721
0.58,16,0.13244000855199284
0.58,17,0.1663892981928322
0.58,18,0.2032080915326682
0.58,19,0.2399143112725207
0.58,20,0.2724916891597854
0.58,21,0.29676579844405326
0.58,22,0.30964974250586547
0.58,23,0.3101255423102713
0.58,24,0.29938233409998694
0.58,25,0.2801109109587085
0.58,26,0.25548634200939885
0.58,27,0.22837623313628125
0.58,28,0.20096708893909615
0.58,29,0.17471945520818877
0.58,30,0.15048740456388665
0.58,31,0.12868162872547254
0.58,32,0.10941698272636782
0.58,33,0.09262590281073617
0.58,34,0.07813813472080788
0.58,35,0.06573353632516499
0.58,36,0.0551753760768086
0.58,37,0.04623027682429995
0.58,38,0.03867935591694848
0.58,39,0.03232373817673821
0.58,40,0.026986583023117988
0.58,41,0.022513035091562543
0.58,42,0.018769007989795382
0.58,43,0.015639376915372403
0.58,44,0.01302593600288366
0.58,45,0.010845333274418691
0.58,46,0.009027104202216895
0.58,47,0.007511866739275843
0.58,48,0.006249704583898184
0.58,49,0.005198743685004077
0.58,50,0.004323914458407767
0.58,51,0.0035958855096839635
0.58,52,0.002990151645718498
0.58,53,0.002486258171046542
0.58,54,0.0020671439802460506
0.58,55,0.0017185871819141744
0.58,56,0.0014287385507528853
0.58,57,0.0011877297733606145
0.58,58,0.000987345095119302
0.58,59,0.000820746514715155
0.58,60,0.0006822440719591354
0.58,61,0.0005671040198395236
0.58,62,0.0004713887634094288
0.58,63,0.0003918233944615532
0.58,64,0.00032568446436829216
0.58,65,0.00027070733205929176
0.58,66,0.00022500901418541925
0.58,67,0.00018702396376438766
0.58,68,0.00015545062462576716
0.58,69,0.00012920696309762274
0.58,70,0.0001073934756009972
0.58,71,8.926241985384138e-05
0.58,72,7.419222575126555e-05
0.58,73,6.166621612459998e-05
0.58,74,5.1254912972786016e-05
0.58,75,4.26013260561651e-05
0.58,76,3.5408721872644245e-05
0.58,77,2.9430455307577842e-05
0.58,78,2.4461516441032288e-05
0.58,79,2.0331503440307077e-05
0.58,80,1.6898781113325066e-05
0.58,81,1.4045625181777746e-05
0.58,82,1.1674186014988002e-05
0.58,83,9.703133584134741e-06
0.58,84,8.064868700716883e-06
0.58,85,6.703204983889926e-06
0.58,86,5.571442117561348e-06
0.58,87,4.630764358666357e-06
0.58,88,3.848909399730943e-06
0.58,89,3.199061951906593e-06
0.58,90,2.658934115525238e-06
0.58,91,2.210001007092794e-06
0.58,92,1.83686543346041e-06
0.58,93,1.5267298277794997e-06
0.58,94,1.2689573391903617e-06
0.58,95,1.0547070249334251e-06
0.58,96,8.766306344038543e-07
0.58,97,7.286205866408783e-07
0.58,98,6.05600498220657e-07
0.58,99,5.033510776677154e-07
0.6,0,0.0005
0.6,1,0.0009997
0.6,2,0.001638476647892
0.6,3,0.002483194527051412
0.6,4,0.0036242932239635905
0.6,5,0.0051849594016580465
0.6,6,0.0073331763048100525
0.6,7,0.01029718276538369
0.6,8,0.014384522444147698
0.6,9,0.020003922743225933
0.6,10,0.027687183689237414
0.6,11,0.03810427134476061
0.6,12,0.05205790671806464
0.6,13,0.07043356035221798
0.6,14,0.09406861234329555
0.6,15,0.12349838292981528
0.6,16,0.15855607850630926
0.6,17,0.19787894148051777
0.6,18,0.23852133400514003
0.6,19,0.2760344837647524
0.6,20,0.30533924168011145
0.6,21,0.32227903419394016
0.6,22,0.32508143958935365
0.6,23,0.31479578825795007
0.6,24,0.2945031625922264
0.6,25,0.26798305649492943
0.6,26,0.23864717440138125
0.6,27,0.20905051450395484
0.6,28,0.18085110370176916
0.6,29,0.1549794111687955
0.6,30,0.13185163426436441
0.6,31,0.11155309819545337
0.6,32,0.093973322146361
0.6,33,0.0788973500054754
0.6,34,0.06606403888817092
0.6,35,0.05520144914919651
0.6,36,0.0460471394639517
0.6,37,0.03835885022288452
0.6,38,0.031919248710139306
0.6,39,0.02653712734696615
0.6,40,0.022046580059808044
0.6,41,0.018305111789311723
0.6,42,0.015191267024720803
0.6,43,0.012602127003491823
0.6,44,0.010450875643398127
0.6,45,0.008664540753919345
0.6,46,0.007181959579428497
0.6,47,0.005951983249302488
0.6,48,0.004931914829728713
0.6,49,0.004086164953276004
0.6,50,0.0033851039462435687
0.6,51,0.002804087736951872
0.6,52,0.0023226351809741614
0.6,53,0.0019237358796068858
0.6,54,0.0015932695344454456
0.6,55,0.0013195200323680408
0.6,56,0.001092769590968623
0.6,57,0.000904960303364537
0.6,58,0.0007494122481526056
0.6,59,0.0006205889542199893
0.6,60,0.00051390243059643
0.6,61,0.00042555119945454016
0.6,62,0.0003523858224310759
0.6,63,0.0002917973057104523
0.6,64,0.00024162452711381914
0.6,65,0.0002000774672003955
0.6,66,0.00016567356302149035
0.6,67,0.00013718495279946746
0.6,68,0.00011359475572954082
0.6,69,9.406084485689927e-05
0.6,70,7.788583247638796e-05
0.6,71,6.449220518959758e-05
0.6,72,5.340172680228132e-05
0.6,73,4.421837770376939e-05
0.6,74,3.6614224328200864e-05
0.6,75,3.0317716022624175e-05
0.6,76,2.5103992710136438e-05
0.6,77,2.0786858119347706e-05
0.6,78,1.7212132541232317e-05
0.6,79,1.4252148141810329e-05
0.6,80,1.1801190527057345e-05
0.6,81,9.771723957235916e-06
0.6,82,8.091265531269513e-06
0.6,83,6.699796795653205e-06
0.6,84,5.5476203964532235e-06
0.6,85,4.593585267193641e-06
0.6,86,3.8036169937714056e-06
0.6,87,3.1495008874942315e-06
0.6,88,2.6078743164113764e-06
0.6,89,2.159392314449166e-06
0.6,90,1.7880366735742898e-06
0.6,91,1.4805438467576698e-06
0.6,92,1.2259312315425706e-06
0.6,93,1.0151049168259904e-06
0.6,94,8.405348843587329e-07
0.6,95,6.959860652507611e-07
0.6,96,5.762956463980796e-07
0.6,97,4.771886734190961e-07
0.6,98,3.9512536436152704e-07
0.6,99,3.271746809417266e-07
0.62,0,0.0005
0.62,1,0.0010196900000000002
0.62,2,0.0016947822553328362
0.62,3,0.0026020685277369747
0.62,4,0.003847181943032372
0.62,5,0.005576262818665075
0.62,6,0.007991484383296544
0.62,7,0.011371166768402418
0.62,8,0.01609466379264033
0.62,9,0.022670721921649976
0.62,10,0.0317647119515374
0.62,11,0.04421369078120985
0.62,12,0.06100712918438943
0.62,13,0.08319495041918301
0.62,14,0.11166786188990917
0.62,15,0.1467550142736452
0.62,16,0.18763846345716068
0.62,17,0.23174000263980676
0.62,18,0.2744811721338109
0.62,19,0.3099497216040714
0.62,20,0.33264354029655296
0.62,21,0.33954175065018644
0.62,22,0.33113272163359103
0.62,23,0.3107224351816988
0.62,24,0.28274804802792136
0.62,25,0.25130496190860147
0.62,26,0.2194485987288201
0.62,27,0.18912759391806724
0.62,28,0.161405738146682
0.62,29,0.1367366905374158
0.62,30,0.11519301670347326
0.62,31,0.09662938396375081
0.62,32,0.08078936079739316
0.62,33,0.06737140336906816
0.62,34,0.05606758605321531
0.62,35,0.046584951656937885
0.62,36,0.0386561343210555
0.62,37,0.03204355791763921
0.62,38,0.02653992542299642
0.62,39,0.02196668225144574
0.62,40,0.018171478406852685
0.62,41,0.015025239945605211
0.62,42,0.012419201819643455
0.62,43,0.01026209459209597
0.62,44,0.008477580273424748
0.62,45,0.007001974420961551
0.62,46,0.0057822579918973905
0.62,47,0.0047743639470663474
0.62,48,0.003941714396670502
0.62,49,0.003253980453823531
0.62,50,0.0026860365889353833
0.62,51,0.0022170827048447637
0.62,52,0.001829909483698149
0.62,53,0.0015102852502023839
0.62,54,0.001246445334218988
0.62,55,0.0010286675214607995
0.62,56,0.0008489195642383781
0.62,57,0.0007005668478114415
0.62,58,0.0005781301663165537
0.62,59,0.00047708516748939744
0.62,60,0.0003936963985722294
0.62,61,0.0003248800518142246
0.62,62,0.00026809049246046007
0.62,63,0.00022122647964782811
0.62,64,0.0001825536837627636
0.62,65,0.00015064068276201637
0.62,66,0.00012430610243819375
0.62,67,0.00010257496697049141
0.62,68,8.4642659486902e-05
0.62,69,6.98451689583884e-05
0.62,70,5.7634528999240284e-05
0.62,71,4.755854401276264e-05
0.62,72,3.924405526292861e-05
0.62,73,3.2383129441359146e-05
0.62,74,2.6721659779779788e-05
0.62,75,2.204995859639698e-05
0.62,76,1.819499357231883e-05
0.62,77,1.5013980696704158e-05
0.62,78,1.2389096906535394e-05
0.62,79,1.0223116809225917e-05
0.62,80,8.435812028894309e-06
0.62,81,6.960979913613942e-06
0.62,82,5.743991617876898e-06
0.62,83,4.739768788772325e-06
0.62,84,3.91111394406392e-06
0.62,85,3.2273327204532402e-06
0.62,86,2.663096974029556e-06
0.62,87,2.197506631273321e-06
0.62,88,1.8133155474955099e-06
0.62,89,1.496292702299127e-06
0.62,90,1.2346950731234792e-06
0.62,91,1.0188326635634655e-06
0.62,92,8.407095759682575e-07
0.62,93,6.937278341185723e-07
0.62,94,5.724429858019107e-07
0.62,95,4.723624328834646e-07
0.62,96,3.8977901900867915e-07
0.62,97,3.2163371096713636e-07
0.62,98,2.6540228735238034e-07
0.62,99,2.190018373735448e-07
0.64,0,0.0005
0.64,1,0.0010396799999999999
0.64,2,0.0017518845377249277
0.64,3,0.0027243249117374266
0.64,4,0.004079628216714388
0.64,5,0.00599001698615291
0.64,6,0.008697088021609733
0.64,7,0.012537667540857413
0.64,8,0.017975889980448842
0.64,9,0.025639344636290137
0.64,10,0.036351949370217386
0.64,11,0.05114601681083969
0.64,12,0.07121853037559178
0.64,13,0.09777240200486886
0.64,14,0.1316632969056734
0.64,15,0.1727915416550045
0.64,16,0.21930412071510005
0.64,17,0.26695951486757585
0.64,18,0.30933934726975865
0.64,19,0.3394938435003107
0.64,20,0.35260233208911057
0.64,21,0.34794485634635663
0.64,22,0.3286891608979136
0.64,23,0.2999160190903869
0.64,24,0.26656985025659585
0.64,25,0.23238908218720788
0.64,26,0.19974684973002335
0.64,27,0.16992181786779487
0.64,28,0.14344960306952953
0.64,29,0.12041217392801831
0.64,30,0.10063907440826166
0.64,31,0.08383552724402499
0.64,32,0.06965936657121619
0.64,33,0.05776486963430464
0.64,34,0.04782610149281248
0.64,35,0.03954796932551479
0.64,36,0.03267012271198579
0.64,37,0.026966850578818966
0.64,38,0.022244876404711754
0.64,39,0.0183401798579987
0.64,40,0.015114498584035695
0.64,41,0.012451875021754029
0.64,42,0.01025543892296793
0.64,43,0.008444512648358977
0.64,44,0.0069520660912109275
0.64,45,0.005722514388044442
0.64,46,0.0047098339800888435
0.64,47,0.003875964624695027
0.64,48,0.003189462619059609
0.64,49,0.002624371323151836
0.64,50,0.00215927754683774
0.64,51,0.001776525589876339
0.64,52,0.0014615641590365897
0.64,53,0.001202404732902024
0.64,54,0.0009891730439725369
0.64,55,0.0008137381281625711
0.64,56,0.0006694058337198672
0.64,57,0.0005506657940046116
0.64,58,0.0004529826758485979
0.64,59,0.00037262404866882787
0.64,60,0.0003065185124100509
0.64,61,0.0002521388071292577
0.64,62,0.00020740553362592543
0.64,63,0.00017060786991412682
0.64,64,0.00014033829621373068
0.64,65,0.0001154388620148236
0.64,66,9.495696019934185e-05
0.64,67,7.810893009297656e-05
0.64,68,6.425010624328543e-05
0.64,69,5.285017323140853e-05
0.64,70,4.347288774958109e-05
0.64,71,3.575939487008385e-05
0.64,72,2.941450200874066e-05
0.64,73,2.4195386621866657e-05
0.64,74,1.9902306373391318e-05
0.64,75,1.6370956846660635e-05
0.64,76,1.3466184727589233e-05
0.64,77,1.1076816125987419e-05
0.64,78,9.111402288690552e-06
0.64,79,7.494720006901759e-06
0.64,80,6.164892862485436e-06
0.64,81,5.071023191038634e-06
0.64,82,4.171244167257177e-06
0.64,83,3.4311174847484192e-06
0.64,84,2.822315320890734e-06
0.64,85,2.3215361521275958e-06
0.64,86,1.9096129314898755e-06
0.64,87,1.57077949994137e-06
0.64,88,1.2920671575986933e-06
0.64,89,1.0628083014256048e-06
0.64,90,8.742281330735527e-07
0.64,91,7.191088108141668e-07
0.64,92,5.915131918908255e-07
0.64,93,4.865575921556948e-07
0.64,94,4.0022486580111814e-07
0.64,95,3.2921065111289615e-07
0.64,96,2.7079689751121295e-07
0.64,97,2.2274783327341787e-07
0.64,98,1.8322439220656907e-07
0.64,99,1.507138240238577e-07
0.66,0,0.0005
0.66,1,0.00105967
0.66,2,0.001809783447140252
0.66,3,0.0028500105948276668
0.66,4,0.004321898153459707
0.66,5,0.006427159074959982
0.66,6,0.009452606736849894
0.66,7,0.013803019401359634
0.66,8,0.02004197239545805
0.66,9,0.02893716126415938
0.66,10,0.04149873463246795
0.66,11,0.058983355359369216
0.66,12,0.08281004504180922
0.66,13,0.11429918619529869
0.66,14,0.1541268182587973
0.66,15,0.20144962064808908
0.66,16,0.25291063096221567
0.66,17,0.30220553326781596
0.66,18,0.34119451094329367
0.66,19,0.3628325328067005
0.66,20,0.3643297381438816
0.66,21,0.34803226375929003
0.66,22,0.31947615766273424
0.66,23,0.28461161002420504
0.66,24,0.24810125388520046
0.66,25,0.21293372518209214
0.66,26,0.18072093540724998
0.66,27,0.15214456522671135
0.66,28,0.12732725938258427
0.66,29,0.10608672206212388
0.66,30,0.08809382638213784
0.66,31,0.07296524156641636
0.66,32,0.06031486737709661
0.66,33,0.04978046044165516
0.66,34,0.04103576355701205
0.66,35,0.03379441308559553
0.66,36,0.027809371968525676
0.66,37,0.022870094272832604
0.66,38,0.018798698410837762
0.66,39,0.015445870328631263
0.66,40,0.012686887278160452
0.66,41,0.01041795775448201
0.66,42,0.008552959843549137
0.66,43,0.007020596040330589
0.66,44,0.005761947870049493
0.66,45,0.004728396424806883
0.66,46,0.0038798679461931104
0.66,47,0.003183362425420631
0.66,48,0.002611725184185548
0.66,49,0.002142624941100318
0.66,50,0.0017577060178898796
0.66,51,0.0014418865585923949
0.66,52,0.0011827786324644816
0.66,53,0.000970209724780075
0.66,54,0.0007958283350021354
0.66,55,0.0006527791951844717
0.66,56,0.0005354360165857968
0.66,57,0.00043918170632344263
0.66,58,0.0003602277103869987
0.66,59,0.00029546557654574313
0.66,60,0.0002423450302303283
0.66,61,0.0001987738542357487
0.66,62,0.00016303569077891195
0.66,63,0.00013372256956310622
0.66,64,0.00010967953163102947
0.66,65,8.9959185943398e-05
0.66,66,7.378442067192015e-05
0.66,67,6.0517808284866186e-05
0.66,68,4.963650443327385e-05
0.66,69,4.071165523347669e-05
0.66,70,3.3391503931351494e-05
0.66,71,2.7387532867070354e-05
0.66,72,2.246309570715856e-05
0.66,73,1.8424092670447462e-05
0.66,74,1.5111321735371467e-05
0.66,75,1.2394204698551126e-05
0.66,76,1.0165641026667015e-05
0.66,77,8.337786817162813e-06
0.66,78,6.838592594319079e-06
0.66,79,5.6089635421411785e-06
0.66,80,4.600430285985897e-06
0.66,81,3.7732384430802923e-06
0.66,82,3.0947816580110815e-06
0.66,83,2.5383163713196725e-06
0.66,84,2.081907669724218e-06
0.66,85,1.707564671948595e-06
0.66,86,1.4005313730425322e-06
0.66,87,1.148704996470482e-06
0.66,88,9.421589283738444e-07
0.66,89,7.727514301876345e-07
0.66,90,6.338047065805137e-07
0.66,91,5.198416786763774e-07
0.66,92,4.263700869627163e-07
0.66,93,3.497054138169783e-07
0.66,94,2.868256457004811e-07
0.66,95,2.352521500796791e-07
0.66,96,1.9295197149708038e-07
0.66,97,1.5825769549785208e-07
0.66,98,1.2980172159891723e-07
0.66,99,1.0646235445858274e-07
0.68,0,0.0005
0.68,1,0.00107966
0.68,2,0.0018684789356507843
0.68,3,0.002979172463804874
0.68,4,0.004574261246133698
0.68,5,0.006888650289153795
0.68,6,0.010260758951826189
0.68,7,0.01517386293348176
0.68,8,0.022307456529295007
0.68,9,0.03259316289940889
0.68,10,0.04725757017185726
0.68,11,0.06781035861762352
0.68,12,0.09589640644907715
0.68,13,0.1328836020457262
0.68,14,0.17905118382426854
0.68,15,0.23239684016933945
0.68,16,0.2875472786455488
0.68,17,0.3359192552264088
0.68,18,0.36825189766841304
0.68,19,0.37878741058115994
0.68,20,0.3679500849487208
0.68,21,0.341187064300042
0.68,22,0.3055116583722687
0.68,23,0.2668051363793586
0.68,24,0.2289412542340309
0.68,25,0.19403943340262886
0.68,26,0.16302262295643813
0.68,27,0.13610052509684187
0.68,28,0.11309878928116049
0.68,29,0.09366020856664686
0.68,30,0.07736007997930414
0.68,31,0.06376887179381707
0.68,32,0.0524839532456462
0.68,33,0.04314368439379161
0.68,34,0.03543173658120387
0.68,35,0.02907622400023427
0.68,36,0.023846278670676506
0.68,37,0.01954755818749896
0.68,38,0.016017507871507148
0.68,39,0.013120810472591508
0.68,40,0.010745232298730558
0.68,41,0.008797947115489068
0.68,42,0.007202348663711493
0.68,43,0.005895325665071579
0.68,44,0.0048249557361878075
0.68,45,0.0039485683617268156
0.68,46,0.0032311270008365794
0.68,47,0.002643883557405619
0.68,48,0.0021632630920640624
0.68,49,0.0017699417901613735
0.68,50,0.0014480862688704657
0.68,51,0.0011847270194217147
0.68,52,0.0009692430070849282
0.68,53,0.0007929381533770835
0.68,54,0.0006486936144727143
0.68,55,0.0005306824855877113
0.68,56,0.00043413585343238004
0.68,57,0.0003551510409830084
0.68,58,0.00029053449242843294
0.68,59,0.00023767307873627657
0.68,60,0.00019442870823393966
0.68,61,0.00015905203890270766
0.68,62,0.0001301118415401559
0.68,63,0.00010643718259496955
0.68,64,8.707010511975805e-05
0.68,65,7.122690502728156e-05
0.68,66,5.8266443605890534e-05
0.68,67,4.7664219286092224e-05
0.68,68,3.899115291375985e-05
0.68,69,3.189623033379974e-05
0.68,70,2.609230139040238e-05
0.68,71,2.134446165671317e-05
0.68,72,1.7460547375993577e-05
0.68,73,1.428335938380653e-05
0.68,74,1.1684301597984006e-05
0.68,75,9.558176808914834e-06
0.68,76,7.818929271916112e-06
0.68,77,6.396161877020119e-06
0.68,78,5.232286990466783e-06
0.68,79,4.280195688779975e-06
0.68,80,3.5013510741577995e-06
0.68,81,2.864228515292196e-06
0.68,82,2.3430396934115684e-06
0.68,83,1.916688816336799e-06
0.68,84,1.5679187577176896e-06
0.68,85,1.2826125641372003e-06
0.68,86,1.0492220601912169e-06
0.68,87,8.583004252463753e-07
0.68,88,7.021198233963088e-07
0.68,89,5.743586103976038e-07
0.68,90,4.6984545733607734e-07
0.68,91,3.8435003438861627e-07
0.68,92,3.144117825187913e-07
0.68,93,2.571998425331289e-07
0.68,94,2.1039847201435453e-07
0.68,95,1.7211331227389006e-07
0.68,96,1.4079471137918377e-07
0.68,97,1.1517499966685037e-07
0.68,98,9.421717889068033e-08
0.68,99,7.70729481312413e-08
0.7000000000000001,0,0.0005
0.7000000000000001,1,0.0010996500000000002
0.7000000000000001,2,0.0019279709553285005
0.7000000000000001,3,0.0031118573761107484
0.7000000000000001,4,0.004836990353964363
0.7000000000000001,5,0.007375476009198595
0.7000000000000001,6,0.011124363408044397
0.7000000000000001,7,0.01665715042770613
0.7000000000000001,8,0.024787671120073684
0.7000000000000001,9,0.036637937268975115
0.7000000000000001,10,0.053683357789687594
0.7000000000000001,11,0.07771295390521742
0.7000000000000001,12,0.1105847423517791
0.7000000000000001,13,0.15359727137999407
0.7000000000000001,14,0.20632748010208896
0.7000000000000001,15,0.265104113212144
0.7000000000000001,16,0.32206225522233156
0.7000000000000001,17,0.36647220383569107
0.7000000000000001,18,0.38910117783369474
0.7000000000000001,19,0.3870124018124963
0.7000000000000001,20,0.3644280685026531
0.7000000000000001,21,0.3291841965717448
0.7000000000000001,22,0.28867917206813976
0.7000000000000001,23,0.2480416874305784
0.7000000000000001,24,0.21015742241627003
0.7000000000000001,25,0.1763354584701137
0.7000000000000001,26,0.14694382897932748
0.7000000000000001,27,0.12184714214290635
0.7000000000000001,28,0.10067083803925936
0.7000000000000001,29,0.0829499402783442
0.7000000000000001,30,0.06820836055122016
0.7000000000000001,31,0.05599839309420857
0.7000000000000001,32,0.045918036006160644
0.7000000000000001,33,0.03761629909795564
0.7000000000000001,34,0.030792262495107883
0.7000000000000001,35,0.02519112178380905
0.7000000000000001,36,0.020599010928387756
0.7000000000000001,37,0.016837570293041206
0.7000000000000001,38,0.013758758175025063
0.7000000000000001,39,0.011240139066650001
0.7000000000000001,40,0.00918073410689341
0.7000000000000001,41,0.007497439270195658
0.7000000000000001,42,0.00612197604717238
0.7000000000000001,43,0.0049983209454726105
0.7000000000000001,44,0.004080554260692127
0.7000000000000001,45,0.0033310694781400188
0.7000000000000001,46,0.002719089002908137
0.7000000000000001,47,0.0022194377368412103
0.7000000000000001,48,0.0018115322320267563
0.7000000000000001,49,0.0014785491599720636
0.7000000000000001,50,0.0012067423494107861
0.7000000000000001,51,0.0009848825420793411
0.7000000000000001,52,0.0008037982708978378
0.7000000000000001,53,0.0006559999074572623
0.7000000000000001,54,0.0005353720100051918
0.7000000000000001,55,0.00043692169378523087
0.7000000000000001,56,0.0003565729083869481
0.7000000000000001,57,0.00029099830392623904
0.7000000000000001,58,0.0002374818557862356
0.7000000000000001,59,0.00019380664600679264
0.7000000000000001,60,0.00015816321120436903
0.7000000000000001,61,0.00012907469881865227
0.7000000000000001,62,0.00010533575651527563
0.7000000000000001,63,8.59626397237781e-05
0.7000000000000001,64,7.015248123832476e-05
0.7000000000000001,65,5.7250042558166446e-05
0.7000000000000001,66,4.67205740916268e-05
0.7000000000000001,67,3.812766278408976e-05
0.7000000000000001,68,3.111515127906705e-05
0.7000000000000001,69,2.5392380702416647e-05
0.7000000000000001,70,2.0722146403259943e-05
0.7000000000000001,71,1.6910868091576933e-05
0.7000000000000001,72,1.3800567369943447e-05
0.7000000000000001,73,1.1262320421420372e-05
0.7000000000000001,74,9.190914660235452e-06
0.7000000000000001,75,7.500487989648288e-06
0.7000000000000001,76,6.120969996557945e-06
0.7000000000000001,77,4.995177623775164e-06
0.7000000000000001,78,4.076444969984368e-06
0.7000000000000001,79,3.326688994575361e-06
0.7000000000000001,80,2.7148309646715336e-06
0.7000000000000001,81,2.2155082219360966e-06
0.7000000000000001,82,1.8080228771056398e-06
0.7000000000000001,83,1.4754838586932725e-06
0.7000000000000001,84,1.2041067554715556e-06
0.7000000000000001,85,9.826424320531554e-07
0.7000000000000001,86,8.019107340209923e-07
0.7000000000000001,87,6.544199547230232e-07
0.7000000000000001,88,5.340562905032346e-07
0.7000000000000001,89,4.358304120794302e-07
0.7000000000000001,90,3.5567064721108514e-07
0.7000000000000001,91,2.902542018360765e-07
0.7000000000000001,92,2.3686942356320658e-07
0.7000000000000001,93,1.9330339813452075e-07
0.7000000000000001,94,1.5775021954742307e-07
0.7000000000000001,95,1.2873613147430658e-07
