beta,day,prop_infected
0.18,25,0.0005940129969708096
0.18,26,0.0005819857292342366
0.18,27,0.0005701298734883861
0.18,28,0.0005584561102379625
0.18,29,0.0005469721543338837
0.18,30,0.000535683360169846
0.18,31,0.000524593205810857
0.18,32,0.0005137036802592965
0.18,33,0.0005030155932234166
0.18,34,0.0004925288228806617
0.18,35,0.000482242514030144
0.18,36,0.00047215523655015407
0.18,37,0.00046226511209381373
0.18,38,0.00045256991536973227
0.18,39,0.00044306715508552494
0.18,40,0.0004337541386168293
0.18,41,0.0004246280236522643
0.18,42,0.00041568585941501
0.18,43,0.0004069246195418566
0.18,44,0.0003983412282846967
0.18,45,0.00038993258136672164
0.18,46,0.00038169556255939776
0.18,47,0.00037362705683334057
0.18,48,0.00036572396076582593
0.18,49,0.0003579831907513627
0.18,50,0.00035040168945268854
0.18,51,0.00034297643084229006
0.18,52,0.0003357044241147306
0.18,53,0.00032858271669420307
0.18,54,0.00032160839651702405
0.18,55,0.00031477859373301706
0.18,56,0.00030809048194110477
0.18,57,0.00030154127905152495
0.18,58,0.0002951282478487475
0.18,59,0.0002888486963144962
0.18,60,0.00028269997775852895
0.18,61,0.0002766794907954264
0.18,62,0.00027078467919810617
0.18,63,0.0002650130316527489
0.18,64,0.0002593620814349896
0.18,65,0.00025382940602335725
0.18,66,0.0002484126266628419
0.18,67,0.00024310940788898038
0.18,68,0.00023791745702085644
0.18,69,0.00023283452362980834
0.18,70,0.0002278583989893514
0.18,71,0.00022298691551078897
0.18,72,0.0002182179461681533
0.18,73,0.00021354940391544867
0.18,74,0.00020897924109862927
0.18,75,0.0002045054488643086
0.18,76,0.00020012605656684465
0.18,77,0.00019583913117515985
0.18,78,0.00019164277668042303
0.18,79,0.00018753513350553186
0.18,80,0.00018351437791718034
0.18,81,0.00017957872144116953
0.18,82,0.00017572641028151624
0.18,83,0.00017195572474382867
0.18,84,0.00016826497866334676
0.18,85,0.00016465251883798594
0.18,86,0.0001611167244666733
0.18,87,0.0001576560065932231
0.18,88,0.000154268807555963
0.18,89,0.00015095360044329247
0.18,90,0.00014770888855532736
0.18,91,0.00014453320487176364
0.18,92,0.00014142511152607213
0.18,93,0.0001383831992861192
0.18,94,0.0001354060870412931
0.18,95,0.0001324924212962016
0.18,96,0.00012964087567099444
0.18,97,0.00012685015040835322
0.18,98,0.00012411897188718086
0.18,99,0.00012144609214301445
0.2,0,0.0005
0.2,1,0.0005999
0.2,2,0.000679740047996
0.2,3,0.0007435241911451315
0.2,4,0.0007944556821510513
0.2,5,0.0008350971394060767
0.2,6,0.0008674986750991599
0.2,7,0.0008933003976961205
0.2,8,0.0009138144139172751
0.2,9,0.000930090430312579
0.2,10,0.0009429682345143751
0.2,11,0.0009531196802318313
0.2,12,0.000961082275238337
0.2,13,0.0009672860517528777
0.2,14,0.0009720750627362087
0.2,15,0.0009757245789184919
0.2,16,0.0009784548464117295
0.2,17,0.000980442092789668
0.2,18,0.0009818273319413186
0.2,19,0.0009827234079430138
0.2,20,0.0009832206301449472
0.2,21,0.000983391281228953
0.2,22,0.000983293223642945
0.2,23,0.0009829727847363516
0.2,24,0.000982467064856025
0.2,25,0.0009818057838102158
0.2,26,0.0009810127580266897
0.2,27,0.000980107082265857
0.2,28,0.0009791040749776191
0.2,29,0.0009780160345729029
0.2,30,0.0009768528444266636
0.2,31,0.0009756224568657971
0.2,32,0.0009743312803447106
0.2,33,0.0009729844891707704
0.2,34,0.000971586271269401
0.2,35,0.0009701400263806685
0.2,36,0.0009686485246008192
0.2,37,0.0009671140331995631
0.2,38,0.0009655384180577366
0.2,39,0.000963923224801065
0.2,40,0.0009622697436906093
0.2,41,0.0009605790615183691
0.2,42,0.0009588521031068348
0.2,43,0.000957089664491526
0.2,44,0.000955292439449758
0.2,45,0.0009534610407062368
0.2,46,0.0009515960168799738
0.2,47,0.0009496978660241183
0.2,48,0.00094776704644
0.2,49,0.0009458039853104192
0.2,50,0.0009438090855882269
0.2,51,0.000941782731489036
0.2,52,0.0009397252928671451
0.2,53,0.0009376371286979508
0.2,54,0.0009355185898454734
0.2,55,0.000933370021257911
0.2,56,0.0009311917637055569
0.2,57,0.0009289841551525594
0.2,58,0.0009267475318357168
0.2,59,0.0009244822291088662
0.2,60,0.0009221885820997281
0.2,61,0.0009198669262166965
0.2,62,0.0009175175975355821
0.2,63,0.0009151409330903173
0.2,64,0.0009127372710868426
0.2,65,0.0009103069510555527
0.2,66,0.0009078503139546192
0.2,67,0.0009053677022340455
0.2,68,0.0009028594598683497
0.2,69,0.0009003259323641984
0.2,70,0.0008977674667480581
0.2,71,0.0008951844115379222
0.2,72,0.000892577116702372
0.2,73,0.0008899459336095817
0.2,74,0.0008872912149683626
0.2,75,0.0008846133147629325
0.2,76,0.0008819125881827634
0.2,77,0.0008791893915485961
0.2,78,0.0008764440822355014
0.2,79,0.0008736770185936965
0.2,80,0.00087088855986769
0.2,81,0.0008680790661142195
0.2,82,0.0008652488981193612
0.2,83,0.0008623984173151181
0.2,84,0.0008595279856957396
0.2,85,0.0008566379657339786
0.2,86,0.0008537287202974592
0.2,87,0.0008508006125652941
0.2,88,0.0008478540059450735
0.2,89,0.0008448892639903218
0.2,90,0.0008419067503185099
0.2,91,0.0008389068285296929
0.2,92,0.0008358898621258368
0.2,93,0.0008328562144308865
0.2,94,0.0008298062485116245
0.2,95,0.0008267403270993593
0.2,96,0.0008236588125124836
0.2,97,0.0008205620665799326
0.2,98,0.0008174504505655742
0.2,99,0.0008143243250935584
0.22,0,0.0005
0.22,1,0.00061989
0.22,2,0.000720102091526676
0.22,3,0.0008046441149523214
0.22,4,0.0008767230606051755
0.22,5,0.0009389052237444402
0.22,6,0.0009932443273093278
0.22,7,0.0010413840188458407
0.22,8,0.0010846398667339128
0.22,9,0.0011240649558127633
0.22,10,0.0011605023624825486
0.22,11,0.0011946271333446714
0.22,12,0.0012269798666305993
0.22,13,0.0012579935758191309
0.22,14,0.001288015178962208
0.22,15,0.0013173226885355984
0.22,16,0.0013461389616678666
0.22,17,0.0013746426986308233
0.22,18,0.0014029772398985987
0.22,19,0.0014312576020217601
0.22,20,0.0014595761045144496
0.22,21,0.0014880068695139062
0.22,22,0.001516609419620988
0.22,23,0.0015454315542498627
0.22,24,0.0015745116487508421
0.22,25,0.001603880491719144
0.22,26,0.0016335627528215823
0.22,27,0.0016635781550087497
0.22,28,0.0016939424102088794
0.22,29,0.0017246679657826774
0.22,30,0.0017557645995650933
0.22,31,0.0017872398937575386
0.22,32,0.001819099611884317
0.22,33,0.0018513479981874393
0.22,34,0.0018839880149625484
0.22,35,0.0019170215302417506
0.22,36,0.0019504494657518222
0.22,37,0.001984271913094647
0.22,38,0.0020184882245116676
0.22,39,0.00205309708332633
0.22,40,0.002088096558144474
0.22,41,0.002123484144081659
0.22,42,0.0021592567936378703
0.22,43,0.0021954109393214497
0.22,44,0.002231942509709457
0.22,45,0.0022688469403001755
0.22,46,0.0023061191802485133
0.22,47,0.0023437536958633006
0.22,48,0.0023817444715762874
0.22,49,0.0024200850089574955
0.22,50,0.002458768324243656
0.22,51,0.0024977869447602883
0.22,52,0.0025371329045492273
0.22,53,0.0025767977394585326
0.22,54,0.0026167724819079778
0.22,55,0.0026570476555084193
0.22,56,0.0026976132696855475
0.22,57,0.0027384588144363452
0.22,58,0.002779573255328901
0.22,59,0.0028209450288421006
0.22,60,0.0028625620381304354
0.22,61,0.002904411649290094
0.22,62,0.0029464806881952144
0.22,63,0.00298875543796723
0.22,64,0.0030312216371353763
0.22,65,0.0030738644785423936
0.22,66,0.0031166686090460015
0.22,67,0.003159618130063784
0.22,68,0.003202696599006444
0.22,69,0.003245887031641996
0.22,70,0.003289171905431154
0.22,71,0.003332533163871977
0.22,72,0.003375952221889625
0.22,73,0.0034194099723048447
0.22,74,0.003462886793412517
0.22,75,0.0035063625576991905
0.22,76,0.003549816641726027
0.22,77,0.0035932279372009354
0.22,78,0.0036365748632608765
0.22,79,0.003679835379982367
0.22,80,0.0037229870031351064
0.22,81,0.0037660068201903598
0.22,82,0.003808871507592283
0.22,83,0.003851557349296775
0.22,84,0.003894040256578649
0.22,85,0.0039362957891040055
0.22,86,0.003978299177260598
0.22,87,0.004020025345734787
0.22,88,0.004061448938319328
0.22,89,0.004102544343931804
0.22,90,0.004143285723818959
0.22,91,0.0041836470399175835
0.22,92,0.004223602084337904
0.22,93,0.004263124509930714
0.22,94,0.004302187861894744
0.22,95,0.004340765610376014
0.22,96,0.004378831184006206
0.22,97,0.004416358004322411
0.22,98,0.004453319521006025
0.22,99,0.004489689247874052
0.24,0,0.0005
0.24,1,0.00063988
0.24,2,0.000761261768569088
0.24,3,0.0008682026038234106
0.24,4,0.0009639604612344015
0.24,5,0.0010511541182588332
0.24,6,0.0011318913032115285
0.24,7,0.0012078711943942946
0.24,8,0.0012804664141870628
0.24,9,0.0013507886177550215
0.24,10,0.001419740955977535
0.24,11,0.0014880600361599518
0.24,12,0.0015563494792473454
0.24,13,0.0016251067523793041
0.24,14,0.0016947446197147621
0.24,15,0.0017656082857217383
0.24,16,0.0018379890901337559
0.24,17,0.0019121354417747753
0.24,18,0.001988261540849463
0.24,19,0.002066554329207093
0.24,20,0.0021471790200126677
0.24,21,0.002230283487795998
0.24,22,0.0023160017434770202
0.24,23,0.0024044566738665794
0.24,24,0.002495762189062874
0.24,25,0.0025900248923021356
0.24,26,0.0026873453637361335
0.24,27,0.0027878191311454794
0.24,28,0.0028915373858340566
0.24,29,0.002998587490148621
0.24,30,0.0031090533136388073
0.24,31,0.003223015427344782
0.24,32,0.003340551179695628
0.24,33,0.0034617346727197993
0.24,34,0.0035866366534689034
0.24,35,0.0037153243325452074
0.24,36,0.0038478611392480447
0.24,37,0.003984306420991975
0.24,38,0.00412471509320229
0.24,39,0.004269137244783046
0.24,40,0.00441761770341695
0.24,41,0.004570195564345313
0.24,42,0.0047269036858501945
0.24,43,0.004887768154387912
0.24,44,0.005052807722177758
0.24,45,0.005222033220011463
0.24,46,0.0053954469481007575
0.24,47,0.005573042047908636
0.24,48,0.005754801858102858
0.24,49,0.005940699258018006
0.24,50,0.006130696002306145
0.24,51,0.006324742050787906
0.24,52,0.006522774897877974
0.24,53,0.006724718906344147
0.24,54,0.006930484650560027
0.24,55,0.007139968274820259
0.24,56,0.0073530508726963
0.24,57,0.0075695978938115195
0.24,58,0.007789458584798329
0.24,59,0.008012465471557617
0.24,60,0.008238433890262416
0.24,61,0.008467161574823117
0.24,62,0.008698428308750322
0.24,63,0.008931995649502634
0.24,64,0.009167606733479763
0.24,65,0.009404986169805238
0.24,66,0.009643840030927662
0.24,67,0.009883855947844829
0.24,68,0.01012470331741218
0.24,69,0.010366033628728262
0.24,70,0.010607480914988575
0.24,71,0.010848662336460873
0.24,72,0.011089178899357136
0.24,73,0.011328616314359765
0.24,74,0.01156654599740477
0.24,75,0.011802526214038059
0.24,76,0.012036103367251187
0.24,77,0.012266813427181566
0.24,78,0.012494183499444705
0.24,79,0.012717733527170618
0.24,80,0.012936978120065003
0.24,81,0.01315142850203268
0.24,82,0.0133605945671135
0.24,83,0.013563987031718997
0.24,84,0.013761119669452995
0.24,85,0.013951511613183499
0.24,86,0.01413468970753962
0.24,87,0.014310190893668633
0.24,88,0.014477564606935885
0.24,89,0.014636375167313975
0.24,90,0.014786204141513805
0.24,91,0.014926652655482122
0.24,92,0.01505734363574646
0.24,93,0.015177923958242738
0.24,94,0.01528806648372102
0.24,95,0.015387471959592986
0.24,96,0.015475870769156174
0.24,97,0.015553024510493924
0.24,98,0.015618727388989194
0.24,99,0.015672807409281432
0.26,0,0.0005
0.26,1,0.0006598700000000001
0.26,2,0.0008032190311952121
0.26,3,0.0009342470736161616
0.26,4,0.0010563631816259754
0.26,5,0.001172346002353366
0.26,6,0.0012844722561889948
0.26,7,0.0013946195824194952
0.26,8,0.0015043488713068352
0.26,9,0.0016149701783610595
0.26,10,0.0017275954959476909
0.26,11,0.0018431810007135166
0.26,12,0.0019625608698030468
0.26,13,0.0020864743382301787
0.26,14,0.002215587333071877
0.26,15,0.0023505097505686716
0.26,16,0.0024918092263161054
0.26,17,0.0026400220757659223
0.26,18,0.002795661943631051
0.26,19,0.0029592265896313634
0.26,20,0.003131203148832956
0.26,21,0.0033120721332309867
0.26,22,0.003502310383697414
0.26,23,0.00370239313516105
0.26,24,0.003912795320676897
0.26,25,0.004133992210099215
0.26,26,0.004366459454989001
0.26,27,0.004610672592046908
0.26,28,0.004867106041890232
0.26,29,0.005136231627702164
0.26,30,0.005418516628643452
0.26,31,0.005714421375527103
0.26,32,0.006024396390814415
0.26,33,0.006348879071277449
0.26,34,0.006688289909538344
0.26,35,0.007043028250043361
0.26,36,0.007413467575805939
0.26,37,0.007799950324438059
0.26,38,0.008202782235586403
0.26,39,0.008622226236917774
0.26,40,0.009058495882281827
0.26,41,0.009511748363640845
0.26,42,0.009982077127806466
0.26,43,0.010469504139951156
0.26,44,0.010973971848225295
0.26,45,0.011495334917524396
0.26,46,0.012033351815378231
0.26,47,0.012587676348874161
0.26,48,0.013157849268208312
0.26,49,0.013743290069526586
0.26,50,0.014343289146732389
0.26,51,0.014957000458368442
0.26,52,0.01558343489090578
0.26,53,0.016221454513089886
0.26,54,0.016869767926625593
0.26,55,0.017526926925598738
0.26,56,0.018191324679775585
0.26,57,0.018861195654437557
0.26,58,0.019534617470892145
0.26,59,0.020209514896536968
0.26,60,0.020883666130774674
0.26,61,0.021554711522813824
0.26,62,0.022220164819332474
0.26,63,0.022877426994320573
0.26,64,0.023523802660696362
0.26,65,0.024156519004431415
0.26,66,0.024772747118229976
0.26,67,0.025369625544984727
0.26,68,0.02594428577331587
0.26,69,0.026493879360827047
0.26,70,0.027015606297819482
0.26,71,0.027506744167731793
0.26,72,0.027964677613124538
0.26,73,0.028386927580044383
0.26,74,0.028771179791208162
0.26,75,0.029115311891318253
0.26,76,0.02941741871706237
0.26,77,0.02967583517040213
0.26,78,0.029889156216329663
0.26,79,0.030056253584340244
0.26,80,0.03017628882468559
0.26,81,0.030248722453645027
0.26,82,0.03027331901365712
0.26,83,0.030250147970882626
0.26,84,0.0301795804710969
0.26,85,0.030062282071179912
0.26,86,0.029899201654479107
0.26,87,0.029691556820878092
0.26,88,0.02944081611389024
0.26,89,0.029148678505463745
0.26,90,0.028817050603034938
0.26,91,0.02844802207197957
0.26,92,0.02804383977993711
0.26,93,0.027606881168092772
0.26,94,0.027139627339513722
0.26,95,0.026644636327611784
0.26,96,0.026124516970638556
0.26,97,0.0255819037729128
0.26,98,0.02501943308243078
0.26,99,0.024439720859797773
0.28,0,0.0005
0.28,1,0.00067986
0.28,2,0.000845973831477024
0.28,3,0.0010028249187851333
0.28,4,0.0011541301755771058
0.28,5,0.0013030022226727847
0.28,6,0.0014520796282396307
0.28,7,0.0016036315641903146
0.28,8,0.0017596419880409292
0.28,9,0.0019218774305102004
0.28,10,0.0020919416445571506
0.28,11,0.0022713197102813202
0.28,12,0.002461413659273657
0.28,13,0.0026635712552954675
0.28,14,0.0028791092245161955
0.28,15,0.00310933195110161
0.28,16,0.0033555464292251112
0.28,17,0.003619074079792541
0.28,18,0.003901259890714714
0.28,19,0.004203479216573708
0.28,20,0.004527142471569923
0.28,21,0.004873697864425225
0.28,22,0.005244632252123585
0.28,23,0.005641470128458708
0.28,24,0.00606577071146489
0.28,25,0.006519123049651347
0.28,26,0.007003139029774456
0.28,27,0.007519444138365854
0.28,28,0.008069665805517035
0.28,29,0.00865541914303687
0.28,30,0.0092782898809624
0.28,31,0.009939814307786047
0.28,32,0.010641456032257777
0.28,33,0.011384579410098558
0.28,34,0.012170419519498618
0.28,35,0.01300004862705856
0.28,36,0.013874339163028633
0.28,37,0.014793923323279338
0.28,38,0.015759149536942806
0.28,39,0.016770036183954357
0.28,40,0.01782622311564181
0.28,41,0.018926921722533924
0.28,42,0.020070864503422665
0.28,43,0.021256255313038246
0.28,44,0.02248072169466745
0.28,45,0.023741270928190374
0.28,46,0.025034251630124085
0.28,47,0.026355322914565858
0.28,48,0.027699433244515792
0.28,49,0.029060811152684107
0.28,50,0.030432969970143164
0.28,51,0.03180872855204768
0.28,52,0.03318024971736745
0.28,53,0.03453909771477073
0.28,54,0.035876315487579066
0.28,55,0.03718252184463389
0.28,56,0.03844802786939315
0.28,57,0.03966297104655955
0.28,58,0.040817464695095514
0.28,59,0.04190175941912107
0.28,60,0.04290641248091355
0.28,61,0.04382246032231961
0.28,62,0.04464158896885303
0.28,63,0.04535629679280956
0.28,64,0.04596004412254633
0.28,65,0.04644738448136389
0.28,66,0.04681407281709628
0.28,67,0.0470571469167972
0.28,68,0.04717497924377539
0.28,69,0.04716729762395832
0.28,70,0.04703517447113226
0.28,71,0.046780985497291476
0.28,72,0.04640834002867127
0.28,73,0.0459219860723927
0.28,74,0.04532769409954142
0.28,75,0.04463212409227934
0.28,76,0.04384268072901422
0.28,77,0.04296736165553172
0.28,78,0.04201460363100161
0.28,79,0.040993130978976486
0.28,80,0.039911810257117424
0.28,81,0.038779514432281365
0.28,82,0.03760499915712691
0.28,83,0.03639679303478063
0.28,84,0.03516310306782841
0.28,85,0.0339117358479494
0.28,86,0.032650034475636074
0.28,87,0.03138483072016557
0.28,88,0.03012241154527382
0.28,89,0.028868498836339417
0.28,90,0.027628240965674032
0.28,91,0.02640621471536097
0.28,92,0.025206436031185574
0.28,93,0.024032378094524513
0.28,94,0.022886995259300557
0.28,95,0.021772751496441454
0.28,96,0.02069165210788999
0.28,97,0.01964527760662086
0.28,98,0.018634818800355078
0.28,99,0.017661112258286007
0.3,0,0.0005
0.3,1,0.00069985
0.3,2,0.0008895261214865
0.3,3,0.001073983512002085
0.3,4,0.0012574640431785324
0.3,5,0.0014436636041419968
0.3,6,0.001635867744352129
0.3,7,0.0018370620451597908
0.3,8,0.0020500223032833354
0.3,9,0.0022773885660871
0.3,10,0.0025217262161417262
0.3,11,0.002785576619383053
0.3,12,0.0030714992937340853
0.3,13,0.0033821070962953303
0.3,14,0.003720095545346773
0.3,15,0.004088267070849213
0.3,16,0.004489550709706569
0.3,17,0.004927017518387303
0.3,18,0.005403891756601657
0.3,19,0.005923557694651196
0.3,20,0.006489561708744005
0.3,21,0.007105609149741779
0.3,22,0.0077755553000453115
0.3,23,0.008503389571156534
0.3,24,0.009293211943557818
0.3,25,0.010149200516025213
0.3,26,0.011075568921175245
0.3,27,0.01207651228881209
0.3,28,0.013156140412674433
0.3,29,0.014318396817098292
0.3,30,0.015566962548874609
0.3,31,0.016905143760036958
0.3,32,0.01833574252523313
0.3,33,0.01986091087874895
0.3,34,0.021481988784959376
0.3,35,0.023199327690042622
0.3,36,0.02501210244999658
0.3,37,0.026918115782353893
0.3,38,0.02891360091656662
0.3,39,0.03099302976268245
0.3,40,0.033148935587901704
0.3,41,0.03537176075721982
0.3,42,0.037649741392474005
0.3,43,0.03996884163794601
0.3,44,0.042312750376630015
0.3,45,0.04466295250862781
0.3,46,0.046998885102328865
0.3,47,0.049298185745699795
0.3,48,0.051537036245731346
0.3,49,0.053690599568020664
0.3,50,0.055733541847463
0.3,51,0.057640624860871
0.3,52,0.0593873480891947
0.3,53,0.06095061404694055
0.3,54,0.062309386561018254
0.3,55,0.06344530969872586
0.3,56,0.06434325546002534
0.3,57,0.06499177130167899
0.3,58,0.06538340390251178
0.3,59,0.0655148828782907
0.3,60,0.06538715674415682
0.3,61,0.06500528248657361
0.3,62,0.06437817879201359
0.3,63,0.0635182605087716
0.3,64,0.06244097768668727
0.3,65,0.06116428617891968
0.3,66,0.05970807819141112
0.3,67,0.05809360046289532
0.3,68,0.05634288527847002
0.3,69,0.054478215715883745
0.3,70,0.05252164190167952
0.3,71,0.05049456010701699
0.3,72,0.04841736166941298
0.3,73,0.046309154320451
0.3,74,0.04418755475619965
0.3,75,0.04206854832696259
0.3,76,0.039966409575336904
0.3,77,0.037893675974974575
0.3,78,0.03586116652707666
0.3,79,0.033878036740128015
0.3,80,0.03195186182335928
0.3,81,0.03008874054187171
0.3,82,0.028293412999498415
0.3,83,0.026569386539836634
0.3,84,0.02491906491127814
0.3,85,0.0233438767720756
0.3,86,0.02184440047751533
0.3,87,0.020420482868779292
0.3,88,0.019071350459523965
0.3,89,0.01779571198802205
0.3,90,0.016591851772797764
0.3,91,0.015457713685227305
0.3,92,0.014390975843320292
0.3,93,0.013389116347818177
0.3,94,0.012449470536063354
0.3,95,0.01156928033161271
0.3,96,0.010745736328251963
0.3,97,0.009976013274793973
0.3,98,0.009257299629518123
0.3,99,0.008586821836851527
0.32,0,0.0005
0.32,1,0.00071984
0.32,2,0.000933875853295616
0.32,3,0.0011477702037764723
0.32,4,0.0013665710205465862
0.32,5,0.0015948907557695776
0.32,6,0.0018370549175845828
0.32,7,0.0020972264376517297
0.32,8,0.0023795108824648443
0.32,9,0.002688046467885218
0.32,10,0.0030270819326336483
0.32,11,0.0034010445636548426
0.32,12,0.0038146000069108122
0.32,13,0.004272704909892929
0.32,14,0.004780652900450474
0.32,15,0.005344113887936727
0.32,16,0.005969166158262148
0.32,17,0.006662320208786001
0.32,18,0.007430532720431317
0.32,19,0.00828120848588982
0.32,20,0.00922218750304861
0.32,21,0.010261713808267375
0.32,22,0.011408381981469729
0.32,23,0.012671056634015495
0.32,24,0.014058759637614531
0.32,25,0.015580519435358414
0.32,26,0.017245176585719186
0.32,27,0.01906113984532264
0.32,28,0.02103608774187701
0.32,29,0.02317661189406604
0.32,30,0.025487800484297357
0.32,31,0.027972763463850275
0.32,32,0.03063210541833173
0.32,33,0.03346335762392052
0.32,34,0.036460387638885344
0.32,35,0.03961281257515342
0.32,36,0.042905450512935456
0.32,37,0.04631785259786176
0.32,38,0.04982396512724818
0.32,39,0.053391975053016585
0.32,40,0.05698439231231309
0.32,41,0.06055841680377273
0.32,42,0.06406662556237827
0.32,43,0.06745799634257432
0.32,44,0.0706792580120276
0.32,45,0.07367652774663712
0.32,46,0.07639716312007994
0.32,47,0.07879172790189354
0.32,48,0.08081594822309811
0.32,49,0.08243252483037719
0.32,50,0.08361267022336877
0.32,51,0.08433725732337308
0.32,52,0.08459749734764142
0.32,53,0.08439510493775708
0.32,54,0.08374195294283121
0.32,55,0.0826592616903387
0.32,56,0.08117640277453878
0.32,57,0.07932942154474623
0.32,58,0.07715939380365061
0.32,59,0.07471073102946577
0.32,60,0.07202953672612872
0.32,61,0.0691620973745162
0.32,62,0.06615356837290738
0.32,63,0.06304689154939337
0.32,64,0.059881958879830235
0.32,65,0.05669501867577606
0.32,66,0.05351830658357188
0.32,67,0.05037987439755904
0.32,68,0.04730358454891886
0.32,69,0.044309236481175365
0.32,70,0.0414127921252467
0.32,71,0.038626670507505095
0.32,72,0.035960085424236156
0.32,73,0.033419404495438156
0.32,74,0.031008512322330824
0.32,75,0.028729164611021558
0.32,76,0.02658132380525624
0.32,77,0.02456346990463096
0.32,78,0.022672882710574084
0.32,79,0.020905893766511183
0.32,80,0.019258107794305195
0.32,81,0.017724594543509224
0.32,82,0.01630005273430516
0.32,83,0.01497894825784519
0.32,84,0.013755629061365534
0.32,85,0.012624419243998842
0.32,86,0.011579694867998805
0.32,87,0.010615943885937399
0.32,88,0.009727812426439015
0.32,89,0.00891013949154235
0.32,90,0.008157981914533544
0.32,91,0.0074666312201488476
0.32,92,0.006831623827790823
0.32,93,0.006248745848359576
0.32,94,0.005714033549810921
0.32,95,0.005223770407344369
0.32,96,0.00477448151176058
0.32,97,0.004362925983768746
0.32,98,0.003986087932092215
0.32,99,0.0036411663980081984
0.34,0,0.0005
0.34,1,0.00073983
0.34,2,0.000979022978976348
0.34,3,0.0012242323220760323
0.34,4,0.0014816609691977894
0.34,5,0.00175726437093904
0.34,6,0.0020569255616893723
0.34,7,0.002386608811433654
0.34,8,0.002752496900783203
0.34,9,0.0031611158477295263
0.34,10,0.003619449832874349
0.34,11,0.0041350480628141425
0.34,12,0.004716124324234109
0.34,13,0.005371648962751159
0.34,14,0.006111431921910328
0.34,15,0.00694619425310913
0.34,16,0.007887624115113883
0.34,17,0.00894841168842478
0.34,18,0.010142255614485757
0.34,19,0.01148383153389728
0.34,20,0.012988711076743514
0.34,21,0.014673217337881692
0.34,22,0.0165542006081694
0.34,23,0.018648716183159084
0.34,24,0.020973584810713063
0.34,25,0.02354481629179032
0.34,26,0.02637687859730697
0.34,27,0.02948179944089875
0.34,28,0.03286809548463872
0.34,29,0.036539537173769614
0.34,30,0.04049377531735443
0.34,31,0.04472087918844608
0.34,32,0.04920186448624332
0.34,33,0.05390732108607738
0.34,34,0.058796281562875426
0.34,35,0.0638154966691552
0.34,36,0.06889929637877554
0.34,37,0.07397020715796931
0.34,38,0.07894046102212099
0.34,39,0.08371446590378342
0.34,40,0.08819221144860809
0.34,41,0.09227346821857119
0.34,42,0.09586251743264512
0.34,43,0.09887304425178164
0.34,44,0.101232762790348
0.34,45,0.10288733341874477
0.34,46,0.10380319016238536
0.34,47,0.10396901216123768
0.34,48,0.10339572915323932
0.34,49,0.10211511899210585
0.34,50,0.10017720583970982
0.34,51,0.09764677701392971
0.34,52,0.09459939136625042
0.34,53,0.09111725165203395
0.34,54,0.08728526719232807
0.34,55,0.08318755702438932
0.34,56,0.07890455506719807
0.34,57,0.07451079266943675
0.34,58,0.07007336083546406
0.34,59,0.06565099995047763
0.34,60,0.06129373006582371
0.34,61,0.05704291777977187
0.34,62,0.05293167278507351
0.34,63,0.04898547405777026
0.34,64,0.04522293851742465
0.34,65,0.04165666059642737
0.34,66,0.03829406717355233
0.34,67,0.0351382472291993
0.34,68,0.03218872851765932
0.34,69,0.029442184180052993
0.34,70,0.026893060535145657
0.34,71,0.024534123483112163
0.34,72,0.022356925341093487
0.34,73,0.02035219683334824
0.34,74,0.0185101707063948
0.34,75,0.016820844319414576
0.34,76,0.01527418881581812
0.34,77,0.013860312309803646
0.34,78,0.012569584074789045
0.34,79,0.011392726113563416
0.34,80,0.010320877806139262
0.34,81,0.009345638628684417
0.34,82,0.008459093254224677
0.34,83,0.007653822707105438
0.34,84,0.006922904661939839
0.34,85,0.0062599054599217704
0.34,86,0.005658865961828975
0.34,87,0.005114282965378755
0.34,88,0.004621087580440888
0.34,89,0.004174621673523016
0.34,90,0.0037706132570767296
0.34,91,0.0034051515036956008
0.34,92,0.003074661904637889
0.34,93,0.002775881961190321
0.34,94,0.002505837691589988
0.34,95,0.0022618211514689886
0.34,96,0.0020413690985353313
0.34,97,0.0018422428794016732
0.34,98,0.0016624095755193773
0.34,99,0.0015000244138710396
0.36,0,0.0005
0.36,1,0.00075982
0.36,2,0.0010249674506006721
0.36,3,0.001303417171947465
0.36,4,0.00160294736506008
0.36,5,0.0019313855219026074
0.36,6,0.002296832307911418
0.36,7,0.0027078701962430537
0.36,8,0.003173762021973493
0.36,9,0.003704643101977754
0.36,10,0.004311709024918454
0.36,11,0.005007399544900919
0.36,12,0.005805577094419276
0.36,13,0.006721696141429765
0.36,14,0.007772956818797716
0.36,15,0.008978432817373537
0.36,16,0.010359159332527838
0.36,17,0.011938161796830979
0.36,18,0.013740400196413675
0.36,19,0.01579259705715521
0.36,20,0.018122910003328635
0.36,21,0.02076040274618
0.36,22,0.023734262496966876
0.36,23,0.027072708732177788
0.36,24,0.030801540267921024
0.36,25,0.03494227774991368
0.36,26,0.03950988055410335
0.36,27,0.04451005451510949
0.36,28,0.04993622297776758
0.36,29,0.055766309471560326
0.36,30,0.06195957296382526
0.36,31,0.0684538372011666
0.36,32,0.07516354735055006
0.36,33,0.08197914525586272
0.36,34,0.08876824904954435
0.36,35,0.09537902477554443
0.36,36,0.10164592993019197
0.36,37,0.10739769791150228
0.36,38,0.11246705734826785
0.36,39,0.11670131266474754
0.36,40,0.11997264251299739
