day,variable_0,variable_1,prop_infected
13,0.6000000000000001,0.13,0.0022180433220599103
14,0.6000000000000001,0.13,0.0023784611554814794
15,0.6000000000000001,0.13,0.0025503590638327107
16,0.6000000000000001,0.13,0.0027344088262687503
17,0.6000000000000001,0.13,0.002931318758462682
18,0.6000000000000001,0.13,0.003141832142792282
19,0.6000000000000001,0.13,0.003366725366175217
20,0.6000000000000001,0.13,0.003606805672005848
21,0.6000000000000001,0.13,0.0038629084297452376
22,0.6000000000000001,0.13,0.004135893822318381
23,0.6000000000000001,0.13,0.004426642847905815
24,0.6000000000000001,0.13,0.004736052529350029
25,0.6000000000000001,0.13,0.005065030221652466
26,0.6000000000000001,0.13,0.005414486906398492
27,0.6000000000000001,0.13,0.005785329361968942
28,0.6000000000000001,0.13,0.006178451100705435
29,0.6000000000000001,0.13,0.006594721969495957
30,0.6000000000000001,0.13,0.007034976319312245
31,0.6000000000000001,0.13,0.007499999662897839
32,0.6000000000000001,0.13,0.007990513758954468
33,0.6000000000000001,0.13,0.008507160086697538
34,0.6000000000000001,0.13,0.00905048170741422
35,0.6000000000000001,0.13,0.009620903550442466
36,0.6000000000000001,0.13,0.010218711210426014
37,0.6000000000000001,0.13,0.010844028401179815
38,0.6000000000000001,0.13,0.011496793279074284
39,0.6000000000000001,0.13,0.01217673392511517
40,0.6000000000000001,0.13,0.01288334335888702
41,0.6000000000000001,0.13,0.01361585454757847
42,0.6000000000000001,0.13,0.014373215966952645
43,0.6000000000000001,0.13,0.015154068365014234
44,0.6000000000000001,0.13,0.015956723468974667
45,0.6000000000000001,0.13,0.016779145456728435
46,0.6000000000000001,0.13,0.017618936079403937
47,0.6000000000000001,0.13,0.01847332436498149
48,0.6000000000000001,0.13,0.01933916184748301
49,0.6000000000000001,0.13,0.020212924244912393
50,0.6000000000000001,0.13,0.02109072044564453
51,0.6000000000000001,0.13,0.02196830955222539
52,0.6000000000000001,0.13,0.022841126570344934
53,0.6000000000000001,0.13,0.023704317118433325
54,0.6000000000000001,0.13,0.024552781272429113
55,0.6000000000000001,0.13,0.02538122635692055
56,0.6000000000000001,0.13,0.026184228158057682
57,0.6000000000000001,0.13,0.026956299679122254
58,0.6000000000000001,0.13,0.02769196620348033
59,0.6000000000000001,0.13,0.028385845091351915
60,0.6000000000000001,0.13,0.029032728437195995
61,0.6000000000000001,0.13,0.02962766647407092
62,0.6000000000000001,0.13,0.03016604944871247
63,0.6000000000000001,0.13,0.030643685621287952
64,0.6000000000000001,0.13,0.03105687307671048
65,0.6000000000000001,0.13,0.03140246317360138
66,0.6000000000000001,0.13,0.03167791369906507
67,0.6000000000000001,0.13,0.03188133013196459
68,0.6000000000000001,0.13,0.03201149382751504
69,0.6000000000000001,0.13,0.03206787639970115
70,0.6000000000000001,0.13,0.03205064006973345
71,0.6000000000000001,0.13,0.03196062424146255
72,0.6000000000000001,0.13,0.031799319031987905
73,0.6000000000000001,0.13,0.031568826903861306
74,0.6000000000000001,0.13,0.03127181389481644
75,0.6000000000000001,0.13,0.030911452207848647
76,0.6000000000000001,0.13,0.030491356100816935
77,0.6000000000000001,0.13,0.030015513098795042
78,0.6000000000000001,0.13,0.029488212548101387
79,0.6000000000000001,0.13,0.02891397344703908
80,0.6000000000000001,0.13,0.028297473337265837
81,0.6000000000000001,0.13,0.027643479836119568
82,0.6000000000000001,0.13,0.0269567861499158
83,0.6000000000000001,0.13,0.026242151646834404
84,0.6000000000000001,0.13,0.025504248300027316
85,0.6000000000000001,0.13,0.024747613549657647
86,0.6000000000000001,0.13,0.02397660988705353
87,0.6000000000000001,0.13,0.02319539124282579
88,0.6000000000000001,0.13,0.022407876068920973
89,0.6000000000000001,0.13,0.021617726845067936
90,0.6000000000000001,0.13,0.020828335613768085
91,0.6000000000000001,0.13,0.020042815054019364
92,0.6000000000000001,0.13,0.019263994540188904
93,0.6000000000000001,0.13,0.018494420595776585
94,0.6000000000000001,0.13,0.01773636113859508
95,0.6000000000000001,0.13,0.016991812920226487
96,0.6000000000000001,0.13,0.016262511584586588
97,0.6000000000000001,0.13,0.015549943804301115
98,0.6000000000000001,0.13,0.014855360995954999
99,0.6000000000000001,0.13,0.014179794163095552
100,0.6000000000000001,0.13,0.013524069466575677
1,0.6500000000000001,0.13,0.001
2,0.6500000000000001,0.13,0.00105974
3,0.6500000000000001,0.13,0.0011280166430581936
4,0.6500000000000001,0.13,0.0012049959426444243
5,0.6500000000000001,0.13,0.0012909298901210967
6,0.6500000000000001,0.13,0.001386151458337231
7,0.6500000000000001,0.13,0.0014910706720692307
8,0.6500000000000001,0.13,0.0016061715695094621
9,0.6500000000000001,0.13,0.0017320098952871821
10,0.6500000000000001,0.13,0.001869211377767013
11,0.6500000000000001,0.13,0.002018470451951157
12,0.6500000000000001,0.13,0.0021805492945012033
13,0.6500000000000001,0.13,0.0023562770394382447
14,0.6500000000000001,0.13,0.0025465490421892525
15,0.6500000000000001,0.13,0.0027523260560183608
16,0.6500000000000001,0.13,0.0029746331787061033
17,0.6500000000000001,0.13,0.0032145584188240845
18,0.6500000000000001,0.13,0.003473250720336874
19,0.6500000000000001,0.13,0.0037519172718424843
20,0.6500000000000001,0.13,0.004051819912913554
21,0.6500000000000001,0.13,0.0043742704352076715
22,0.6500000000000001,0.13,0.004720624560900792
23,0.6500000000000001,0.13,0.005092274366358404
24,0.6500000000000001,0.13,0.0054906389057975315
25,0.6500000000000001,0.13,0.005917152779251705
26,0.6500000000000001,0.13,0.006373252382944457
27,0.6500000000000001,0.13,0.006860359580013098
28,0.6500000000000001,0.13,0.007379862537518274
29,0.6500000000000001,0.13,0.007933093494241265
30,0.6500000000000001,0.13,0.00852130325559345
31,0.6500000000000001,0.13,0.00914563225992509
32,0.6500000000000001,0.13,0.009807078127597438
33,0.6500000000000001,0.13,0.01050645969326917
34,0.6500000000000001,0.13,0.011244377635532824
35,0.6500000000000001,0.13,0.012021171958296824
36,0.6500000000000001,0.13,0.012836876746136974
37,0.6500000000000001,0.13,0.013691172810807084
38,0.6500000000000001,0.13,0.014583339065857258
39,0.6500000000000001,0.13,0.015512203706094449
40,0.6500000000000001,0.13,0.01647609652076832
41,0.6500000000000001,0.13,0.017472803922928527
42,0.6500000000000001,0.13,0.01849952851794348
43,0.6500000000000001,0.13,0.019552855243843863
44,0.6500000000000001,0.13,0.020628726274131596
45,0.6500000000000001,0.13,0.021722426957086413
46,0.6500000000000001,0.13,0.022828585050883164
47,0.6500000000000001,0.13,0.02394118537881704
48,0.6500000000000001,0.13,0.025053601755210576
49,0.6500000000000001,0.13,0.026158647608271794
50,0.6500000000000001,0.13,0.02724864614876605
51,0.6500000000000001,0.13,0.028315520212210656
52,0.6500000000000001,0.13,0.029350901060445963
53,0.6500000000000001,0.13,0.03034625450328219
54,0.6500000000000001,0.13,0.031293021743375136
55,0.6500000000000001,0.13,0.0321827714193511
56,0.6500000000000001,0.13,0.03300735849180357
57,0.6500000000000001,0.13,0.03375908495306784
58,0.6500000000000001,0.13,0.03443085690735717
59,0.6500000000000001,0.13,0.035016332412366694
60,0.6500000000000001,0.13,0.03551005462675505
61,0.6500000000000001,0.13,0.03590756527587606
62,0.6500000000000001,0.13,0.03620549421051995
63,0.6500000000000001,0.13,0.03640162184477072
64,0.6500000000000001,0.13,0.036494912452538227
65,0.6500000000000001,0.13,0.0364855175960036
66,0.6500000000000001,0.13,0.03637475026429555
67,0.6500000000000001,0.13,0.036165031530106126
68,0.6500000000000001,0.13,0.035859812608488424
69,0.6500000000000001,0.13,0.03546347606513676
70,0.6500000000000001,0.13,0.03498122053133368
71,0.6500000000000001,0.13,0.034418933622433284
72,0.6500000000000001,0.13,0.03378305783108426
73,0.6500000000000001,0.13,0.03308045399914292
74,0.6500000000000001,0.13,0.03231826660159358
75,0.6500000000000001,0.13,0.03150379454918271
76,0.6500000000000001,0.13,0.03064437058517782
77,0.6500000000000001,0.13,0.02974725166610001
78,0.6500000000000001,0.13,0.028819522022173916
79,0.6500000000000001,0.13,0.027868009928967537
80,0.6500000000000001,0.13,0.026899218616813426
81,0.6500000000000001,0.13,0.02591927121945435
82,0.6500000000000001,0.13,0.02493386922953178
83,0.6500000000000001,0.13,0.023948263589950065
84,0.6500000000000001,0.13,0.022967237304479964
85,0.6500000000000001,0.13,0.02199509829122233
86,0.6500000000000001,0.13,0.021035681118619254
87,0.6500000000000001,0.13,0.020092356243706887
88,0.6500000000000001,0.13,0.019168045403781586
89,0.6500000000000001,0.13,0.01826524188341616
90,0.6500000000000001,0.13,0.01738603447755134
91,0.6500000000000001,0.13,0.016532134088257232
92,0.6500000000000001,0.13,0.01570490201929409
93,0.6500000000000001,0.13,0.014905379161968779
94,0.6500000000000001,0.13,0.014134315392673569
95,0.6500000000000001,0.13,0.013392198622993606
96,0.6500000000000001,0.13,0.012679283054682508
97,0.6500000000000001,0.13,0.011995616292463514
98,0.6500000000000001,0.13,0.011341065056678104
99,0.6500000000000001,0.13,0.010715339315086184
100,0.6500000000000001,0.13,0.0101180147189163
1,0.7000000000000002,0.13,0.001
2,0.7000000000000002,0.13,0.00105974
3,0.7000000000000002,0.13,0.0011297023877049148
4,0.7000000000000002,0.13,0.0012102195276812895
5,0.7000000000000002,0.13,0.0013017284302033467
6,0.7000000000000002,0.13,0.001404768820617805
7,0.7000000000000002,0.13,0.001519982116177896
8,0.7000000000000002,0.13,0.001648111168882054
9,0.7000000000000002,0.13,0.001790000633815566
10,0.7000000000000002,0.13,0.0019465978194985944
11,0.7000000000000002,0.13,0.0021189538696757522
12,0.7000000000000002,0.13,0.002308225114696825
13,0.7000000000000002,0.13,0.0025156744149770526
14,0.7000000000000002,0.13,0.0027426722988358005
15,0.7000000000000002,0.13,0.0029906976721739433
16,0.7000000000000002,0.13,0.0032613378479100603
17,0.7000000000000002,0.13,0.003556287608914498
18,0.7000000000000002,0.13,0.0038773469795913796
19,0.7000000000000002,0.13,0.0042264173387391085
20,0.7000000000000002,0.13,0.004605495460679659
21,0.7000000000000002,0.13,0.005016665024132656
22,0.7000000000000002,0.13,0.005462085080725422
23,0.7000000000000002,0.13,0.0059439749298684065
24,0.7000000000000002,0.13,0.006464594807311258
25,0.7000000000000002,0.13,0.007026221765322876
26,0.7000000000000002,0.13,0.007631120108496422
27,0.7000000000000002,0.13,0.008281505757232204
28,0.7000000000000002,0.13,0.00897950394875741
29,0.7000000000000002,0.13,0.009727099761969817
30,0.7000000000000002,0.13,0.010526081077181927
31,0.7000000000000002,0.13,0.011377973765162272
32,0.7000000000000002,0.13,0.012283969151625398
33,0.7000000000000002,0.13,0.013244844132144199
34,0.7000000000000002,0.13,0.01426087472436344
35,0.7000000000000002,0.13,0.015331744341092333
36,0.7000000000000002,0.13,0.016456448644765836
37,0.7000000000000002,0.13,0.017633199487856795
38,0.7000000000000002,0.13,0.018859331131486207
39,0.7000000000000002,0.13,0.02013121262976454
40,0.7000000000000002,0.13,0.021444170921021202
41,0.7000000000000002,0.13,0.022792429716728506
42,0.7000000000000002,0.13,0.024169069651383126
43,0.7000000000000002,0.13,0.025566015272158748
44,0.7000000000000002,0.13,0.026974054226553235
45,0.7000000000000002,0.13,0.028382893380215237
46,0.7000000000000002,0.13,0.029781255517625883
47,0.7000000000000002,0.13,0.031157018730690735
48,0.7000000000000002,0.13,0.03249739861438432
49,0.7000000000000002,0.13,0.033789171046532306
50,0.7000000000000002,0.13,0.03501893076743355
51,0.7000000000000002,0.13,0.03617337838067568
52,0.7000000000000002,0.13,0.037239625991446305
53,0.7000000000000002,0.13,0.03820550971928742
54,0.7000000000000002,0.13,0.03905989599132756
55,0.7000000000000002,0.13,0.03979296801854281
56,0.7000000000000002,0.13,0.040396479289222464
57,0.7000000000000002,0.13,0.0408639622969892
58,0.7000000000000002,0.13,0.041190882972542246
59,0.7000000000000002,0.13,0.0413747342324806
60,0.7000000000000002,0.13,0.04141506544522899
61,0.7000000000000002,0.13,0.04131344815025709
62,0.7000000000000002,0.13,0.04107338175266322
63,0.7000000000000002,0.13,0.040700145880120886
64,0.7000000000000002,0.13,0.04020060842147593
65,0.7000000000000002,0.13,0.039582999832765794
66,0.7000000000000002,0.13,0.03885666504961427
67,0.7000000000000002,0.13,0.038031804318170416
68,0.7000000000000002,0.13,0.03711921354968206
69,0.7000000000000002,0.13,0.03613003356190904
70,0.7000000000000002,0.13,0.035075515962588205
71,0.7000000000000002,0.13,0.03396681162681514
72,0.7000000000000002,0.13,0.032814785877157096
73,0.7000000000000002,0.13,0.031629862721311845
74,0.7000000000000002,0.13,0.03042189893284867
75,0.7000000000000002,0.13,0.029200087437405813
76,0.7000000000000002,0.13,0.027972888419438686
77,0.7000000000000002,0.13,0.02674798579649902
78,0.7000000000000002,0.13,0.025532266202240438
79,0.7000000000000002,0.13,0.024331817345464732
80,0.7000000000000002,0.13,0.0231519425324797
81,0.7000000000000002,0.13,0.021997188213053964
82,0.7000000000000002,0.13,0.020871381596562006
83,0.7000000000000002,0.13,0.01977767564829974
84,0.7000000000000002,0.13,0.018718599085245445
85,0.7000000000000002,0.13,0.01769610932025388
86,0.7000000000000002,0.13,0.016711646634010095
87,0.7000000000000002,0.13,0.015766188170528352
88,0.7000000000000002,0.13,0.014860300644681633
89,0.7000000000000002,0.13,0.013994190913164426
90,0.7000000000000002,0.13,0.013167753790468077
91,0.7000000000000002,0.13,0.012380616688253618
92,0.7000000000000002,0.13,0.01163218082098696
93,0.7000000000000002,0.13,0.010921658855027789
94,0.7000000000000002,0.13,0.010248108985394033
95,0.7000000000000002,0.13,0.009610465507359408
96,0.7000000000000002,0.13,0.009007566012174187
97,0.7000000000000002,0.13,0.008438175380732691
98,0.7000000000000002,0.13,0.007901006778943741
99,0.7000000000000002,0.13,0.0073947398766149
100,0.7000000000000002,0.13,0.006918036520249586
1,0.7500000000000002,0.13,0.001
2,0.7500000000000002,0.13,0.00105974
3,0.7500000000000002,0.13,0.001131388132351636
4,0.7500000000000002,0.13,0.0012155305423272118
5,0.7500000000000002,0.13,0.0013128845281534796
6,0.7500000000000002,0.13,0.0014243014936426354
7,0.7500000000000002,0.13,0.0015507708051622042
8,0.7500000000000002,0.13,0.0016934244307383246
9,0.7500000000000002,0.13,0.001853542220740442
10,0.7500000000000002,0.13,0.002032557664567747
11,0.7500000000000002,0.13,0.0022320639251321548
12,0.7500000000000002,0.13,0.002453819911716386
13,0.7500000000000002,0.13,0.0026997561009425553
14,0.7500000000000002,0.13,0.002971979754089321
15,0.7500000000000002,0.13,0.0032727791059055577
16,0.7500000000000002,0.13,0.0036046260146497863
17,0.7500000000000002,0.13,0.003970176464962694
18,0.7500000000000002,0.13,0.004372268204554107
19,0.7500000000000002,0.13,0.004813914673605418
20,0.7500000000000002,0.13,0.005298294254504382
21,0.7500000000000002,0.13,0.005828733732921832
22,0.7500000000000002,0.13,0.006408684725327025
23,0.7500000000000002,0.13,0.007041691701547196
24,0.7500000000000002,0.13,0.007731350125952942
25,0.7500000000000002,0.13,0.008481253173248752
26,0.7500000000000002,0.13,0.009294925465014037
27,0.7500000000000002,0.13,0.010175742346063082
28,0.7500000000000002,0.13,0.01112683340483401
29,0.7500000000000002,0.13,0.0121509692725004
30,0.7500000000000002,0.13,0.013250431246373786
31,0.7500000000000002,0.13,0.014426864008457193
32,0.7500000000000002,0.13,0.015681112678284155
33,0.7500000000000002,0.13,0.017013046667438938
34,0.7500000000000002,0.13,0.018421374289120926
35,0.7500000000000002,0.13,0.019903453789237493
36,0.7500000000000002,0.13,0.02145510833758133
37,0.7500000000000002,0.13,0.023070454434497345
38,0.7500000000000002,0.13,0.02474175498480077
39,0.7500000000000002,0.13,0.026459309750930794
40,0.7500000000000002,0.13,0.028211396764866108
41,0.7500000000000002,0.13,0.029984278276430024
42,0.7500000000000002,0.13,0.03176228368041475
43,0.7500000000000002,0.13,0.033527979389931906
44,0.7500000000000002,0.13,0.035262431710746424
45,0.7500000000000002,0.13,0.03694556348233777
46,0.7500000000000002,0.13,0.03855659884453896
47,0.7500000000000002,0.13,0.04007458343297702
48,0.7500000000000002,0.13,0.04147896025984621
49,0.7500000000000002,0.13,0.042750175281716624
50,0.7500000000000002,0.13,0.043870282000120615
51,0.7500000000000002,0.13,0.0448235120891298
52,0.7500000000000002,0.13,0.04559677947407279
53,0.7500000000000002,0.13,0.0461800886442821
54,0.7500000000000002,0.13,0.04656682403785864
55,0.7500000000000002,0.13,0.04675390549224379
56,0.7500000000000002,0.13,0.046741804135622685
57,0.7500000000000002,0.13,0.046534422680937666
58,0.7500000000000002,0.13,0.04613885287017022
59,0.7500000000000002,0.13,0.045565029957058405
60,0.7500000000000002,0.13,0.04482530903864107
61,0.7500000000000002,0.13,0.04393399050178343
62,0.7500000000000002,0.13,0.0429068219100303
63,0.7500000000000002,0.13,0.04176050165018035
64,0.7500000000000002,0.13,0.04051220609220452
65,0.7500000000000002,0.13,0.03917915747249846
66,0.7500000000000002,0.13,0.03777824475937338
67,0.7500000000000002,0.13,0.03632570489351088
68,0.7500000000000002,0.13,0.03483686738961439
69,0.7500000000000002,0.13,0.03332596158228945
70,0.7500000000000002,0.13,0.031805982918833506
71,0.7500000000000002,0.13,0.030288612660273568
72,0.7500000000000002,0.13,0.028784184089558643
73,0.7500000000000002,0.13,0.027301687733769113
74,0.7500000000000002,0.13,0.025848808053242998
75,0.7500000000000002,0.13,0.024431984397934127
76,0.7500000000000002,0.13,0.023056489652549222
77,0.7500000000000002,0.13,0.02172652077678114
78,0.7500000000000002,0.13,0.020445296305983667
79,0.7500000000000002,0.13,0.019215156743111205
80,0.7500000000000002,0.13,0.018037664596690144
81,0.7500000000000002,0.13,0.01691370157101663
82,0.7500000000000002,0.13,0.01584356107642182
83,0.7500000000000002,0.13,0.014827034792494528
84,0.7500000000000002,0.13,0.013863492486284481
85,0.7500000000000002,0.13,0.012951954666413763
86,0.7500000000000002,0.13,0.012091157951401347
87,0.7500000000000002,0.13,0.011279613256563284
88,0.7500000000000002,0.13,0.0105156570692151
89,0.7500000000000002,0.13,0.009797496196881514
90,0.7500000000000002,0.13,0.009123246447342038
91,0.7500000000000002,0.13,0.008490965741107847
92,0.7500000000000002,0.13,0.007898682173699158
93,0.7500000000000002,0.13,0.00734441754309891
94,0.7500000000000002,0.13,0.006826206842148589
95,0.7500000000000002,0.13,0.006342114190601633
96,0.7500000000000002,0.13,0.005890245650377693
97,0.7500000000000002,0.13,0.005468759332851494
98,0.7500000000000002,0.13,0.005075873170731052
99,0.7500000000000002,0.13,0.00470987069069204
100,0.7500000000000002,0.13,0.0043691050874878545
1,0.8000000000000003,0.13,0.001
2,0.8000000000000003,0.13,0.00105974
3,0.8000000000000003,0.13,0.0011330738769983572
4,0.8000000000000003,0.13,0.0012209289843648592
5,0.8000000000000003,0.13,0.001324404957281803
6,0.8000000000000003,0.13,0.0014447840566133565
7,0.8000000000000003,0.13,0.001583542768955571
8,0.8000000000000003,0.13,0.0017423645490919706
9,0.8000000000000003,0.13,0.001923153543115978
10,0.8000000000000003,0.13,0.002128049067550143
11,0.8000000000000003,0.13,0.00235944053890318
12,0.8000000000000003,0.13,0.002619982445921296
13,0.8000000000000003,0.13,0.002912608829696724
14,0.8000000000000003,0.13,0.0032405465810464535
15,0.8000000000000003,0.13,0.0036073266765271005
16,0.8000000000000003,0.13,0.004016792250949249
17,0.8000000000000003,0.13,0.004473102143176803
18,0.8000000000000003,0.13,0.004980728253051564
19,0.8000000000000003,0.13,0.005544444713080979
20,0.8000000000000003,0.13,0.006169306515995532
21,0.8000000000000003,0.13,0.006860614861454757
22,0.8000000000000003,0.13,0.007623866113357297
23,0.8000000000000003,0.13,0.008464680925427437
24,0.8000000000000003,0.13,0.00938870984238669
25,0.8000000000000003,0.13,0.01040151157820921
26,0.8000000000000003,0.13,0.011508400290272463
27,0.8000000000000003,0.13,0.01271425860477823
28,0.8000000000000003,0.13,0.01402331401577487
29,0.8000000000000003,0.13,0.015438877696990996
30,0.8000000000000003,0.13,0.016963046848141646
31,0.8000000000000003,0.13,0.018596374537780146
32,0.8000000000000003,0.13,0.020337514644931477
33,0.8000000000000003,0.13,0.022182853898003493
34,0.8000000000000003,0.13,0.024126147993102053
35,0.8000000000000003,0.13,0.026158184012546236
36,0.8000000000000003,0.13,0.028266496334477698
37,0.8000000000000003,0.13,0.030435167207621634
38,0.8000000000000003,0.13,0.03264474528444003
39,0.8000000000000003,0.13,0.03487231471459845
40,0.8000000000000003,0.13,0.03709174303132927
41,0.8000000000000003,0.13,0.03927412742701022
42,0.8000000000000003,0.13,0.041388446023276786
43,0.8000000000000003,0.13,0.043402404004234035
44,0.8000000000000003,0.13,0.04528344540890761
45,0.8000000000000003,0.13,0.046999882131546045
46,0.8000000000000003,0.13,0.04852207492244094
47,0.8000000000000003,0.13,0.04982358966168366
48,0.8000000000000003,0.13,0.05088224817338598
49,0.8000000000000003,0.13,0.05168099764359279
50,0.8000000000000003,0.13,0.05220853622167842
51,0.8000000000000003,0.13,0.05245965308826714
52,0.8000000000000003,0.13,0.05243526641460185
53,0.8000000000000003,0.13,0.05214216877949402
54,0.8000000000000003,0.13,0.05159251329074693
55,0.8000000000000003,0.13,0.05080309204133365
56,0.8000000000000003,0.13,0.0497944698601213
57,0.8000000000000003,0.13,0.04859004009650346
58,0.8000000000000003,0.13,0.04721506607063039
59,0.8000000000000003,0.13,0.045695763335102536
60,0.8000000000000003,0.13,0.04405846597385958
61,0.8000000000000003,0.13,0.04232890678834572
62,0.8000000000000003,0.13,0.040531628095971876
63,0.8000000000000003,0.13,0.03868952824617744
64,0.8000000000000003,0.13,0.03682353959557075
65,0.8000000000000003,0.13,0.0349524268658053
66,0.8000000000000003,0.13,0.033092690466544325
67,0.8000000000000003,0.13,0.0312585571930377
68,0.8000000000000003,0.13,0.02946204027081045
69,0.8000000000000003,0.13,0.027713051552682624
70,0.8000000000000003,0.13,0.026019550339414173
71,0.8000000000000003,0.13,0.02438771542433875
72,0.8000000000000003,0.13,0.022822129265033526
73,0.8000000000000003,0.13,0.02132596545288666
74,0.8000000000000003,0.13,0.01990117274773369
75,0.8000000000000003,0.13,0.018548650791438383
76,0.8000000000000003,0.13,0.017268414177600475
77,0.8000000000000003,0.13,0.016059742831863677
78,0.8000000000000003,0.13,0.01492131766609066
79,0.8000000000000003,0.13,0.013851341239003848
80,0.8000000000000003,0.13,0.012847643720006635
81,0.8000000000000003,0.13,0.0119077748469276
82,0.8000000000000003,0.13,0.011029082825644914
83,0.8000000000000003,0.13,0.01020878126982281
84,0.8000000000000003,0.13,0.009444005348095561
85,0.8000000000000003,0.13,0.008731858315492481
86,0.8000000000000003,0.13,0.008069449573202436
87,0.8000000000000003,0.13,0.0074539253397911814
88,0.8000000000000003,0.13,0.006882492938432495
89,0.8000000000000003,0.13,0.0063524396166860005
90,0.8000000000000003,0.13,0.00586114672378928
91,0.8000000000000003,0.13,0.00540609997955032
92,0.8000000000000003,0.13,0.004984896481603728
93,0.8000000000000003,0.13,0.0045952490158758606
94,0.8000000000000003,0.13,0.0042349881596620885
95,0.8000000000000003,0.13,0.0039020625982598223
96,0.8000000000000003,0.13,0.0035945380147261157
97,0.8000000000000003,0.13,0.0033105948578637315
98,0.8000000000000003,0.13,0.0030485252456279492
99,0.8000000000000003,0.13,0.0028067292193215197
100,0.8000000000000003,0.13,0.0025837105276824814
1,0.8500000000000003,0.13,0.001
2,0.8500000000000003,0.13,0.00105974
3,0.8500000000000003,0.13,0.0011347596216450785
4,0.8500000000000003,0.13,0.0012264148515769
5,0.8500000000000003,0.13,0.0013362964893254233
6,0.8500000000000003,0.13,0.0014662517767078567
7,0.8500000000000003,0.13,0.001618408277696237
8,0.8500000000000003,0.13,0.0017951999182522994
9,0.8500000000000003,0.13,0.0019993949973197596
10,0.8500000000000003,0.13,0.0022341258468683432
11,0.8500000000000003,0.13,0.0025029196419145104
12,0.8500000000000003,0.13,0.0028097296307279668
13,0.8500000000000003,0.13,0.0031589657596272198
14,0.8500000000000003,0.13,0.0035555232936010745
15,0.8500000000000003,0.13,0.0040048075709602
16,0.8500000000000003,0.13,0.004512752465785534
17,0.8500000000000003,0.13,0.005085829457448565
18,0.8500000000000003,0.13,0.005731043419061566
19,0.8500000000000003,0.13,0.006455910343420547
20,0.8500000000000003,0.13,0.00726841124845659
21,0.8500000000000003,0.13,0.008176915489997022
22,0.8500000000000003,0.13,0.009190065735394597
23,0.8500000000000003,0.13,0.010316616037421312
24,0.8500000000000003,0.13,0.011565213967030887
25,0.8500000000000003,0.13,0.012944117851579267
26,0.8500000000000003,0.13,0.014460841123162808
27,0.8500000000000003,0.13,0.016121717970608164
28,0.8500000000000003,0.13,0.01793138830489773
29,0.8500000000000003,0.13,0.01989220587524814
30,0.8500000000000003,0.13,0.022003581501458036
31,0.8500000000000003,0.13,0.024261283895154712
32,0.8500000000000003,0.13,0.026656733142673077
33,0.8500000000000003,0.13,0.02917633580080099
34,0.8500000000000003,0.13,0.03180092422650064
35,0.8500000000000003,0.13,0.034505374003286876
36,0.8500000000000003,0.13,0.03725847928688679
37,0.8500000000000003,0.13,0.04002316341710268
38,0.8500000000000003,0.13,0.04275708838292006
39,0.8500000000000003,0.13,0.045413699981050715
40,0.8500000000000003,0.13,0.04794370613702619
41,0.8500000000000003,0.13,0.050296937015436825
42,0.8500000000000003,0.13,0.052424483362274864
43,0.8500000000000003,0.13,0.05428096246760257
44,0.8500000000000003,0.13,0.05582672847963961
45,0.8500000000000003,0.13,0.05702983342149112
46,0.8500000000000003,0.13,0.05786756140790954
47,0.8500000000000003,0.13,0.05832740031411103
48,0.8500000000000003,0.13,0.05840737622590868
49,0.8500000000000003,0.13,0.0581157460739934
50,0.8500000000000003,0.13,0.057470111048448146
51,0.8500000000000003,0.13,0.056496067122876456
52,0.8500000000000003,0.13,0.05522554230342623
53,0.8500000000000003,0.13,0.05369498076072851
54,0.8500000000000003,0.13,0.05194352394565041
55,0.8500000000000003,0.13,0.05001131342512552
56,0.8500000000000003,0.13,0.04793800619456523
57,0.8500000000000003,0.13,0.04576155709026038
58,0.8500000000000003,0.13,0.04351728973989498
59,0.8500000000000003,0.13,0.04123725048625837
60,0.8500000000000003,0.13,0.03894982029735129
61,0.8500000000000003,0.13,0.036679547771866265
62,0.8500000000000003,0.13,0.03444716094564056
63,0.8500000000000003,0.13,0.03226971521993066
64,0.8500000000000003,0.13,0.030160837798313907
65,0.8500000000000003,0.13,0.028131034126520224
66,0.8500000000000003,0.13,0.02618802785039836
67,0.8500000000000003,0.13,0.024337111925814774
68,0.8500000000000003,0.13,0.022581494202085887
69,0.8500000000000003,0.13,0.0209226257632876
70,0.8500000000000003,0.13,0.019360504428778128
71,0.8500000000000003,0.13,0.017893949082155282
72,0.8500000000000003,0.13,0.016520842984471713
73,0.8500000000000003,0.13,0.015238346037265423
74,0.8500000000000003,0.13,0.014043077210943007
75,0.8500000000000003,0.13,0.012931269158964788
76,0.8500000000000003,0.13,0.011898897501834173
77,0.8500000000000003,0.13,0.010941787475871935
78,0.8500000000000003,0.13,0.010055700673048614
79,0.8500000000000003,0.13,0.009236404507547678
80,0.8500000000000003,0.13,0.008479726876657115
81,0.8500000000000003,0.13,0.007781598271165701
82,0.8500000000000003,0.13,0.0071380833576152065
83,0.8500000000000003,0.13,0.0065454038182273236
84,0.8500000000000003,0.13,0.005999954005214833
85,0.8500000000000003,0.13,0.005498310751465833
86,0.8500000000000003,0.13,0.005037238483184944
87,0.8500000000000003,0.13,0.004613690603760485
88,0.8500000000000003,0.13,0.004224807962200422
89,0.8500000000000003,0.13,0.003867915083273786
90,0.8500000000000003,0.13,0.003540514718744789
91,0.8500000000000003,0.13,0.0032402811782022783
92,0.8500000000000003,0.13,0.002965052812233639
93,0.8500000000000003,0.13,0.002712823948319177
