day,variable_0,variable_1,prop_infected
92,0.6000000000000001,0.1,0.001925605064404162
93,0.6000000000000001,0.1,0.001932307736319177
94,0.6000000000000001,0.1,0.0019388140944606534
95,0.6000000000000001,0.1,0.0019451213522439642
96,0.6000000000000001,0.1,0.0019512267990978707
97,0.6000000000000001,0.1,0.0019571278029157442
98,0.6000000000000001,0.1,0.001962821812447918
99,0.6000000000000001,0.1,0.0019683063596314665
100,0.6000000000000001,0.1,0.001973579061853784
1,0.6500000000000001,0.1,0.001
2,0.6500000000000001,0.1,0.0009998000000000001
3,0.6500000000000001,0.1,0.0010025429053888
4,0.6500000000000001,0.1,0.0010078033557751119
5,0.6500000000000001,0.1,0.0010152237078019806
6,0.6500000000000001,0.1,0.0010245032684904672
7,0.6500000000000001,0.1,0.0010353892343277105
8,0.6500000000000001,0.1,0.0010476690662527283
9,0.6500000000000001,0.1,0.0010611640732219893
10,0.6500000000000001,0.1,0.0010757240129089301
11,0.6500000000000001,0.1,0.001091222548335628
12,0.6500000000000001,0.1,0.0011075534247243087
13,0.6500000000000001,0.1,0.0011246272523320155
14,0.6500000000000001,0.1,0.0011423687991209141
15,0.6500000000000001,0.1,0.0011607147123500181
16,0.6500000000000001,0.1,0.0011796116010001035
17,0.6500000000000001,0.1,0.0011990144217409813
18,0.6500000000000001,0.1,0.0012188851202387906
19,0.6500000000000001,0.1,0.0012391914872501757
20,0.6500000000000001,0.1,0.0012599061953874864
21,0.6500000000000001,0.1,0.0012810059878560639
22,0.6500000000000001,0.1,0.0013024709950227179
23,0.6500000000000001,0.1,0.0013242841585096154
24,0.6500000000000001,0.1,0.0013464307457345143
25,0.6500000000000001,0.1,0.0013688979405330301
26,0.6500000000000001,0.1,0.0013916744977825412
27,0.6500000000000001,0.1,0.0014147504518687954
28,0.6500000000000001,0.1,0.001438116870452747
29,0.6500000000000001,0.1,0.0014617656463550303
30,0.6500000000000001,0.1,0.0014856893215194997
31,0.6500000000000001,0.1,0.0015098809379796752
32,0.6500000000000001,0.1,0.0015343339115615764
33,0.6500000000000001,0.1,0.0015590419247375577
34,0.6500000000000001,0.1,0.0015839988356187704
35,0.6500000000000001,0.1,0.00160919860055594
36,0.6500000000000001,0.1,0.0016346352082237188
37,0.6500000000000001,0.1,0.0016603026234050652
38,0.6500000000000001,0.1,0.0016861947389791739
39,0.6500000000000001,0.1,0.001712305334857984
40,0.6500000000000001,0.1,0.0017386280428194878
41,0.6500000000000001,0.1,0.0017651563163570238
42,0.6500000000000001,0.1,0.0017918834048075533
43,0.6500000000000001,0.1,0.0018188023311429286
44,0.6500000000000001,0.1,0.0018459058729099476
45,0.6500000000000001,0.1,0.001873186545890609
46,0.6500000000000001,0.1,0.0019006365901259902
47,0.6500000000000001,0.1,0.001928247958007714
48,0.6500000000000001,0.1,0.001956012304191861
49,0.6500000000000001,0.1,0.0019839209771329368
50,0.6500000000000001,0.1,0.0020119650120713943
51,0.6500000000000001,0.1,0.002040135125338334
52,0.6500000000000001,0.1,0.0020684217098662183
53,0.6500000000000001,0.1,0.002096814831815551
54,0.6500000000000001,0.1,0.002125304228245093
55,0.6500000000000001,0.1,0.002153879305767845
56,0.6500000000000001,0.1,0.0021825291401472045
57,0.6500000000000001,0.1,0.0022112424767977467
58,0.6500000000000001,0.1,0.002240007732163326
59,0.6500000000000001,0.1,0.002268812995951882
60,0.6500000000000001,0.1,0.002297646034211757
61,0.6500000000000001,0.1,0.0023264942932385694
62,0.6500000000000001,0.1,0.0023553449043050142
63,0.6500000000000001,0.1,0.002384184689208429
64,0.6500000000000001,0.1,0.0024130001666327235
65,0.6500000000000001,0.1,0.0024417775593224057
66,0.6500000000000001,0.1,0.002470502802067044
67,0.6500000000000001,0.1,0.0024991615504946227
68,0.6500000000000001,0.1,0.0025277391906719676
69,0.6500000000000001,0.1,0.002556220849509781
70,0.6500000000000001,0.1,0.002584591405968846
71,0.6500000000000001,0.1,0.00261283550306274
72,0.6500000000000001,0.1,0.002640937560650893
73,0.6500000000000001,0.1,0.0026688817890141445
74,0.6500000000000001,0.1,0.0026966522032030385
75,0.6500000000000001,0.1,0.002724232638147075
76,0.6500000000000001,0.1,0.002751606764510907
77,0.6500000000000001,0.1,0.002778758105281191
78,0.6500000000000001,0.1,0.002805670053065361
79,0.6500000000000001,0.1,0.0028323258880811127
80,0.6500000000000001,0.1,0.00285870879681282
81,0.6500000000000001,0.1,0.002884801891308508
82,0.6500000000000001,0.1,0.00291058822908838
83,0.6500000000000001,0.1,0.002936050833633242
84,0.6500000000000001,0.1,0.0029611727154185514
85,0.6500000000000001,0.1,0.0029859368934572043
86,0.6500000000000001,0.1,0.0030103264173116026
87,0.6500000000000001,0.1,0.0030343243895330375
88,0.6500000000000001,0.1,0.0030579139884839937
89,0.6500000000000001,0.1,0.0030810784914966248
90,0.6500000000000001,0.1,0.0031038012983184236
91,0.6500000000000001,0.1,0.003126065954793979
92,0.6500000000000001,0.1,0.00314785617672975
93,0.6500000000000001,0.1,0.003169155873886941
94,0.6500000000000001,0.1,0.003189949174045917
95,0.6500000000000001,0.1,0.003210220447084101
96,0.6500000000000001,0.1,0.003229954329008016
97,0.6500000000000001,0.1,0.0032491357458790467
98,0.6500000000000001,0.1,0.003267749937571613
99,0.6500000000000001,0.1,0.003285782481301819
100,0.6500000000000001,0.1,0.003303219314864208
1,0.7000000000000002,0.1,0.001
2,0.7000000000000002,0.1,0.0009998000000000001
3,0.7000000000000002,0.1,0.0010035405071884
4,0.7000000000000002,0.1,0.0010107339910154767
5,0.7000000000000002,0.1,0.0010209661329287658
6,0.7000000000000002,0.1,0.0010338850579865015
7,0.7000000000000002,0.1,0.0010491921425184222
8,0.7000000000000002,0.1,0.0010666341673417634
9,0.7000000000000002,0.1,0.0010859966195177122
10,0.7000000000000002,0.1,0.0011070979743039193
11,0.7000000000000002,0.1,0.0011297848134968697
12,0.7000000000000002,0.1,0.0011539276573485574
13,0.7000000000000002,0.1,0.0011794174051898837
14,0.7000000000000002,0.1,0.0012061622952338326
15,0.7000000000000002,0.1,0.0012340853071393832
16,0.7000000000000002,0.1,0.001263121942114292
17,0.7000000000000002,0.1,0.001293218324897741
18,0.7000000000000002,0.1,0.0013243295801294156
19,0.7000000000000002,0.1,0.0013564184425829942
20,0.7000000000000002,0.1,0.0013894540666932148
21,0.7000000000000002,0.1,0.0014234110058854777
22,0.7000000000000002,0.1,0.0014582683365526466
23,0.7000000000000002,0.1,0.001494008905224184
24,0.7000000000000002,0.1,0.0015306186806310065
25,0.7000000000000002,0.1,0.0015680861950649629
26,0.7000000000000002,0.1,0.0016064020617325113
27,0.7000000000000002,0.1,0.0016455585567659529
28,0.7000000000000002,0.1,0.001685549256232007
29,0.7000000000000002,0.1,0.0017263687199087947
30,0.7000000000000002,0.1,0.001768012214824524
31,0.7000000000000002,0.1,0.0018104754725951173
32,0.7000000000000002,0.1,0.0018537544754899326
33,0.7000000000000002,0.1,0.0018978452669170234
34,0.7000000000000002,0.1,0.0019427437826711625
35,0.7000000000000002,0.1,0.001988445699845422
36,0.7000000000000002,0.1,0.002034946300784354
37,0.7000000000000002,0.1,0.002082240349865612
38,0.7000000000000002,0.1,0.0021303219812472624
39,0.7000000000000002,0.1,0.0021791845960187294
40,0.7000000000000002,0.1,0.0022288207674515293
41,0.7000000000000002,0.1,0.0022792221532680216
42,0.7000000000000002,0.1,0.002330379414037577
43,0.7000000000000002,0.1,0.002382282136974386
44,0.7000000000000002,0.1,0.0024349187645534196
45,0.7000000000000002,0.1,0.0024882765274840827
46,0.7000000000000002,0.1,0.002542341381687619
47,0.7000000000000002,0.1,0.0025970979490166656
48,0.7000000000000002,0.1,0.002652529461535492
49,0.7000000000000002,0.1,0.0027086177092490492
50,0.7000000000000002,0.1,0.002765342991229409
51,0.7000000000000002,0.1,0.0028226840701406205
52,0.7000000000000002,0.1,0.0028806181302084826
53,0.7000000000000002,0.1,0.0029391207387209723
54,0.7000000000000002,0.1,0.002998165811178791
55,0.7000000000000002,0.1,0.0030577255802442076
56,0.7000000000000002,0.1,0.003117770568660562
57,0.7000000000000002,0.1,0.003178269566334749
58,0.7000000000000002,0.1,0.003239189611791074
59,0.7000000000000002,0.1,0.0033004959782172317
60,0.7000000000000002,0.1,0.0033621521643319953
61,0.7000000000000002,0.1,0.0034241198903096357
62,0.7000000000000002,0.1,0.003486359098998243
63,0.7000000000000002,0.1,0.003548827962668008
64,0.7000000000000002,0.1,0.003611482895521281
65,0.7000000000000002,0.1,0.003674278572188788
66,0.7000000000000002,0.1,0.0037371679524259007
67,0.7000000000000002,0.1,0.0038001023122092624
68,0.7000000000000002,0.1,0.0038630312814174925
69,0.7000000000000002,0.1,0.00392590288826006
70,0.7000000000000002,0.1,0.0039886636105959375
71,0.7000000000000002,0.1,0.004051258434258231
72,0.7000000000000002,0.1,0.004113630918472864
73,0.7000000000000002,0.1,0.004175723268428571
74,0.7000000000000002,0.1,0.004237476415022151
75,0.7000000000000002,0.1,0.004298830101767236
76,0.7000000000000002,0.1,0.004359722978816987
77,0.7000000000000002,0.1,0.004420092704011312
78,0.7000000000000002,0.1,0.00447987605081769
79,0.7000000000000002,0.1,0.004539009022991697
80,0.7000000000000002,0.1,0.0045974269757392446
81,0.7000000000000002,0.1,0.0046550647431176165
82,0.7000000000000002,0.1,0.004711856771366987
83,0.7000000000000002,0.1,0.004767737257818653
84,0.7000000000000002,0.1,0.004822640294981013
85,0.7000000000000002,0.1,0.004876500019359907
86,0.7000000000000002,0.1,0.004929250764526568
87,0.7000000000000002,0.1,0.00498082721790475
88,0.7000000000000002,0.1,0.005031164580708795
89,0.7000000000000002,0.1,0.005080198730427185
90,0.7000000000000002,0.1,0.005127866385211653
91,0.7000000000000002,0.1,0.005174105269500852
92,0.7000000000000002,0.1,0.005218854280180112
93,0.7000000000000002,0.1,0.005262053652555528
94,0.7000000000000002,0.1,0.005303645125401623
95,0.7000000000000002,0.1,0.005343572104327695
96,0.7000000000000002,0.1,0.0053817798226987535
97,0.7000000000000002,0.1,0.005418215499343026
98,0.7000000000000002,0.1,0.0054528284922795225
99,0.7000000000000002,0.1,0.005485570447706194
100,0.7000000000000002,0.1,0.005516395443501908
1,0.7500000000000002,0.1,0.001
2,0.7500000000000002,0.1,0.0009998000000000001
3,0.7500000000000002,0.1,0.0010045381089880002
4,0.7500000000000002,0.1,0.0010137044433975988
5,0.7500000000000002,0.1,0.0010268632561265551
6,0.7500000000000002,0.1,0.001043642894248493
7,0.7500000000000002,0.1,0.0010637271155105672
8,0.7500000000000002,0.1,0.0010868475793213467
9,0.7500000000000002,0.1,0.001112777352573356
10,0.7500000000000002,0.1,0.001141325292044249
11,0.7500000000000002,0.1,0.0011723311836901904
12,0.7500000000000002,0.1,0.0012056615352475193
13,0.7500000000000002,0.1,0.0012412059325134673
14,0.7500000000000002,0.1,0.0012788738817639475
15,0.7500000000000002,0.1,0.001318592071231604
16,0.7500000000000002,0.1,0.001360301993624892
17,0.7500000000000002,0.1,0.0014039578795060235
18,0.7500000000000002,0.1,0.001449524898125134
19,0.7500000000000002,0.1,0.001496977588171787
20,0.7500000000000002,0.1,0.0015462984859762254
21,0.7500000000000002,0.1,0.001597476923078597
22,0.7500000000000002,0.1,0.001650507968877683
23,0.7500000000000002,0.1,0.0017053914973520021
24,0.7500000000000002,0.1,0.001762131359685443
25,0.7500000000000002,0.1,0.0018207346470873434
26,0.7500000000000002,0.1,0.001881211030225674
27,0.7500000000000002,0.1,0.001943572163537157
28,0.7500000000000002,0.1,0.0020078311442791224
29,0.7500000000000002,0.1,0.002074002017578792
30,0.7500000000000002,0.1,0.0021420993199459983
31,0.7500000000000002,0.1,0.0022121376547706672
32,0.7500000000000002,0.1,0.0022841312942488397
33,0.7500000000000002,0.1,0.0023580938029897467
34,0.7500000000000002,0.1,0.0024340376792680147
35,0.7500000000000002,0.1,0.002511974010513814
36,0.7500000000000002,0.1,0.0025919121401920078
37,0.7500000000000002,0.1,0.002673859343719773
38,0.7500000000000002,0.1,0.0027578205115199286
39,0.7500000000000002,0.1,0.0028437978377121183
40,0.7500000000000002,0.1,0.002931790513312855
41,0.7500000000000002,0.1,0.003021794423153833
42,0.7500000000000002,0.1,0.003113801846040691
43,0.7500000000000002,0.1,0.0032078011579655397
44,0.7500000000000002,0.1,0.0033037765384592624
45,0.7500000000000002,0.1,0.003401707680426507
46,0.7500000000000002,0.1,0.0035015695040493387
47,0.7500000000000002,0.1,0.0036033318755762235
48,0.7500000000000002,0.1,0.003706959332032256
49,0.7500000000000002,0.1,0.003812410813094816
50,0.7500000000000002,0.1,0.003919639401576196
51,0.7500000000000002,0.1,0.004028592074140789
52,0.7500000000000002,0.1,0.004139209464058456
53,0.7500000000000002,0.1,0.004251425637956611
54,0.7500000000000002,0.1,0.004365167888680025
55,0.7500000000000002,0.1,0.004480356546497659
56,0.7500000000000002,0.1,0.004596904811008101
57,0.7500000000000002,0.1,0.004714718606187386
58,0.7500000000000002,0.1,0.004833696461092772
59,0.7500000000000002,0.1,0.004953729418781114
60,0.7500000000000002,0.1,0.0050747009760185756
61,0.7500000000000002,0.1,0.005196487056346815
62,0.7500000000000002,0.1,0.00531895601902762
63,0.7500000000000002,0.1,0.005441968706310641
64,0.7500000000000002,0.1,0.005565378531355743
65,0.7500000000000002,0.1,0.005689031608990731
66,0.7500000000000002,0.1,0.005812766931295527
67,0.7500000000000002,0.1,0.005936416589774479
68,0.7500000000000002,0.1,0.006059806045608911
69,0.7500000000000002,0.1,0.006182754449172623
70,0.7500000000000002,0.1,0.006305075009644591
71,0.7500000000000002,0.1,0.006426575415167257
72,0.7500000000000002,0.1,0.006547058303577849
73,0.7500000000000002,0.1,0.006666321783287189
74,0.7500000000000002,0.1,0.006784160003399429
75,0.7500000000000002,0.1,0.006900363771661724
76,0.7500000000000002,0.1,0.00701472121831052
77,0.7500000000000002,0.1,0.007127018503347103
78,0.7500000000000002,0.1,0.007237040564236209
79,0.7500000000000002,0.1,0.007344571900485316
80,0.7500000000000002,0.1,0.007449397391036636
81,0.7500000000000002,0.1,0.007551303139897161
82,0.7500000000000002,0.1,0.007650077344952844
83,0.7500000000000002,0.1,0.007745511184469729
84,0.7500000000000002,0.1,0.007837399715385971
85,0.7500000000000002,0.1,0.007925542777152354
86,0.7500000000000002,0.1,0.008009745894592697
87,0.7500000000000002,0.1,0.008089821173036449
88,0.7500000000000002,0.1,0.008165588178829758
89,0.7500000000000002,0.1,0.008236874798263493
90,0.7500000000000002,0.1,0.008303518067970781
91,0.7500000000000002,0.1,0.008365364969945322
92,0.7500000000000002,0.1,0.008422273184515838
93,0.7500000000000002,0.1,0.008474111794881396
94,0.7500000000000002,0.1,0.008520761937164771
95,0.7500000000000002,0.1,0.00856211739037324
96,0.7500000000000002,0.1,0.008598085101163042
97,0.7500000000000002,0.1,0.008628585638878899
98,0.7500000000000002,0.1,0.008653553576975719
99,0.7500000000000002,0.1,0.00867293779761698
100,0.7500000000000002,0.1,0.008686701716973525
1,0.8000000000000003,0.1,0.001
2,0.8000000000000003,0.1,0.0009998000000000001
3,0.8000000000000003,0.1,0.0010055357107876001
4,0.8000000000000003,0.1,0.0010167147123241918
5,0.8000000000000003,0.1,0.0010329174544764857
6,0.8000000000000003,0.1,0.00105378831259713
7,0.8000000000000003,0.1,0.0010790277669364052
8,0.8000000000000003,0.1,0.0011083855633766478
