alpha,beta,total_ord_inf,total_mis_inf,total
0.6000000000000001,0.15999999999999998,0.16567388261902677,0.3798303155690589,0.5455041981880857
0.6500000000000001,0.15999999999999998,0.15950188290208103,0.3882398884432895,0.5477417713453705
0.7000000000000002,0.15999999999999998,0.15165023391129265,0.39651285754904003,0.5481630914603327
0.7500000000000002,0.15999999999999998,0.14172242199466353,0.4046933040882874,0.546415726082951
0.8000000000000003,0.15999999999999998,0.1290951677012243,0.412821258328871,0.5419164260300953
0.8500000000000003,0.15999999999999998,0.11272138713528347,0.42093469533202,0.5336560824673034
0.9000000000000004,0.15999999999999998,0.09064733523951979,0.4290799619928981,0.5197272972324178
0.9500000000000004,0.15999999999999998,0.058506988975675016,0.4373438101525328,0.49585079912820784
1.0000000000000004,0.15999999999999998,0.002430676402786307,0.4459857864621805,0.44841646286496684
0.5,0.16999999999999998,0.19663306548114576,0.38974784124184164,0.5863809067229874
0.55,0.16999999999999998,0.19196635993716418,0.39632091748262516,0.5882872774197894
0.6000000000000001,0.16999999999999998,0.18623055343081638,0.4028625616487168,0.5890931150795332
0.6500000000000001,0.16999999999999998,0.1792132426074321,0.4093835689716424,0.5885968115790745
0.7000000000000002,0.16999999999999998,0.17061561345335421,0.4158967741367908,0.586512387590145
0.7500000000000002,0.16999999999999998,0.15999676813913338,0.4224160261679474,0.5824127943070807
0.8000000000000003,0.16999999999999998,0.14666685065142585,0.42895650727892864,0.5756233579303545
0.8500000000000003,0.16999999999999998,0.12945342285930175,0.4355375621237108,0.5649909849830126
0.9000000000000004,0.16999999999999998,0.10608975896272048,0.44219162375074533,0.5482813827134658
0.9500000000000004,0.16999999999999998,0.0710935429836085,0.44899461460035556,0.5200881575839641
1.0000000000000004,0.16999999999999998,0.0031193713571780394,0.45622637391858184,0.4593457452757599
0.5,0.17999999999999997,0.21665504030392185,0.41074730887425925,0.627402349178181
0.55,0.17999999999999997,0.2114073891893842,0.41588967916573116,0.6272970683551153
0.6000000000000001,0.17999999999999997,0.20517259518034173,0.4210571790453942,0.6262297742257359
0.6500000000000001,0.17999999999999997,0.1977301564558192,0.4262515544421213,0.6239817108979405
0.7000000000000002,0.17999999999999997,0.18876982095498743,0.43147643717945233,0.6202462581344398
0.7500000000000002,0.17999999999999997,0.17783338265944112,0.43673759075785196,0.614570973417293
0.8000000000000003,0.17999999999999997,0.16419942198849202,0.44204370591521686,0.6062431279037088
0.8500000000000003,0.17999999999999997,0.14662235834466925,0.4474086851705931,0.5940310435152624
0.9000000000000004,0.17999999999999997,0.12261321703258603,0.45285872601266025,0.5754719430452463
0.9500000000000004,0.17999999999999997,0.08569392371480268,0.458459241891549,0.5441531656063517
1.0000000000000004,0.17999999999999997,0.00421376735421897,0.46449397517513863,0.4687077425293576
0.5,0.18999999999999995,0.2348069243327443,0.42740179454958493,0.6622087188823292
0.55,0.18999999999999995,0.22928772434227104,0.4315231688789963,0.6608108932212673
0.6000000000000001,0.18999999999999995,0.2228377500624217,0.4356806260899307,0.6585183761523524
0.6500000000000001,0.18999999999999995,0.21523822066123496,0.4398743405187394,0.6551125611799744
0.7000000000000002,0.18999999999999995,0.20618047775368614,0.4441064419072543,0.6502869196609404
0.7500000000000002,0.18999999999999995,0.19520705222962512,0.44838143901734956,0.6435884912469747
0.8000000000000003,0.18999999999999995,0.18159310193933473,0.45270686190882314,0.6342999638481579
0.8500000000000003,0.18999999999999995,0.1640719151716387,0.4570948465600409,0.6211667617316796
0.9000000000000004,0.18999999999999995,0.1400487537557675,0.4615673805504923,0.6016161343062598
0.9500000000000004,0.18999999999999995,0.10234485634403777,0.46617819724174553,0.5685230535857833
1.0000000000000004,0.18999999999999995,0.006043497486696266,0.4711954167664857,0.47723891425318193
0.5,0.19999999999999996,0.2514873402907329,0.4408211572798032,0.692308497570536
0.55,0.19999999999999996,0.24588544715908825,0.44416326818666413,0.6900487153457524
0.6000000000000001,0.19999999999999996,0.23940348308644874,0.44753863588533777,0.6869421189717865
0.6500000000000001,0.19999999999999996,0.2318301426970414,0.4509480098796052,0.6827781525766466
0.7000000000000002,0.19999999999999996,0.22286673032650883,0.45439405050137655,0.6772607808278854
0.7500000000000002,0.19999999999999996,0.21206965208425166,0.4578816864610384,0.66995133854529
0.8000000000000003,0.19999999999999996,0.19873392686641206,0.4614185162443471,0.6601524431107592
0.8500000000000003,0.19999999999999996,0.18162017500807848,0.4650157820141561,0.6466359570222346
0.9000000000000004,0.19999999999999996,0.15815290781399988,0.46869198937371165,0.6268448971877115
0.9500000000000004,0.19999999999999996,0.12088427990615654,0.4724893159690574,0.593373595875214
1.0000000000000004,0.19999999999999996,0.009233779697769619,0.4766435733891986,0.4858773530869682
0.5,0.20999999999999996,0.2669273873083203,0.45172273751507513,0.7186501248233954
0.55,0.20999999999999996,0.26136709864471575,0.4544482965609874,0.7158153952057031
0.6000000000000001,0.20999999999999996,0.2549782705085407,0.45720118861681747,0.7121794591253582
0.6500000000000001,0.20999999999999996,0.24756067413076094,0.4599830549960501,0.707543729126811
0.7000000000000002,0.20999999999999996,0.23883125375296405,0.4627973317258963,0.7016285854788604
0.7500000000000002,0.20999999999999996,0.22836992606985357,0.46564950471770683,0.6940194307875605
0.8000000000000003,0.20999999999999996,0.21550980310656,0.46854730167563546,0.6840571047821955
0.8500000000000003,0.20999999999999996,0.19907912247891726,0.4715011914052417,0.670580313884159
0.9000000000000004,0.20999999999999996,0.17663452078916964,0.47452670217628706,0.6511612229654566
0.9500000000000004,0.20999999999999996,0.14093430335154494,0.47765589635467837,0.6185901997062233
1.0000000000000004,0.20999999999999996,0.01493689720465878,0.4810821210830742,0.496019018287733
0.5,0.21999999999999995,0.281280842207707,0.46061834102438065,0.7418991832320876
0.55,0.21999999999999995,0.27584743935047173,0.462846860761216,0.7386943001116877
0.6000000000000001,0.21999999999999995,0.269639119890851,0.4650969782522648,0.7347360981431158
0.6500000000000001,0.21999999999999995,0.2624689998893681,0.46737103632556337,0.7298400362149315
0.7000000000000002,0.21999999999999995,0.2540734130553355,0.46967302788276116,0.7237464409380967
0.7500000000000002,0.21999999999999995,0.24406238708609293,0.47200876008650466,0.7160711471725976
0.8000000000000003,0.21999999999999995,0.2318199405836041,0.4743858857890281,0.7062058263726322
0.8500000000000003,0.21999999999999995,0.2162709054807107,0.476814053731,0.6930849592117108
0.9000000000000004,0.21999999999999995,0.19518884326560954,0.4793062558844534,0.6744950991500629
0.9500000000000004,0.21999999999999995,0.16194792797193627,0.48188642429292317,0.6438343522648594
1.0000000000000004,0.21999999999999995,0.025113017486570747,0.4847028756859528,0.5098158931725236
0.5,0.22999999999999993,0.2946619956192703,0.4678950264400611,0.7625570220593314
0.55,0.22999999999999993,0.2894145528147469,0.46971883632335526,0.7591333891381021
0.6000000000000001,0.22999999999999993,0.2834473198194652,0.4715595151569296,0.7550068349763948
0.6500000000000001,0.22999999999999993,0.27658805211584203,0.47341983914369296,0.7500078912595349
0.7000000000000002,0.22999999999999993,0.26859466603646537,0.4753040828117465,0.7438987488482118
0.7500000000000002,0.22999999999999993,0.2591111978412401,0.47721811081102666,0.7363293086522668
0.8000000000000003,0.22999999999999993,0.24758011357864498,0.4791692914838194,0.7267494050624644
0.8500000000000003,0.22999999999999993,0.23303973978190812,0.48116639676401,0.7142061365459181
0.9000000000000004,0.22999999999999993,0.21353039944543484,0.4832202522297184,0.6967506516751533
0.9500000000000004,0.22999999999999993,0.18330897049106507,0.4853485383455865,0.6686575088366515
1.0000000000000004,0.22999999999999993,0.042552046688773236,0.4876582308522408,0.530210277541014
0.5,0.23999999999999994,0.3071622617932116,0.4738552103483602,0.7810174721415718
0.55,0.23999999999999994,0.3021409561712556,0.4753476789704982,0.7774886351417538
0.6000000000000001,0.23999999999999994,0.29645537695131097,0.47685333577510924,0.7733087127264202
0.6500000000000001,0.23999999999999994,0.2899484505215855,0.4783751631114298,0.7683236136330154
0.7000000000000002,0.23999999999999994,0.2824005952235254,0.4799174926742974,0.7623180878978228
0.7500000000000002,0.23999999999999994,0.2734914615772738,0.48148604149043467,0.7549775030677084
0.8000000000000003,0.23999999999999994,0.26272490802929355,0.4830877406626493,0.7458126486919429
0.8500000000000003,0.23999999999999994,0.24925883121826076,0.48473045835972156,0.7339892895779823
0.9000000000000004,0.23999999999999994,0.23141711423484101,0.4864231568935434,0.7178402711283844
0.9500000000000004,0.23999999999999994,0.20444331897684806,0.4881787662089381,0.6926220851857862
1.0000000000000004,0.23999999999999994,0.06987540245294167,0.4900702410047817,0.5599456434577234
0.5,0.24999999999999994,0.31885809183833874,0.4787396634300261,0.7975977552683648
0.55,0.24999999999999994,0.31408892722259685,0.4799600416148477,0.7940489688374446
0.6000000000000001,0.24999999999999994,0.3087102663902114,0.48119080791403207,0.7899010743042434
0.6500000000000001,0.24999999999999994,0.30258014237429653,0.4824349847592632,0.7850151271335597
0.7000000000000002,0.24999999999999994,0.2955013919399464,0.4836968024762471,0.7791981944161934
0.7500000000000002,0.24999999999999994,0.28718907726302384,0.4849816928845063,0.7721707701475302
0.8000000000000003,0.24999999999999994,0.27720778750726216,0.4862960585262941,0.7635038460335563
0.8500000000000003,0.24999999999999994,0.2648326609941787,0.48764687330521445,0.7524795342993931
0.9000000000000004,0.24999999999999994,0.24866241870254555,0.4890414946362012,0.7377039133387467
0.9500000000000004,0.24999999999999994,0.22489765002408518,0.4904892292397684,0.7153868792638536
1.0000000000000004,0.24999999999999994,0.10710512559230241,0.49203735285624706,0.5991424784485495
0.5,0.2599999999999999,0.32981516259496974,0.482742325849595,0.8125574884445648
0.55,0.2599999999999999,0.3253133226622856,0.48373893172058685,0.8090522543828724
0.6000000000000001,0.2599999999999999,0.32025506416564153,0.48474381254623566,0.8049988767118772
0.6500000000000001,0.2599999999999999,0.31451301661004005,0.4857599185286428,0.8002729351386828
0.7000000000000002,0.2599999999999999,0.3079116092074596,0.4867912761936327,0.7947028854010922
0.7500000000000002,0.2599999999999999,0.3001997997288217,0.48784295040417586,0.7880427501329976
0.8000000000000003,0.2599999999999999,0.29099970442406914,0.4889207738723228,0.779920478296392
0.8500000000000003,0.2599999999999999,0.27969571184879227,0.4900308671506908,0.769726578999483
0.9000000000000004,0.2599999999999999,0.2651364399079516,0.4911792149922972,0.7563156549002488
0.9500000000000004,0.2599999999999999,0.24436745551360722,0.4923723526388647,0.7367398081524719
1.0000000000000004,0.2599999999999999,0.1499404599916228,0.4936394591888919,0.6435799191805147
0.5,0.2699999999999999,0.3400908595097397,0.48602064515643806,0.8261115046661778
0.55,0.2699999999999999,0.33586323430882237,0.48683312484441993,0.8226963591532424
0.6000000000000001,0.2699999999999999,0.331129829467404,0.4876522851407471,0.8187821146081511
0.6500000000000001,0.2699999999999999,0.32577704853900374,0.4884809327424829,0.8142579812814866
0.7000000000000002,0.2699999999999999,0.31964958079347994,0.48932282999297766,0.8089724107864575
0.7500000000000002,0.2699999999999999,0.31252790152326543,0.49018263406755647,0.802710535590822
0.8000000000000003,0.2699999999999999,0.30408687809968155,0.4910656024942605,0.7951524805939421
0.8500000000000003,0.2699999999999999,0.2938089680243303,0.4919770650511219,0.7857860330754523
0.9000000000000004,0.2699999999999999,0.28075986042957823,0.49292184679782397,0.7736817072274023
0.9500000000000004,0.2699999999999999,0.26268414585475414,0.4939043732385196,0.7565885190932737
1.0000000000000004,0.2699999999999999,0.19196150602063283,0.4949417375875046,0.6869032436081375
0.5,0.2799999999999999,0.34973590815030103,0.4887031632611893,0.8384390714114903
0.55,0.2799999999999999,0.34578306288489136,0.48936417670419113,0.8351472395890824
0.6000000000000001,0.2799999999999999,0.34137211833088793,0.490030662209306,0.831402780540194
0.6500000000000001,0.2799999999999999,0.3364022317234312,0.49070524114092984,0.827107472864361
0.7000000000000002,0.2799999999999999,0.33073671345816147,0.49139138087702566,0.8221280943351872
0.7500000000000002,0.2799999999999999,0.3241846923243661,0.49209331825254476,0.8162780105769109
0.8000000000000003,0.2799999999999999,0.31646822449420325,0.4928157535101248,0.809283978004328
0.8500000000000003,0.2799999999999999,0.30715538766016054,0.49356329940282817,0.8007186870629888
0.9000000000000004,0.2799999999999999,0.2954943386926241,0.4943398133858155,0.7898341520784395
0.9500000000000004,0.2799999999999999,0.2797824825280804,0.49514813186560497,0.7749306143936854
1.0000000000000004,0.2799999999999999,0.22871408607705748,0.49599759766521373,0.7247116837422712
0.5,0.2899999999999999,0.35879553734273295,0.4908952640948139,0.8496908014375468
0.55,0.2899999999999999,0.35511327300410117,0.4914317830615212,0.8465450560656224
0.6000000000000001,0.2899999999999999,0.3510173057683974,0.4919728500127333,0.8429901557811307
0.6500000000000001,0.2899999999999999,0.34641842122016336,0.49252087952405166,0.838939300744215
0.7000000000000002,0.2899999999999999,0.34119676437962015,0.4930790331874501,0.8342757975670703
0.7500000000000002,0.2899999999999999,0.3351870575216058,0.49365113294937746,0.8288381904709833
0.8000000000000003,0.2899999999999999,0.32815277588096414,0.4942413530434009,0.822394128924365
0.8500000000000003,0.2899999999999999,0.31973522160667367,0.4948536653822464,0.8145888869889201
0.9000000000000004,0.2899999999999999,0.30933240177776483,0.4954911271087627,0.8048235288865275
0.9500000000000004,0.2899999999999999,0.2956658842891002,0.4961553905127313,0.7918212748018314
1.0000000000000004,0.2899999999999999,0.2590220117349146,0.4968509664282418,0.7558729781631564
0.5,0.29999999999999993,0.36731035791946914,0.4926836199493708,0.8599939778688399
0.55,0.29999999999999993,0.3638909573755209,0.49311794957399624,0.8570089069495171
0.6000000000000001,0.29999999999999993,0.36009880301738434,0.4935561117596487,0.853654914777033
0.6500000000000001,0.29999999999999993,0.35585515030741777,0.4940003065393973,0.8498554568468151
0.7000000000000002,0.29999999999999993,0.3510551638029669,0.49445339186109677,0.8455085556640637
0.7500000000000002,0.29999999999999993,0.3455561110302744,0.49491879118435855,0.840474902214633
0.8000000000000003,0.29999999999999993,0.33915729785977694,0.49540019043078326,0.8345574882905602
0.8500000000000003,0.29999999999999993,0.3315617064240483,0.4959009933688793,0.8274626997929275
0.9000000000000004,0.29999999999999993,0.3222884476660019,0.49642359717781526,0.8187120448438172
0.9500000000000004,0.29999999999999993,0.3103783803086249,0.4969687770114412,0.8073471573200661
1.0000000000000004,0.29999999999999993,0.2836771492784703,0.4975380771049369,0.7812152263834072
0.5,0.3099999999999999,0.37531705286375705,0.4941396825757271,0.8694567354394842
0.55,0.3099999999999999,0.3721502770593881,0.49449027820654884,0.8666405552659369
0.6000000000000001,0.3099999999999999,0.3686482146671138,0.49484414349773387,0.8634923581648477
0.6500000000000001,0.3099999999999999,0.3647414519336851,0.4952032651606998,0.8599447170943849
0.7000000000000002,0.3099999999999999,0.3603384127396986,0.49557020772613175,0.8559086204658304
0.7500000000000002,0.3099999999999999,0.3553160107649583,0.49594801866816496,0.8512640294331233
0.8000000000000003,0.3099999999999999,0.34950420940896026,0.4963399352676233,0.8458441446765836
0.8500000000000003,0.3099999999999999,0.3426573817789013,0.49674885920652,0.8394062409854213
0.9000000000000004,0.3099999999999999,0.33439148536997765,0.4971766419147481,0.8315681272847257
0.9500000000000004,0.3099999999999999,0.3239851607433142,0.49762340772231645,0.8216085684656307
1.0000000000000004,0.3099999999999999,0.30399017387509863,0.4980888813975861,0.8020790552726847
0.5,0.3199999999999999,0.38284893321414354,0.4953224555437998,0.8781713887579433
0.55,0.3199999999999999,0.3799228154611986,0.49560458398048596,0.8755273994416846
0.6000000000000001,0.3199999999999999,0.3766954599392216,0.4958895304908401,0.8725849904300618
0.6500000000000001,0.3199999999999999,0.37310569995612103,0.4961790753913458,0.8692847753474668
0.7000000000000002,0.3199999999999999,0.36907356743929026,0.4964755048197629,0.8655490722590531
0.7500000000000002,0.3199999999999999,0.3644929538765785,0.4967815157472116,0.8612744696237901
0.8000000000000003,0.3199999999999999,0.3592198413153112,0.4970999359170685,0.8563197772323797
0.8500000000000003,0.3199999999999999,0.353051097537661,0.4974332233331844,0.8504843208708455
0.9000000000000004,0.3199999999999999,0.3456796390326178,0.49778277493847,0.8434624139710878
0.9500000000000004,0.3199999999999999,0.33656039139853033,0.49814822764372735,0.8347086190422577
1.0000000000000004,0.3199999999999999,0.32111158275373397,0.4985281744466181,0.8196397572003521
0.5,0.3299999999999999,0.38993639331505026,0.49628071621568176,0.8862171095307321
0.55,0.3299999999999999,0.3872378690011665,0.49650699622575856,0.8837448652269251
0.6000000000000001,0.3299999999999999,0.38426887185059394,0.4967357240584072,0.8810045959090012
0.6500000000000001,0.3299999999999999,0.380975476459123,0.49696848405193816,0.8779439605110612
0.7000000000000002,0.3299999999999999,0.3772878115693756,0.49720730161973964,0.8744951131891152
0.7500000000000002,0.3299999999999999,0.3731143491431883,0.497454549792378,0.8705688989355663
0.8000000000000003,0.3299999999999999,0.36833302482309394,0.49771268406932134,0.8660457088924153
0.8500000000000003,0.3299999999999999,0.36277567139155914,0.4979837698763484,0.8607594412679076
0.9000000000000004,0.3299999999999999,0.3561961677857128,0.49826882232806535,0.8544649901137782
0.9500000000000004,0.3299999999999999,0.3481801371667372,0.4985671082423109,0.8467472454090481
1.0000000000000004,0.3299999999999999,0.33587987536605934,0.4988764973589921,0.8347563727250514
0.5,0.33999999999999986,0.39660728780027,0.4970548105242223,0.8936620983244923
0.55,0.33999999999999986,0.39412268943304474,0.49723565814140314,0.8913583475744479
0.6000000000000001,0.33999999999999986,0.3913952822846826,0.49741864310016304,0.8888139253848457
0.6500000000000001,0.33999999999999986,0.38837746661293326,0.49760516618930617,0.8859826328022394
0.7000000000000002,0.33999999999999986,0.38500811088666553,0.49779701103577517,0.8828051219224406
0.7500000000000002,0.33999999999999986,0.38120815261536267,0.49799625327687636,0.879204405892239
0.8000000000000003,0.33999999999999986,0.37687397888692414,0.49820501120212357,0.8750789900890477
0.8500000000000003,0.33999999999999986,0.3718661100279856,0.49842500247693905,0.8702911125049246
0.9000000000000004,0.33999999999999986,0.3659866781868538,0.49865691884951013,0.864643597036364
0.9500000000000004,0.33999999999999986,0.3589185200254288,0.4988997429792895,0.8578182630047183
1.0000000000000004,0.33999999999999986,0.34886566017753395,0.49915086532942765,0.8480165255069616
0.5,0.34999999999999987,0.40288724619430855,0.4976781124825873,0.9005653586768958
0.55,0.34999999999999987,0.4006026881923221,0.497822110124705,0.898424798317027
0.6000000000000001,0.34999999999999987,0.39810009777775873,0.4979679790980812,0.89606807687584
0.6500000000000001,0.34999999999999987,0.3953373799148709,0.49811695010801166,0.8934543300228825
0.7000000000000002,0.34999999999999987,0.3922609420010115,0.4982705843416977,0.8905315263427092
0.7500000000000002,0.34999999999999987,0.38880234712270684,0.4984306859779966,0.8872330331007034
0.8000000000000003,0.34999999999999987,0.38487345442722054,0.4985990688585212,0.8834725232857417
0.8500000000000003,0.34999999999999987,0.3803582934095899,0.4987771425702053,0.8791354359797952
0.9000000000000004,0.34999999999999987,0.3750972273040668,0.49896532399600596,0.8740625513000728
0.9500000000000004,0.34999999999999987,0.36884579248987365,0.49916237568577665,0.8680081681756503
1.0000000000000004,0.34999999999999987,0.36045143873400015,0.4993653669559202,0.8598168056899204
0.5,0.3599999999999999,0.40879993696131567,0.4981782180352549,0.9069781549965705
0.55,0.3599999999999999,0.40670161032614943,0.4982924219071896,0.904994032233339
0.6000000000000001,0.3599999999999999,0.4044073689428266,0.4984082648963175,0.9028156338391441
0.6500000000000001,0.3599999999999999,0.4018798953243163,0.4985268214893011,0.9004067168136174
0.7000000000000002,0.3599999999999999,0.3990720855457988,0.4986494496551549,0.8977215352009538
0.7500000000000002,0.3599999999999999,0.39592454450997416,0.49877770713353964,0.8947022516435138
0.8000000000000003,0.3599999999999999,0.3923620922250611,0.49891313394773007,0.8912752261727912
0.8500000000000003,0.3599999999999999,0.3882880264065551,0.4990568673686173,0.8873448937751724
0.9000000000000004,0.3599999999999999,0.3835730696432763,0.4992090905462811,0.8827821601895574
0.9500000000000004,0.3599999999999999,0.3780274953993382,0.4993683976407992,0.8773958930401374
1.0000000000000004,0.3599999999999999,0.37089743159961264,0.4995316492817537,0.8704290808813664
0.5,0.3699999999999999,0.41436729013323903,0.4985779265925981,0.9129452167258372
0.55,0.3699999999999999,0.41244168370936135,0.4986681235450054,0.9111098072543667
0.6000000000000001,0.3699999999999999,0.41033985532171313,0.4987597538895243,0.9090996092112374
0.6500000000000001,0.3699999999999999,0.40802862723005,0.49885374973931096,0.906882376969361
0.7000000000000002,0.3699999999999999,0.4054664739433335,0.49895128460960353,0.904417758552937
0.7500000000000002,0.3699999999999999,0.4026016899922461,0.4990536937508997,0.9016553837431458
0.8000000000000003,0.3699999999999999,0.3993699538705796,0.4991622720705154,0.898532225941095
0.8500000000000003,0.3699999999999999,0.39569037448745376,0.499277917238433,0.8949682917258868
0.9000000000000004,0.3699999999999999,0.3914578599719868,0.49940061442469863,0.8908584743966854
0.9500000000000004,0.3699999999999999,0.3865242088557257,0.4995288367187552,0.8860530455744808
1.0000000000000004,0.3699999999999999,0.38038644972781877,0.49965930842890643,0.8800457581567251
0.5,0.3799999999999999,0.41960968575183905,0.49889605154515837,0.9185057372969974
0.55,0.3799999999999999,0.4178437479779377,0.4989669741512234,0.916810722129161
0.6000000000000001,0.3799999999999999,0.41591908676318123,0.4990391460101558,0.914958232773337
0.6500000000000001,0.3799999999999999,0.4138061090622114,0.49911337040872256,0.9129194794709339
0.7000000000000002,0.3799999999999999,0.41146808450355665,0.4991906545092185,0.9106587390127752
0.7500000000000002,0.3799999999999999,0.4088598497793901,0.4992721338526321,0.9081319836320222
0.8000000000000003,0.3799999999999999,0.40592619002326724,0.49935888527352434,0.9052850752967916
0.8500000000000003,0.3799999999999999,0.4025992149085036,0.49945159663242467,0.9020508115409283
0.9000000000000004,0.3799999999999999,0.3987931741215454,0.4995500893362505,0.8983432634577959
0.9500000000000004,0.3799999999999999,0.39439161724648464,0.4996527518335479,0.8940443690800326
1.0000000000000004,0.3799999999999999,0.3890522601952521,0.4997562413010508,0.8888085014963029
0.5,0.38999999999999985,0.4245461139637786,0.4991480920257509,0.9236942059895294
0.55,0.38999999999999985,0.4229273666943266,0.4992035988548431,0.9221309655491697
0.6000000000000001,0.38999999999999985,0.4211654219970341,0.49926018914985715,0.9204256111468913
