day,alpha,prop_infected
71,0.6400000000000001,0.00021360606389296232
72,0.6400000000000001,0.00018304248843475934
73,0.6400000000000001,0.00015685730900997583
74,0.6400000000000001,0.0001344223378606571
75,0.6400000000000001,0.00011519968626983719
76,0.6400000000000001,9.872875577960673e-05
77,0.6400000000000001,8.46151079181917e-05
78,0.6400000000000001,7.252094062210105e-05
79,0.6400000000000001,6.21569388958657e-05
80,0.6400000000000001,5.3275300926252884e-05
81,0.6400000000000001,4.566376967158978e-05
82,0.6400000000000001,3.914052457881824e-05
83,0.6400000000000001,3.354980914190928e-05
84,0.6400000000000001,2.8758188021038126e-05
85,0.6400000000000001,2.4651342834687812e-05
86,0.6400000000000001,2.1131328895461326e-05
87,0.6400000000000001,1.8114226409147106e-05
88,0.6400000000000001,1.5528129272963042e-05
89,0.6400000000000001,1.3311422830172653e-05
90,0.6400000000000001,1.1411308967262388e-05
91,0.6400000000000001,9.782542949945253e-06
92,0.6400000000000001,8.386351533545743e-06
93,0.6400000000000001,7.189506278387624e-06
94,0.6400000000000001,6.163529759778427e-06
95,0.6400000000000001,5.28401557743951e-06
96,0.6400000000000001,4.53004581968901e-06
97,0.6400000000000001,3.883691990773649e-06
98,0.6400000000000001,3.3295874230753187e-06
99,0.6400000000000001,2.8545609187167157e-06
100,0.6400000000000001,2.447322839425272e-06
1,0.6600000000000001,0.001
2,0.6600000000000001,0.0013993999999999999
3,0.6600000000000001,0.00198639919761544
4,0.6600000000000001,0.002846026236883027
5,0.6600000000000001,0.004101085824058406
6,0.6600000000000001,0.005927897639521689
7,0.6600000000000001,0.008577423604410633
8,0.6600000000000001,0.012402271827461422
9,0.6600000000000001,0.01788830455439204
10,0.6600000000000001,0.025685311247159528
11,0.6600000000000001,0.0366223977305548
12,0.6600000000000001,0.05167809755065654
13,0.6600000000000001,0.07185293579814336
14,0.6600000000000001,0.097873854837324
15,0.6600000000000001,0.12968074504642052
16,0.6600000000000001,0.16577132300392575
17,0.6600000000000001,0.20275236668965863
18,0.6600000000000001,0.23569868116350012
19,0.6600000000000001,0.2596675429756287
20,0.6600000000000001,0.27169276444208756
21,0.6600000000000001,0.27178057868558514
22,0.6600000000000001,0.26223191681351715
23,0.6600000000000001,0.24617110044278237
24,0.6600000000000001,0.22643870595130342
25,0.6600000000000001,0.205171179917471
26,0.6600000000000001,0.1838099493408007
27,0.6600000000000001,0.16325571852174453
28,0.6600000000000001,0.14402840974130354
29,0.6600000000000001,0.126392346987423
30,0.6600000000000001,0.11044525210460202
31,0.6600000000000001,0.09617926424254665
32,0.6600000000000001,0.08352219309612158
33,0.6600000000000001,0.07236518895725544
34,0.6600000000000001,0.0625811275110424
35,0.6600000000000001,0.05403663865895039
36,0.6600000000000001,0.04659977952490728
37,0.6600000000000001,0.040144728290420886
38,0.6600000000000001,0.034554453504556076
39,0.6600000000000001,0.029722023913733193
40,0.6600000000000001,0.025551022563237547
41,0.6600000000000001,0.021955387698258635
42,0.6600000000000001,0.018858903365265745
43,0.6600000000000001,0.016194492190040776
44,0.6600000000000001,0.013903413075311902
45,0.6600000000000001,0.011934431566447554
46,0.6600000000000001,0.010243006161497257
47,0.6600000000000001,0.008790516879973054
48,0.6600000000000001,0.007543550791335719
49,0.6600000000000001,0.006473251384386765
50,0.6600000000000001,0.005554733514380546
51,0.6600000000000001,0.004766562392528662
52,0.6600000000000001,0.00409029310748387
53,0.6600000000000001,0.0035100660800631064
54,0.6600000000000001,0.003012253359744371
55,0.6600000000000001,0.0025851505691123506
56,0.6600000000000001,0.00221870944696983
57,0.6600000000000001,0.0019043062330640337
58,0.6600000000000001,0.001634541509637627
59,0.6600000000000001,0.0014030675220079334
60,0.6600000000000001,0.001204439412553748
61,0.6600000000000001,0.0010339872012803141
62,0.6600000000000001,0.0008877057205516793
63,0.6600000000000001,0.00076216005579122
64,0.6600000000000001,0.000654404355557571
65,0.6600000000000001,0.0005619121532367831
66,0.6600000000000001,0.00048251658987501396
67,0.6600000000000001,0.0004143591454448135
68,0.6600000000000001,0.0003558456765485261
69,0.6600000000000001,0.000305608724831879
70,0.6600000000000001,0.0002624752048201229
71,0.6600000000000001,0.00022543870499833917
72,0.6600000000000001,0.00019363574406683514
73,0.6600000000000001,0.0001663254175418879
74,0.6600000000000001,0.0001428719501609264
75,0.6600000000000001,0.0001227297386007022
76,0.6600000000000001,0.00010543052833976961
77,0.6600000000000001,9.057241942112962e-05
78,0.6600000000000001,7.781043955774384e-05
79,0.6600000000000001,6.684846048241291e-05
80,0.6600000000000001,5.7432265549566055e-05
81,0.6600000000000001,4.9343604106650925e-05
82,0.6600000000000001,4.2395091719944224e-05
83,0.6600000000000001,3.642583552596048e-05
84,0.6600000000000001,3.129768126866639e-05
85,0.6600000000000001,2.6891993389632113e-05
86,0.6600000000000001,2.31068922193478e-05
87,0.6600000000000001,1.9854883178687155e-05
88,0.6600000000000001,1.7060822201682253e-05
89,0.6600000000000001,1.4660169558604974e-05
90,0.6600000000000001,1.2597491083817726e-05
91,0.6600000000000001,1.082517166030993e-05
92,0.6600000000000001,9.3023108229461e-06
93,0.6600000000000001,7.993774635603732e-06
94,0.6600000000000001,6.8693816766004895e-06
95,0.6600000000000001,5.903204120269013e-06
96,0.6600000000000001,5.072967605689152e-06
97,0.6600000000000001,4.359535901011907e-06
98,0.6600000000000001,3.746468358783718e-06
99,0.6600000000000001,3.2196398615226068e-06
100,0.6600000000000001,2.7669144180201934e-06
1,0.6800000000000002,0.001
2,0.6800000000000002,0.0013993999999999999
3,0.6800000000000002,0.0019899876898511197
4,0.6800000000000002,0.002860365007878402
5,0.6800000000000002,0.004139333614688875
6,0.6800000000000002,0.006013001841995584
7,0.6800000000000002,0.008747865424444959
8,0.6800000000000002,0.01272039591319989
9,0.6800000000000002,0.018451601545152102
10,0.6800000000000002,0.026639966668769697
11,0.6800000000000002,0.03817567561995525
12,0.6800000000000002,0.05410042611148137
13,0.6800000000000002,0.07545124276713104
14,0.6800000000000002,0.10290814981863752
15,0.6800000000000002,0.13620055377495027
16,0.6800000000000002,0.1733963274322996
17,0.6800000000000002,0.21052859564603826
18,0.6800000000000002,0.24224721541866368
19,0.6800000000000002,0.2637034198336048
20,0.6800000000000002,0.2726028999639214
21,0.6800000000000002,0.26979185651681387
22,0.6800000000000002,0.25810883891806635
23,0.6800000000000002,0.2407965086720937
24,0.6800000000000002,0.22055518122572676
25,0.6800000000000002,0.1993037739187611
26,0.6800000000000002,0.17828558453140875
27,0.6800000000000002,0.15825186527764282
28,0.6800000000000002,0.13962044386268146
29,0.6800000000000002,0.12259059854784513
30,0.6800000000000002,0.10722137800080456
31,0.6800000000000002,0.09348404510363087
32,0.6800000000000002,0.08129707709940759
33,0.6800000000000002,0.07054949121864007
34,0.6800000000000002,0.06111630061617885
35,0.6800000000000002,0.05286861538440285
36,0.6800000000000002,0.04568007702189946
37,0.6800000000000002,0.03943077976461651
38,0.6800000000000002,0.034009477672090865
39,0.6800000000000002,0.029314635569054337
40,0.6800000000000002,0.025254715020521602
41,0.6800000000000002,0.021747969126875866
42,0.6800000000000002,0.01872193665499181
43,0.6800000000000002,0.01611276673398753
44,0.6800000000000002,0.013864463139685916
45,0.6800000000000002,0.01192810724912276
46,0.6800000000000002,0.010261097634686404
47,0.6800000000000002,0.008826429517002243
48,0.6800000000000002,0.007592027117175836
49,0.6800000000000002,0.006530135042577344
50,0.6800000000000002,0.005616770261502156
51,0.6800000000000002,0.004831233285726861
52,0.6800000000000002,0.004155675390894005
53,0.6800000000000002,0.0035747177062720042
54,0.6800000000000002,0.0030751175425473374
55,0.6800000000000002,0.002645477217514294
56,0.6800000000000002,0.0022759907569965794
57,0.6800000000000002,0.0019582241029396487
58,0.6800000000000002,0.0016849247910630364
59,0.6800000000000002,0.001449857425362465
60,0.6800000000000002,0.0012476616488219783
61,0.6800000000000002,0.0010737296715835924
62,0.6800000000000002,0.0009241007590776886
63,0.6800000000000002,0.0007953703975291486
64,0.6800000000000002,0.0006846121402981251
65,0.6800000000000002,0.0005893103952595607
66,0.6800000000000002,0.0005073026417656705
67,0.6800000000000002,0.00043672976735524587
68,0.6800000000000002,0.0003759933913837447
69,0.6800000000000002,0.00032371919744129225
70,0.6800000000000002,0.00027872543111610523
71,0.6800000000000002,0.0002399958365837763
72,0.6800000000000002,0.00020665640675516936
73,0.6800000000000002,0.00017795540922430604
74,0.6800000000000002,0.00015324622576679242
75,0.6800000000000002,0.00013197260820991418
76,0.6800000000000002,0.00011365600951207407
77,0.6800000000000002,9.788469707137901e-05
78,0.6800000000000002,8.430439669937663e-05
79,0.6800000000000002,7.261025127807834e-05
80,0.6800000000000002,6.253990867639623e-05
81,0.6800000000000002,5.3867579737802534e-05
82,0.6800000000000002,4.6398929671186454e-05
83,0.6800000000000002,3.9966685505148925e-05
84,0.6800000000000002,3.4426858853497556e-05
85,0.6800000000000002,2.9655497474727224e-05
86,0.6800000000000002,2.5545891324577104e-05
87,0.6800000000000002,2.200616928507774e-05
88,0.6800000000000002,1.8957231752015166e-05
89,0.6800000000000002,1.633097198669486e-05
90,0.6800000000000002,1.4068745768509987e-05
91,0.6800000000000002,1.212005457753278e-05
92,0.6800000000000002,1.0441412424434946e-05
93,0.6800000000000002,8.995370642784394e-06
94,0.6800000000000002,7.74967856414616e-06
95,0.6800000000000002,6.676561093451869e-06
96,0.6800000000000002,5.7520968628355855e-06
97,0.6800000000000002,4.955682928343492e-06
98,0.6800000000000002,4.269573938594417e-06
99,0.6800000000000002,3.6784853930446546e-06
100,0.6800000000000002,3.169252058981066e-06
1,0.7000000000000002,0.001
2,0.7000000000000002,0.0013993999999999999
3,0.7000000000000002,0.0019935761820868
4,0.7000000000000002,0.0028748750382285473
5,0.7000000000000002,0.004178465380852638
6,0.7000000000000002,0.006100964845238551
7,0.7000000000000002,0.008925707013752593
8,0.7000000000000002,0.01305523594608219
9,0.7000000000000002,0.0190491765945071
10,0.7000000000000002,0.027659609048406572
11,0.7000000000000002,0.039843509610331715
12,0.7000000000000002,0.05670962723389652
13,0.7000000000000002,0.07932706578822618
14,0.7000000000000002,0.10830504176579861
15,0.7000000000000002,0.14310842906176233
16,0.7000000000000002,0.18129897485292812
17,0.7000000000000002,0.21828843468419792
18,0.7000000000000002,0.24836065618142672
19,0.7000000000000002,0.2669349537223641
20,0.7000000000000002,0.2725502324096525
21,0.7000000000000002,0.26691063941436965
22,0.7000000000000002,0.25329432216199516
23,0.7000000000000002,0.23495756915877797
24,0.7000000000000002,0.21440326938777915
25,0.7000000000000002,0.19331644360678357
26,0.7000000000000002,0.17274566105761863
27,0.7000000000000002,0.15330206608846914
28,0.7000000000000002,0.1353107174746832
29,0.7000000000000002,0.11891336626496665
30,0.7000000000000002,0.10413595880487686
31,0.7000000000000002,0.0909328546844595
32,0.7000000000000002,0.07921598296562435
33,0.7000000000000002,0.06887416432237914
34,0.7000000000000002,0.059785892014645195
35,0.7000000000000002,0.051827685379824476
36,0.7000000000000002,0.04487941122149146
37,0.7000000000000002,0.03882751937437223
38,0.7000000000000002,0.033566847592838775
39,0.7000000000000002,0.02900145535335482
40,0.7000000000000002,0.02504481094375075
41,0.7000000000000002,0.021619560788360654
42,0.7000000000000002,0.018657041778722894
43,0.7000000000000002,0.016096648381589876
44,0.7000000000000002,0.013885131054526337
45,0.7000000000000002,0.011975877229556401
46,0.7000000000000002,0.010328208118634219
47,0.7000000000000002,0.00890671188190458
48,0.7000000000000002,0.007680624836608128
49,0.7000000000000002,0.006623266308171336
50,0.7000000000000002,0.005711528653093187
51,0.7000000000000002,0.0049254213409819295
52,0.7000000000000002,0.004247666349927539
53,0.7000000000000002,0.00366334119907694
54,0.7000000000000002,0.0031595654931897378
55,0.7000000000000002,0.0027252267268898216
56,0.7000000000000002,0.0023507411779350733
57,0.7000000000000002,0.0020278459292517852
58,0.7000000000000002,0.0017494183432207229
59,0.7000000000000002,0.0015093196308386117
60,0.7000000000000002,0.001302259487593051
61,0.7000000000000002,0.0011236790908115345
62,0.7000000000000002,0.0009696500597971412
63,0.7000000000000002,0.0008367872645263924
64,0.7000000000000002,0.0007221736283127874
65,0.7000000000000002,0.0006232953038661564
66,0.7000000000000002,0.0005379858111125743
67,0.7000000000000002,0.0004643779102743398
68,0.7000000000000002,0.000400862146778293
69,0.7000000000000002,0.0003460511475072101
70,0.7000000000000002,0.00029874887273275867
71,0.7000000000000002,0.0002579241367261124
72,0.7000000000000002,0.00022268780438705735
73,0.7000000000000002,0.00019227315298034426
74,0.7000000000000002,0.00016601895878228117
75,0.7000000000000002,0.00014335492952739006
76,0.7000000000000002,0.0001237891562575564
77,0.7000000000000002,0.00010689730362292345
78,0.7000000000000002,9.231329683946312e-05
79,0.7000000000000002,7.972129722562617e-05
80,0.7000000000000002,6.884878726331983e-05
81,0.7000000000000002,5.9460611102927284e-05
82,0.7000000000000002,5.13538379184289e-05
83,0.7000000000000002,4.435333400162965e-05
84,0.7000000000000002,3.830794538272584e-05
85,0.7000000000000002,3.3087206439126586e-05
86,0.7000000000000002,2.8578501716812698e-05
87,0.7000000000000002,2.4684618306538784e-05
88,0.7000000000000002,2.132163482144511e-05
89,0.7000000000000002,1.8417100511452124e-05
90,0.7000000000000002,1.590846449365381e-05
91,0.7000000000000002,1.3741720623346932e-05
92,0.7000000000000002,1.1870238303263905e-05
93,0.7000000000000002,1.0253753637231263e-05
94,0.7000000000000002,8.857498871838049e-06
95,0.7000000000000002,7.651451115670271e-06
96,0.7000000000000002,6.609683948911491e-06
97,0.7000000000000002,5.709807795635957e-06
98,0.7000000000000002,4.932486877651597e-06
99,0.7000000000000002,4.2610222458882196e-06
100,0.7000000000000002,3.680991830561464e-06
1,0.7200000000000002,0.001
2,0.7200000000000002,0.0013993999999999999
3,0.7200000000000002,0.00199716467432248
4,0.7200000000000002,0.0028895563186543036
5,0.7200000000000002,0.004218493180000211
6,0.7200000000000002,0.006191862729025494
7,0.7200000000000002,0.009111235243599549
8,0.7200000000000002,0.013407626114733145
9,0.7200000000000002,0.01968307426904377
10,0.7200000000000002,0.028748614311989492
11,0.7200000000000002,0.04163412797819891
12,0.7200000000000002,0.059518993338174724
13,0.7200000000000002,0.08349750790584048
14,0.7200000000000002,0.11407758468954447
15,0.7200000000000002,0.1503947441485487
16,0.7200000000000002,0.1894209696606574
17,0.7200000000000002,0.22591175305609673
18,0.7200000000000002,0.25388305435180836
19,0.7200000000000002,0.269228749296701
20,0.7200000000000002,0.27146618208060747
21,0.7200000000000002,0.26313008458902043
22,0.7200000000000002,0.24781525913805857
23,0.7200000000000002,0.22869043394842054
24,0.7200000000000002,0.20801607555215879
25,0.7200000000000002,0.18723567707638883
26,0.7200000000000002,0.16721049692804735
27,0.7200000000000002,0.14842213055240627
28,0.7200000000000002,0.13111220056936831
29,0.7200000000000002,0.11537207253781087
30,0.7200000000000002,0.10119974207159327
31,0.7200000000000002,0.08853629086955292
32,0.7200000000000002,0.07728962995956691
33,0.7200000000000002,0.06735014869833725
34,0.7200000000000002,0.0586010559721086
35,0.7200000000000002,0.05092514847731615
36,0.7200000000000002,0.044209129855783166
37,0.7200000000000002,0.03834623621568322
38,0.7200000000000002,0.033237690938570465
39,0.7200000000000002,0.028793357612298405
40,0.7200000000000002,0.0249318538034125
41,0.7200000000000002,0.021580313177070362
42,0.7200000000000002,0.018673929237144858
43,0.7200000000000002,0.016155374504387626
44,0.7200000000000002,0.01397416018647135
45,0.7200000000000002,0.012085980478860309
46,0.7200000000000002,0.010452070523400844
47,0.7200000000000002,0.009038596235123231
48,0.7200000000000002,0.007816086563623946
49,0.7200000000000002,0.006758913442224574
50,0.7200000000000002,0.005844821065706721
51,0.7200000000000002,0.0050545037550962
52,0.7200000000000002,0.004371230165746451
53,0.7200000000000002,0.003780510714182905
54,0.7200000000000002,0.0032698046499539924
55,0.7200000000000002,0.002828263042837655
56,0.7200000000000002,0.0024465039934237205
57,0.7200000000000002,0.0021164165351328186
58,0.7200000000000002,0.0018309899279777264
59,0.7200000000000002,0.0015841653140470423
60,0.7200000000000002,0.0013707069881865738
61,0.7200000000000002,0.0011860908190971108
62,0.7200000000000002,0.0010264076262032848
63,0.7200000000000002,0.0008882795703413953
64,0.7200000000000002,0.0007687878485097538
65,0.7200000000000002,0.0006654101934534479
66,0.7200000000000002,0.0005759668677889656
67,0.7200000000000002,0.0004985740105712766
68,0.7200000000000002,0.0004316033429912621
69,0.7200000000000002,0.00037364737083442606
70,0.7200000000000002,0.00032348933609790406
71,0.7200000000000002,0.00028007727041448046
72,0.7200000000000002,0.00024250159026733658
73,0.7200000000000002,0.00020997574989357234
74,0.7200000000000002,0.00018181953364305214
75,0.7200000000000002,0.00015744462662799856
76,0.7200000000000002,0.00013634215188558307
77,0.7200000000000002,0.00011807190497456768
78,0.7200000000000002,0.00010225305381619377
79,0.7200000000000002,8.855610344109951e-05
80,0.7200000000000002,7.669595279393686e-05
81,0.7200000000000002,6.642589446515188e-05
82,0.7200000000000002,5.75324286780291e-05
83,0.7200000000000002,4.983078050382469e-05
84,0.7200000000000002,4.3161024494417266e-05
85,0.7200000000000002,3.738473404417548e-05
86,0.7200000000000002,3.2382084109138995e-05
87,0.7200000000000002,2.8049345671189618e-05
88,0.7200000000000002,2.4296718752536156e-05
89,0.7200000000000002,2.1046458046843884e-05
90,0.7200000000000002,1.8231251497424783e-05
91,0.7200000000000002,1.5792817557696273e-05
92,0.7200000000000002,1.3680691533187702e-05
93,0.7200000000000002,1.185117542986971e-05
94,0.7200000000000002,1.0266429208490622e-05
95,0.7200000000000002,8.89368434472186e-06
96,0.7200000000000002,7.704563185536934e-06
97,0.7200000000000002,6.67448982963271e-06
98,0.7200000000000002,5.782180192321493e-06
99,0.7200000000000002,5.009200584953502e-06
100,0.7200000000000002,4.3395855815791664e-06
1,0.7400000000000002,0.001
2,0.7400000000000002,0.0013993999999999999
3,0.7400000000000002,0.0020007531665581597
4,0.7400000000000002,0.0029044088398765106
5,0.7400000000000002,0.004259429062125004
6,0.7400000000000002,0.006285772611409549
7,0.7400000000000002,0.009304744678192468
8,0.7400000000000002,0.01377843262229429
9,0.7400000000000002,0.020355436018031567
10,0.7400000000000002,0.02991158625921486
11,0.7400000000000002,0.04355616154796271
12,0.7400000000000002,0.06254221350796904
13,0.7400000000000002,0.08797915878826455
14,0.7400000000000002,0.12023506999405426
15,0.7400000000000002,0.15803921908483007
16,0.7400000000000002,0.19768480296850943
17,0.7400000000000002,0.23325707690796516
18,0.7400000000000002,0.2586489635331168
19,0.7400000000000002,0.2704605835741139
20,0.7400000000000002,0.26930043201249065
21,0.7400000000000002,0.25845744496664247
22,0.7400000000000002,0.24170384936447276
23,0.7400000000000002,0.22202979913981613
24,0.7400000000000002,0.2014217440606552
25,0.7400000000000002,0.18108179165738736
26,0.7400000000000002,0.1616942845831245
27,0.7400000000000002,0.14362239195702092
28,0.7400000000000002,0.1270332915577081
29,0.7400000000000002,0.11197454867492893
30,0.7400000000000002,0.09842084676336342
31,0.7400000000000002,0.0863032177989147
32,0.7400000000000002,0.07552780525219399
33,0.7400000000000002,0.065988149879885
34,0.7400000000000002,0.057573302341766164
35,0.7400000000000002,0.05017314738122432
36,0.7400000000000002,0.04368181473414152
37,0.7400000000000002,0.03799975777271981
38,0.7400000000000002,0.03303490133258477
39,0.7400000000000002,0.028703143788351298
40,0.7400000000000002,0.02492841888068129
41,0.7400000000000002,0.021642466191946576
42,0.7400000000000002,0.018784417857383797
43,0.7400000000000002,0.01630027855076962
44,0.7400000000000002,0.014142353099632972
45,0.7400000000000002,0.012268659275212722
46,0.7400000000000002,0.010642350925620249
47,0.7400000000000002,0.009231167597018017
48,0.7400000000000002,0.008006920293269538
49,0.7400000000000002,0.0069450184268383935
50,0.7400000000000002,0.006024039826987139
51,0.7400000000000002,0.005225343524112832
52,0.7400000000000002,0.004532723639074999
53,0.7400000000000002,0.003932101860699519
54,0.7400000000000002,0.003411255533995055
55,0.7400000000000002,0.002959578187912832
56,0.7400000000000002,0.0025678693180340153
57,0.7400000000000002,0.002228150343449909
58,0.7400000000000002,0.0019335038331963453
59,0.7400000000000002,0.0016779333140635063
60,0.7400000000000002,0.0014562412063583315
61,0.7400000000000002,0.0012639226723324493
62,0.7400000000000002,0.0010970733937620293
63,0.7400000000000002,0.0009523095145331174
64,0.7400000000000002,0.0008266981876092052
65,0.7400000000000002,0.0007176973518031472
66,0.7400000000000002,0.0006231035319288742
67,0.7400000000000002,0.000541006606553898
68,0.7400000000000002,0.00046975062159345407
69,0.7400000000000002,0.00040789984655014935
70,0.7400000000000002,0.00035420937461848686
71,0.7400000000000002,0.0003075996594928063
72,0.7400000000000002,0.0002671344618681969
73,0.7400000000000002,0.0002320017485715363
74,0.7400000000000002,0.00020149714818174495
75,0.7400000000000002,0.00017500961997360352
76,0.7400000000000002,0.00015200903902448602
77,0.7400000000000002,0.0001320354402332947
78,0.7400000000000002,0.00011468969859435901
79,0.7400000000000002,9.962545303463561e-05
80,0.7400000000000002,8.654210706622882e-05
81,0.7400000000000002,7.51787619593412e-05
82,0.7400000000000002,6.530895756758782e-05
83,0.7400000000000002,5.673611274294333e-05
84,0.7400000000000002,4.928957181355933e-05
85,0.7400000000000002,4.28211761701052e-05
86,0.7400000000000002,3.720229088037972e-05
87,0.7400000000000002,3.23212256575075e-05
88,0.7400000000000002,2.808099764299147e-05
89,0.7400000000000002,2.4397390504321422e-05
90,0.7400000000000002,2.1197270436528474e-05
91,0.7400000000000002,1.8417124926630713e-05
92,0.7400000000000002,1.6001794700465846e-05
93,0.7400000000000002,1.3903373218967511e-05
94,0.7400000000000002,1.2080251508460628e-05
95,0.7400000000000002,1.049628906868804e-05
96,0.7400000000000002,9.120094164944416e-06
97,0.7400000000000002,7.924399030373657e-06
98,0.7400000000000002,6.885517427403642e-06
99,0.7400000000000002,5.982873683391946e-06
100,0.7400000000000002,5.198593759365449e-06
1,0.7600000000000002,0.001
2,0.7600000000000002,0.0013993999999999999
3,0.7600000000000002,0.0020043416587938396
4,0.7600000000000002,0.0029194325926160097
5,0.7600000000000002,0.004301285069657617
6,0.7600000000000002,0.006382772643000619
7,0.7600000000000002,0.009506537630682578
8,0.7600000000000002,0.01416855420295143
9,0.7600000000000002,0.021068501948868605
10,0.7600000000000002,0.031153358024630193
11,0.7600000000000002,0.045618625888277566
12,0.7600000000000002,0.06579325196786989
13,0.7600000000000002,0.09278762381204628
14,0.7600000000000002,0.126781754801146
15,0.7600000000000002,0.16600860374672902
16,0.7600000000000002,0.20599159058718494
17,0.7600000000000002,0.2401626743748471
18,0.7600000000000002,0.262489002935704
19,0.7600000000000002,0.2705210221136065
20,0.7600000000000002,0.266021894995247
21,0.7600000000000002,0.25291107362117554
22,0.7600000000000002,0.2349934853513319
23,0.7600000000000002,0.21500518708567723
24,0.7600000000000002,0.19464040278242659
25,0.7600000000000002,0.1748664126085522
26,0.7600000000000002,0.15620296739298817
27,0.7600000000000002,0.13890590678671513
28,0.7600000000000002,0.12307630879255094
29,0.7600000000000002,0.10872380666927056
30,0.7600000000000002,0.09580380753056306
31,0.7600000000000002,0.0842400718832042
32,0.7600000000000002,0.07393891571580358
33,0.7600000000000002,0.06479841524766736
34,0.7600000000000002,0.05671447388963234
35,0.7600000000000002,0.04958481926954128
36,0.7600000000000002,0.04331158084685883
37,0.7600000000000002,0.03780287046394995
38,0.7600000000000002,0.032973655849722346
39,0.7600000000000002,0.02874613451266826
40,0.7600000000000002,0.025049760019139687
41,0.7600000000000002,0.02182103315429353
42,0.7600000000000002,0.019003141187922616
43,0.7600000000000002,0.016545506304568372
44,0.7600000000000002,0.014403287351033706
45,0.7600000000000002,0.012536866175466135
46,0.7600000000000002,0.010911340089882095
47,0.7600000000000002,0.00949603469753394
48,0.7600000000000002,0.008264045945281686
49,0.7600000000000002,0.007191816354925793
50,0.7600000000000002,0.006258747609366653
51,0.7600000000000002,0.0054468497442951656
52,0.7600000000000002,0.004740425907727993
53,0.7600000000000002,0.004125790830100835
54,0.7600000000000002,0.003591020667719055
55,0.7600000000000002,0.003125731644013253
56,0.7600000000000002,0.0027208848425249624
57,0.7600000000000002,0.002368614548105561
58,0.7600000000000002,0.002062077648316207
59,0.7600000000000002,0.0017953217664709723
60,0.7600000000000002,0.001563169980571512
61,0.7600000000000002,0.001361120174212569
62,0.7600000000000002,0.0011852572566978564
63,0.7600000000000002,0.0010321766737814784
64,0.7600000000000002,0.0008989178037636131
65,0.7600000000000002,0.0007829059939719923
66,0.7600000000000002,0.0006819021390070378
67,0.7600000000000002,0.0005939588343893131
68,0.7600000000000002,0.0005173822578294608
69,0.7600000000000002,0.00045069903598256636
70,0.7600000000000002,0.00039262744818034813
71,0.7600000000000002,0.00034205240127545207
72,0.7600000000000002,0.00029800368242448376
73,0.7600000000000002,0.0002596370604000512
74,0.7600000000000002,0.00022621786182640301
75,0.7600000000000002,0.00019710669748090748
76,0.7600000000000002,0.00017174705632242327
77,0.7600000000000002,0.00014965452194791763
78,0.7600000000000002,0.000130407398414498
79,0.7600000000000002,0.00011363856039645881
80,0.7600000000000002,9.902836700904569e-05
81,0.7600000000000002,8.629849979290017e-05
82,0.7600000000000002,7.520660372930731e-05
83,0.7600000000000002,6.554162610914004e-05
84,0.7600000000000002,5.711976192498261e-05
85,0.7600000000000002,4.978092647315643e-05
86,0.7600000000000002,4.338568628148464e-05
87,0.7600000000000002,3.7812588529519725e-05
88,0.7600000000000002,3.29558369830829e-05
89,0.7600000000000002,2.8723269282805323e-05
90,0.7600000000000002,2.5034596344473295e-05
91,0.7600000000000002,2.1819869766704994e-05
92,0.7600000000000002,1.9018147602322664e-05
93,0.7600000000000002,1.657633272346884e-05
94,0.7600000000000002,1.4448161374843286e-05
95,0.7600000000000002,1.2593322431843607e-05
96,0.7600000000000002,1.0976690419331577e-05
97,0.7600000000000002,9.567657552890692e-06
98,0.7600000000000002,8.339551981716658e-06
99,0.7600000000000002,7.269131078778238e-06
100,0.7600000000000002,6.336140072627329e-06
1,0.7800000000000002,0.001
2,0.7800000000000002,0.0013993999999999999
3,0.7800000000000002,0.0020079301510295194
4,0.7800000000000002,0.00293462756759364
5,0.7800000000000002,0.004344073237360115
6,0.7800000000000002,0.006482942001080913
7,0.7800000000000002,0.009716924214494924
8,0.7800000000000002,0.01457892259975613
9,0.7800000000000002,0.021824612329708375
10,0.7800000000000002,0.03247899183528551
11,0.7800000000000002,0.047830894813775095
12,0.7800000000000002,0.06928619174816271
13,0.7800000000000002,0.09793694883088037
14,0.7800000000000002,0.1337153849435748
15,0.7800000000000002,0.17425422865466578
16,0.7800000000000002,0.21421944932220272
17,0.7800000000000002,0.24644917107985556
18,0.7800000000000002,0.2652365055355025
19,0.7800000000000002,0.2693200188076092
20,0.7800000000000002,0.26161761472059764
21,0.7800000000000002,0.24651596040892054
22,0.7800000000000002,0.22771389965303565
23,0.7800000000000002,0.20763675869463497
24,0.7800000000000002,0.1876806342295989
25,0.7800000000000002,0.16858940727776137
26,0.7800000000000002,0.150731516035862
27,0.7800000000000002,0.13426603525033362
28,0.7800000000000002,0.11923538055275185
29,0.7800000000000002,0.10561625669159082
30,0.7800000000000002,0.0933481339276434
31,0.7800000000000002,0.08234976623627885
32,0.7800000000000002,0.07252922900140496
33,0.7800000000000002,0.06379029256140353
34,0.7800000000000002,0.05603659507363961
35,0.7800000000000002,0.04917440242965467
36,0.7800000000000002,0.04311440586530828
37,0.7800000000000002,0.03777283653036432
38,0.7800000000000002,0.03307208493006443
39,0.7800000000000002,0.028940960404441822
40,0.7800000000000002,0.025314692084449586
41,0.7800000000000002,0.0221347489759817
42,0.7800000000000002,0.01934853880579056
43,0.7800000000000002,0.016909031074687744
44,0.7800000000000002,0.014774338431511016
