day,lambda,value,group
88,2.2,2.3217594763512083e-05,misinformed
89,2.2,1.9948616020571074e-05,misinformed
90,2.2,1.714140216714849e-05,misinformed
91,2.2,1.473043279650271e-05,misinformed
92,2.2,1.26595410072743e-05,misinformed
93,2.2,1.0880567270525054e-05,misinformed
94,2.2,9.352209071403237e-06,misinformed
95,2.2,8.039037477355463e-06,misinformed
96,2.2,6.910656102496295e-06,misinformed
97,2.2,5.940981597896133e-06,misinformed
98,2.2,5.107627902060493e-06,misinformed
99,2.2,4.391379120623896e-06,misinformed
100,2.2,3.7757381416559134e-06,misinformed
1,2.4,0.0005,misinformed
2,2.4,0.00075964,misinformed
3,2.4,0.001078317903211808,misinformed
4,2.4,0.0014781841422239219,misinformed
5,2.4,0.001987151227256582,misinformed
6,2.4,0.00264065818098122,misinformed
7,2.4,0.0034838152255008245,misinformed
8,2.4,0.004573962815678522,misinformed
9,2.4,0.005983629756907253,misinformed
10,2.4,0.007803776330437642,misinformed
11,2.4,0.010147028683184102,misinformed
12,2.4,0.01315030697379442,misinformed
13,2.4,0.016975770601554384,misinformed
14,2.4,0.02180830709544684,misinformed
15,2.4,0.02784688909535299,misinformed
16,2.4,0.035286176862251814,misinformed
17,2.4,0.04428421826142271,misinformed
18,2.4,0.05491295592955787,misinformed
19,2.4,0.0670920074504995,misinformed
20,2.4,0.08051443060387646,misinformed
21,2.4,0.09458599551657051,misinformed
22,2.4,0.10841259663004409,misinformed
23,2.4,0.12087314940874477,misinformed
24,2.4,0.1307941147181648,misinformed
25,2.4,0.13719378053905698,misinformed
26,2.4,0.13951259756397755,misinformed
27,2.4,0.13773265790962788,misinformed
28,2.4,0.132337823422003,misinformed
29,2.4,0.12414616300275666,misinformed
30,2.4,0.11409870671397078,misinformed
31,2.4,0.10308326568612489,misinformed
32,2.4,0.0918302546279931,misinformed
33,2.4,0.08087713907936775,misinformed
34,2.4,0.07057874835353246,misinformed
35,2.4,0.06113968940909195,misinformed
36,2.4,0.05265224018973265,misinformed
37,2.4,0.0451308691675049,misinformed
38,2.4,0.03854000227215586,misinformed
39,2.4,0.03281467997933781,misinformed
40,2.4,0.027875067314818425,misinformed
41,2.4,0.02363615224962597,misinformed
42,2.4,0.020013901546865265,misinformed
43,2.4,0.016928919176384085,misinformed
44,2.4,0.014308405318356948,misinformed
45,2.4,0.012086997398635509,misinformed
46,2.4,0.010206903134773963,misinformed
47,2.4,0.008617607274758344,misinformed
48,2.4,0.007275341064652095,misinformed
49,2.4,0.006142438217056146,misinformed
50,2.4,0.0051866560525766275,misinformed
51,2.4,0.004380509842912571,misinformed
52,2.4,0.003700647912020554,misinformed
53,2.4,0.0031272816344003955,misinformed
54,2.4,0.0026436758853753285,misinformed
55,2.4,0.0022357001860842476,misinformed
56,2.4,0.0018914376602281885,misinformed
57,2.4,0.0016008472323891043,misinformed
58,2.4,0.0013554737378754127,misinformed
59,2.4,0.0011482004354844931,misinformed
60,2.4,0.0009730385854450207,misinformed
61,2.4,0.000824949121798039,misinformed
62,2.4,0.0006996919119690611,misinformed
63,2.4,0.0005936985930787235,misinformed
64,2.4,0.0005039654659425368,misinformed
65,2.4,0.00042796339131822637,misinformed
66,2.4,0.00036356205703780764,misinformed
67,2.4,0.00030896636431789707,misinformed
68,2.4,0.0002626630161389966,misinformed
69,2.4,0.00022337568201332388,misinformed
70,2.4,0.0001900273649991544,misinformed
71,2.4,0.00016170881239431853,misinformed
72,2.4,0.00013765199526207764,misinformed
73,2.4,0.00011720783781907106,misinformed
74,2.4,9.982750949689733e-05,misinformed
75,2.4,8.504670358398152e-05,misinformed
76,2.4,7.24724197983215e-05,misinformed
77,2.4,6.177184659887044e-05,misinformed
78,2.4,5.266300482607886e-05,misinformed
79,2.4,4.490686935996784e-05,misinformed
80,2.4,3.8300731597010765e-05,misinformed
81,2.4,3.2672604119754345e-05,misinformed
82,2.4,2.7876501187897477e-05,misinformed
83,2.4,2.3788455647135738e-05,misinformed
84,2.4,2.030315539903383e-05,misinformed
85,2.4,1.7331101428461683e-05,misinformed
86,2.4,1.4796205153463243e-05,misinformed
87,2.4,1.2633756054863353e-05,misinformed
88,2.4,1.0788701584675236e-05,misinformed
89,2.4,9.214190598366148e-06,misinformed
90,2.4,7.87033930234843e-06,misinformed
91,2.4,6.723185201595062e-06,misinformed
92,2.4,5.743799978901835e-06,misinformed
93,2.4,4.907536808682746e-06,misinformed
94,2.4,4.193391447426814e-06,misinformed
95,2.4,3.5834596694496553e-06,misinformed
96,2.4,3.0624763299518286e-06,misinformed
97,2.4,2.6174236207925944e-06,misinformed
98,2.4,2.2371980072363375e-06,misinformed
99,2.4,1.912326954245622e-06,misinformed
100,2.4,1.6347279171842427e-06,misinformed
1,2.6,0.0005,misinformed
2,2.6,0.00078961,misinformed
3,2.6,0.001153147954331732,misinformed
4,2.6,0.0016200816406182577,misinformed
5,2.6,0.0022285479158590258,misinformed
6,2.6,0.003028181537875186,misinformed
7,2.6,0.004083625719958903,misinformed
8,2.6,0.005478781836081161,misinformed
9,2.6,0.007321743588650139,misinformed
10,2.6,0.009750127457205566,misinformed
11,2.6,0.012936074075550771,misinformed
12,2.6,0.017089441961430057,misinformed
13,2.6,0.0224565232179611,misinformed
14,2.6,0.029309922819816803,misinformed
15,2.6,0.0379232541762031,misinformed
16,2.6,0.0485228285952584,misinformed
17,2.6,0.061209514867508696,misinformed
18,2.6,0.07585084688111027,misinformed
19,2.6,0.09196017978024502,misinformed
20,2.6,0.10860650926885972,misinformed
21,2.6,0.12442428881569013,misinformed
22,2.6,0.13778945866296105,misinformed
23,2.6,0.14716575957209027,misinformed
24,2.6,0.1515138634204397,misinformed
25,2.6,0.15057506525048953,misinformed
26,2.6,0.14488569897628562,misinformed
27,2.6,0.13553584194614504,misinformed
28,2.6,0.12382243486903918,misinformed
29,2.6,0.11095729590882493,misinformed
30,2.6,0.09790524100752215,misinformed
31,2.6,0.08534169957179161,misinformed
32,2.6,0.07368262952125407,misinformed
33,2.6,0.06314285303478581,misinformed
34,2.6,0.05379606477290656,misinformed
35,2.6,0.045624847852952455,misinformed
36,2.6,0.03855797106871761,misinformed
37,2.6,0.03249625806368865,misinformed
38,2.6,0.02732954448736881,misinformed
39,2.6,0.02294720550444184,misinformed
40,2.6,0.01924427333390832,misinformed
41,2.6,0.01612464443843486,misinformed
42,2.6,0.013502432716816327,misinformed
43,2.6,0.011302187438749872,misinformed
44,2.6,0.009458452254531473,misinformed
45,2.6,0.007914973605589792,misinformed
46,2.6,0.006623753133862322,misinformed
47,2.6,0.005544063066262607,misinformed
48,2.6,0.004641494057114327,misinformed
49,2.6,0.003887073111899691,misinformed
50,2.6,0.003256469115490144,misinformed
51,2.6,0.0027292911475026217,misinformed
52,2.6,0.0022884774915289266,misinformed
53,2.6,0.001919769231835604,misinformed
54,2.6,0.0016112603841486003,misinformed
55,2.6,0.0013530158373079929,misinformed
56,2.6,0.0011367484740231575,misinformed
57,2.6,0.0009555473580959417,misinformed
58,2.6,0.0008036496098749515,misinformed
59,2.6,0.0006762494090066577,misinformed
60,2.6,0.0005693383839690183,misinformed
61,2.6,0.0004795724257808539,misinformed
62,2.6,0.0004041606749392277,misinformed
63,2.6,0.00034077306606459265,misinformed
64,2.6,0.0002874633723312374,misinformed
65,2.6,0.0002426051748065475,misinformed
66,2.6,0.000204838596207322,misinformed
67,2.6,0.00017302599137430875,misinformed
68,2.6,0.0001462150853320921,misinformed
69,2.6,0.00012360830127880793,misinformed
70,2.6,0.00010453723186356274,misinformed
71,2.6,8.84413836327554e-05,misinformed
72,2.6,7.485047183891691e-05,misinformed
73,2.6,6.336966550376337e-05,misinformed
74,2.6,5.3667284668438385e-05,misinformed
75,2.6,4.546453652628304e-05,misinformed
76,2.6,3.85269474803859e-05,misinformed
77,2.6,3.265720651386938e-05,misinformed
78,2.6,2.7689183631963322e-05,misinformed
79,2.6,2.348292722663401e-05,misinformed
80,2.6,1.9920477440896394e-05,misinformed
81,2.6,1.690236014769677e-05,misinformed
82,2.6,1.4344648984931286e-05,misinformed
83,2.6,1.217650181459412e-05,misinformed
84,2.6,1.0338093672041759e-05,misinformed
85,2.6,8.778881297068852e-06,misinformed
86,2.6,7.456145152035715e-06,misinformed
87,2.6,6.333763814177224e-06,misinformed
88,2.6,5.381183094054276e-06,misinformed
89,2.6,4.572548439960745e-06,misinformed
90,2.6,3.885974353987834e-06,misinformed
91,2.6,3.302928847164585e-06,misinformed
92,2.6,2.8077145456857815e-06,misinformed
93,2.6,2.3870310493690883e-06,misinformed
94,2.6,2.0296056378548003e-06,misinformed
95,2.6,1.725881503068045e-06,misinformed
96,2.6,1.4677544272034227e-06,misinformed
97,2.6,1.2483502812533738e-06,misinformed
98,2.6,1.0618369374096668e-06,misinformed
99,2.6,9.032652089759804e-07,misinformed
100,2.6,7.684342865140716e-07,misinformed
1,2.8,0.0005,misinformed
2,2.8,0.0008195800000000001,misinformed
3,2.8,0.001229766787630904,misinformed
4,2.8,0.0017688747481618174,misinformed
5,2.8,0.0024877555133703804,misinformed
6,2.8,0.003454162206795422,misinformed
7,2.8,0.004758265408204468,misinformed
8,2.8,0.006519408094118183,misinformed
9,2.8,0.00889394567453011,misinformed
10,2.8,0.012083498485475637,misinformed
11,2.8,0.01634194952568879,misinformed
12,2.8,0.021977786116041467,misinformed
13,2.8,0.02934566552338815,misinformed
14,2.8,0.0388174400866097,misinformed
15,2.8,0.05071934464555923,misinformed
16,2.8,0.06522183156340602,misinformed
17,2.8,0.08217820761328344,misinformed
18,2.8,0.10093664042840525,misinformed
19,2.8,0.12020014837646664,misinformed
20,2.8,0.13805922212422628,misinformed
21,2.8,0.1523112659071643,misinformed
22,2.8,0.16104595163776295,misinformed
23,2.8,0.16325597036603673,misinformed
24,2.8,0.15912912097902066,misinformed
25,2.8,0.14985860420069846,misinformed
26,2.8,0.13713499294875747,misinformed
27,2.8,0.12263550623852053,misinformed
28,2.8,0.10771413306448004,misinformed
29,2.8,0.09330825466918105,misinformed
30,2.8,0.07997946016545826,misinformed
31,2.8,0.06800477927241848,misinformed
32,2.8,0.05746889909063278,misinformed
33,2.8,0.0483380107776059,misinformed
34,2.8,0.04051234704059629,misinformed
35,2.8,0.03386084691147341,misinformed
36,2.8,0.028242711151822766,misinformed
37,2.8,0.023520020804054312,misinformed
38,2.8,0.019564546844700485,misinformed
39,2.8,0.01626092361425333,misinformed
40,2.8,0.013507629979581496,misinformed
41,2.8,0.011216709937534115,misinformed
42,2.8,0.009312819734530282,misinformed
43,2.8,0.00773196273412055,misinformed
44,2.8,0.006420127900961433,misinformed
45,2.8,0.0053319555718561885,misinformed
46,2.8,0.0044294965759814125,misinformed
47,2.8,0.0036810954274714923,misinformed
48,2.8,0.0030604071884027207,misinformed
49,2.8,0.0025455454647876656,misinformed
50,2.8,0.0021183524831566193,misinformed
51,2.8,0.001763779137582564,misinformed
52,2.8,0.001469361915012299,misinformed
53,2.8,0.001224783824171409,misinformed
54,2.8,0.001021507319884496,misinformed
55,2.8,0.0008524683901421175,misinformed
56,2.8,0.0007118222520993164,misinformed
57,2.8,0.0005947323657382793,misinformed
58,2.8,0.0004971956547376614,misinformed
59,2.8,0.00041589789148359347,misinformed
60,2.8,0.0003480941459874102,misinformed
61,2.8,0.00029151001765429966,misinformed
62,2.8,0.00024426007195521706,misinformed
63,2.8,0.00020478050196387075,misinformed
64,2.8,0.00017177353952701292,misinformed
65,2.8,0.000144161564632816,misinformed
66,2.8,0.00012104921573314532,misinformed
67,2.8,0.00010169209873058965,misinformed
68,2.8,8.547093725903626e-05,misinformed
69,2.8,7.187020978531007e-05,misinformed
70,2.8,6.046048683697793e-05,misinformed
71,2.8,5.088382019369365e-05,misinformed
72,2.8,4.2841650132975137e-05,misinformed
73,2.8,3.60847909684366e-05,misinformed
74,2.8,3.0405132647346938e-05,misinformed
75,2.8,2.562875998953658e-05,misinformed
76,2.8,2.1610243662118082e-05,misinformed
77,2.8,1.822790019032839e-05,misinformed
78,2.8,1.537985385320574e-05,misinformed
79,2.8,1.2980762564010824e-05,misinformed
80,2.8,1.0959093909697267e-05,misinformed
81,2.8,9.254857343225091e-06,misinformed
82,2.8,7.817714845030995e-06,misinformed
83,2.8,6.605405818287896e-06,misinformed
84,2.8,5.582433068191579e-06,misinformed
85,2.8,4.71896585838858e-06,misinformed
86,2.8,3.989923582615107e-06,misinformed
87,2.8,3.3742098197404105e-06,misinformed
88,2.8,2.8540716881420014e-06,misinformed
89,2.8,2.4145636715792322e-06,misinformed
90,2.8,2.043098610295339e-06,misinformed
91,2.8,1.7290714668380927e-06,misinformed
92,2.8,1.463543891996639e-06,misinformed
93,2.8,1.2389796194550672e-06,misinformed
94,2.8,1.0490223799823774e-06,misinformed
95,2.8,8.883094062719854e-07,misinformed
96,2.8,7.523147465729171e-07,misinformed
97,2.8,6.372175591399657e-07,misinformed
98,2.8,5.397913533725936e-07,misinformed
99,2.8,4.5731080464138146e-07,misinformed
100,2.8,3.874733207961392e-07,misinformed
1,3.0,0.0005,misinformed
2,3.0,0.0008495499999999999,misinformed
3,3.0,0.0013081740797569997,misinformed
4,3.0,0.0019247198694150461,misinformed
5,3.0,0.0027655914456931243,misinformed
6,3.0,0.003921260819649842,misinformed
7,3.0,0.005514633506147736,misinformed
8,3.0,0.007711385052742357,misinformed
9,3.0,0.010731891835961887,misinformed
10,3.0,0.014863288354937524,misinformed
11,3.0,0.020468051792670645,misinformed
12,3.0,0.027981781920268515,misinformed
13,3.0,0.03788713733845887,misinformed
14,3.0,0.05064397830409095,misinformed
15,3.0,0.06655167725532592,misinformed
16,3.0,0.08552865519996897,misinformed
17,3.0,0.10683385877638854,misinformed
18,3.0,0.12883753462020386,misinformed
19,3.0,0.14904494313848432,misinformed
20,3.0,0.16457454563131368,misinformed
21,3.0,0.1730543609501209,misinformed
22,3.0,0.17350107583561297,misinformed
23,3.0,0.1666047328785671,misinformed
24,3.0,0.15425528626428975,misinformed
25,3.0,0.1387187269080626,misinformed
26,3.0,0.12198273858874702,misinformed
27,3.0,0.10547545202523942,misinformed
28,3.0,0.09006816539082421,misinformed
29,3.0,0.07620123758454428,misinformed
30,3.0,0.06402608278942713,misinformed
31,3.0,0.053519821567560764,misinformed
32,3.0,0.044565124509374374,misinformed
33,3.0,0.03700120441864925,misinformed
34,3.0,0.030654358694878356,misinformed
35,3.0,0.025355127887793687,misinformed
36,3.0,0.02094711595179697,misinformed
37,3.0,0.017290809859065653,misinformed
38,3.0,0.014264515205957807,misinformed
39,3.0,0.01176371388018748,misinformed
40,3.0,0.009699631913302694,misinformed
41,3.0,0.007997481827446471,misinformed
42,3.0,0.006594644267946991,misinformed
43,3.0,0.0054389323196350516,misinformed
44,3.0,0.004487009106000925,misinformed
45,3.0,0.0037029864904673283,misinformed
46,3.0,0.003057208344373055,misinformed
47,3.0,0.0025252087075041826,misinformed
48,3.0,0.0020868287709881867,misinformed
49,3.0,0.001725474190171978,misinformed
50,3.0,0.0014274940797780122,misinformed
51,3.0,0.0011816641105153623,misinformed
52,3.0,0.000978757783947773,misinformed
53,3.0,0.0008111918367888443,misinformed
54,3.0,0.0006727336027465135,misinformed
55,3.0,0.0005582599239158213,misinformed
56,3.0,0.0004635587987883335,misinformed
57,3.0,0.0003851663601754517,misinformed
58,3.0,0.00032023299424005893,misinformed
59,3.0,0.0002664134530389337,misinformed
60,3.0,0.00022177669451033124,misinformed
61,3.0,0.0001847319246267865,misinformed
62,3.0,0.00015396793531979853,misinformed
63,3.0,0.00012840334644625184,misinformed
64,3.0,0.00010714578648218136,misinformed
65,3.0,8.945839888443745e-05,misinformed
66,3.0,7.473235135978669e-05,misinformed
67,3.0,6.246426406261122e-05,misinformed
68,3.0,5.2237668847553624e-05,misinformed
69,3.0,4.370777256322627e-05,misinformed
70,3.0,3.658892919612485e-05,misinformed
71,3.0,3.064433362274922e-05,misinformed
72,3.0,2.5677538078886974e-05,misinformed
73,3.0,2.1525464739067306e-05,misinformed
74,3.0,1.8052646924581934e-05,misinformed
75,3.0,1.5146479815544529e-05,misinformed
76,3.0,1.2713301092597078e-05,misinformed
77,3.0,1.0675154284276354e-05,misinformed
78,3.0,8.967114062282982e-06,misinformed
79,3.0,7.535074384862209e-06,misinformed
80,3.0,6.333918117555424e-06,misinformed
81,3.0,5.326001279058641e-06,misinformed
82,3.0,4.479896954452617e-06,misinformed
83,3.0,3.769353667608706e-06,misinformed
84,3.0,3.1724310001453264e-06,misinformed
85,3.0,2.6707818051435254e-06,misinformed
86,3.0,2.2490557505760984e-06,misinformed
87,3.0,1.8944033529199482e-06,misinformed
88,3.0,1.596063299577848e-06,misinformed
89,3.0,1.3450188516061587e-06,misinformed
90,3.0,1.133711581962026e-06,misinformed
91,3.0,9.558027340169292e-07,misinformed
92,3.0,8.05974158133241e-07,misinformed
93,3.0,6.797621642703763e-07,misinformed
94,3.0,5.734187679705136e-07,misinformed
95,3.0,4.837957483618169e-07,misinformed
96,3.0,4.082477150168107e-07,misinformed
97,3.0,3.4455102433982396e-07,misinformed
98,3.0,2.9083591921556946e-07,misinformed
99,3.0,2.4552970730962977e-07,misinformed
100,3.0,2.0730915960423793e-07,misinformed
1,3.3,0.0005,misinformed
2,3.3,0.0008990005,misinformed
3,3.3,0.0014414552697784486,misinformed
4,3.3,0.0021976969810397883,misinformed
5,3.3,0.0032669705265153913,misinformed
6,3.3,0.0047892752173817315,misinformed
7,3.3,0.006960941267742531,misinformed
8,3.3,0.010054053286856601,misinformed
9,3.3,0.014438371351042029,misinformed
10,3.3,0.0206010486067494,misinformed
11,3.3,0.029152760972285828,misinformed
12,3.3,0.04079730592769619,misinformed
13,3.3,0.05622563509099777,misinformed
14,3.3,0.07588243112673225,misinformed
15,3.3,0.09956896178358325,misinformed
16,3.3,0.12593818117522831,misinformed
17,3.3,0.1521424527702318,misinformed
18,3.3,0.17410824247787102,misinformed
19,3.3,0.18777491165084614,misinformed
20,3.3,0.19084780295882425,misinformed
21,3.3,0.18379886169238216,misinformed
22,3.3,0.16929404767798722,misinformed
23,3.3,0.1506909173271791,misinformed
24,3.3,0.1308273049641434,misinformed
25,3.3,0.1115872978561476,misinformed
26,3.3,0.09399614056118097,misinformed
27,3.3,0.07848254562220984,misinformed
28,3.3,0.06511818862224933,misinformed
29,3.3,0.053784893937019865,misinformed
30,3.3,0.044277538872549205,misinformed
31,3.3,0.03636266255327719,misinformed
32,3.3,0.029809664413525852,misinformed
33,3.3,0.024405982990101202,misinformed
34,3.3,0.019963272593667418,misinformed
35,3.3,0.016318715773409986,misinformed
36,3.3,0.013333851176195894,misinformed
37,3.3,0.010892258778872298,misinformed
38,3.3,0.008896842130705839,misinformed
39,3.3,0.007267100907235671,misinformed
40,3.3,0.00593658970829777,misinformed
41,3.3,0.004850648025999669,misinformed
42,3.3,0.0039644252862160645,misinformed
43,3.3,0.0032411926930001724,misinformed
44,3.3,0.0026509179658593986,misinformed
45,3.3,0.0021690727629865704,misinformed
46,3.3,0.0017756414249452332,misinformed
47,3.3,0.00145430120202852,misinformed
48,3.3,0.0011917469277700997,misinformed
49,3.3,0.0009771363659994673,misinformed
50,3.3,0.0008016357465846163,misinformed
51,3.3,0.0006580480860800731,misinformed
52,3.3,0.0005405096586965355,misinformed
53,3.3,0.0004442424060933685,misinformed
54,3.3,0.00036535215626152856,misinformed
55,3.3,0.00030066428704286416,misinformed
56,3.3,0.00024758995233844816,misinformed
57,3.3,0.00020401722500354926,misinformed
58,3.3,0.00016822253500006312,misinformed
59,3.3,0.0001387986269620565,misinformed
60,3.3,0.00011459595673674074,misinformed
61,3.3,9.467501674930882e-05,misinformed
62,3.3,7.826754665375862e-05,misinformed
63,3.3,6.474496681747516e-05,misinformed
64,3.3,5.359268295900758e-05,misinformed
65,3.3,4.438916338604818e-05,misinformed
66,3.3,3.6788896258598805e-05,misinformed
67,3.3,3.0508501786082957e-05,misinformed
68,3.3,2.5315410370648413e-05,misinformed
69,3.3,2.1018628262691465e-05,misinformed
70,3.3,1.746120206654037e-05,misinformed
71,3.3,1.4514066315720946e-05,misinformed
72,3.3,1.2071017499591715e-05,misinformed
73,3.3,1.0044605947547382e-05,misinformed
74,3.3,8.36277596215101e-06,misinformed
75,3.3,6.9661162434807656e-06,misinformed
76,3.3,5.8056083479340815e-06,misinformed
77,3.3,4.840781799007276e-06,misinformed
78,3.3,4.038201426321853e-06,misinformed
79,3.3,3.370226291289177e-06,misinformed
80,3.3,2.8139907623761638e-06,misinformed
81,3.3,2.3505674156416453e-06,misinformed
82,3.3,1.9642788508025346e-06,misinformed
83,3.3,1.6421315487883598e-06,misinformed
84,3.3,1.37334981239398e-06,misinformed
85,3.3,1.1489918371571132e-06,misinformed
86,3.3,9.616332252419062e-07,misinformed
87,3.3,8.051059190553749e-07,misinformed
88,3.3,6.742827056876408e-07,misinformed
89,3.3,5.648992190853931e-07,misinformed
90,3.3,4.734068180808666e-07,misinformed
91,3.3,3.9685090508507335e-07,misinformed
92,3.3,3.3277022125256266e-07,misinformed
93,3.3,2.7911344895518537e-07,misinformed
94,3.3,2.34170103783502e-07,misinformed
95,3.3,1.9651323233809445e-07,misinformed
96,3.3,1.6495187021116657e-07,misinformed
97,3.3,1.3849157425874973e-07,misinformed
98,3.3,1.1630163876982766e-07,misinformed
99,3.3,9.768784807361096e-08,misinformed
100,3.3,8.206981797970509e-08,misinformed
1,1.0,0.0005,ordinary
2,1.0,0.00054985,ordinary
3,1.0,0.0006046206079865,ordinary
4,1.0,0.0006647871578239534,ordinary
5,1.0,0.0007308687239296417,ordinary
6,1.0,0.0008034316861119833,ordinary
7,1.0,0.0008830934850464116,ordinary
8,1.0,0.0009705265548347328,ordinary
9,1.0,0.001066462411695874,ordinary
10,1.0,0.0011716958686948538,ordinary
11,1.0,0.0012870893352304074,ordinary
12,1.0,0.0014135771464350525,ordinary
13,1.0,0.0015521698513298406,ordinary
14,1.0,0.001703958369131283,ordinary
15,1.0,0.0018701179001285374,ordinary
16,1.0,0.002051911450636708,ordinary
17,1.0,0.002250692800316355,ordinary
18,1.0,0.002467908704320831,ordinary
19,1.0,0.0027051000820909423,ordinary
20,1.0,0.002963901899129732,ordinary
21,1.0,0.0032460413979781347,ordinary
22,1.0,0.0035533342804454525,ordinary
23,1.0,0.003887678385972988,ordinary
24,1.0,0.004251044352494829,ordinary
25,1.0,0.00464546268877223,ordinary
26,1.0,0.005073006634368348,ordinary
27,1.0,0.005535770139834207,ordinary
28,1.0,0.0060358402713070955,ordinary
29,1.0,0.006575263338127784,ordinary
30,1.0,0.007156004068437086,ordinary
31,1.0,0.007779897226786075,ordinary
32,1.0,0.008448591191742181,ordinary
33,1.0,0.009163483203361905,ordinary
34,1.0,0.009925646263391815,ordinary
35,1.0,0.010735748037165803,ordinary
36,1.0,0.011593962574511552,ordinary
37,1.0,0.01249987624153246,ordinary
38,1.0,0.01345238993196247,ordinary
39,1.0,0.014449620390989092,ordinary
40,1.0,0.015488804306988232,ordinary
41,1.0,0.016566209661687627,ordinary
42,1.0,0.0176770596125975,ordinary
43,1.0,0.018815474830603984,ordinary
44,1.0,0.019974440632588655,ordinary
45,1.0,0.02114580532708489,ordinary
46,1.0,0.022320315825007812,ordinary
47,1.0,0.02348769566767567,ordinary
48,1.0,0.024636769133526654,ordinary
49,1.0,0.025755632996427285,ordinary
50,1.0,0.02683187488181623,ordinary
51,1.0,0.027852834137995955,ordinary
52,1.0,0.028805897921461134,ordinary
53,1.0,0.029678822065181604,ordinary
54,1.0,0.030460063575111357,ordinary
55,1.0,0.031139109603531973,ordinary
56,1.0,0.031706786757093375,ordinary
57,1.0,0.03215553480504618,ordinary
58,1.0,0.032479630328641776,ordinary
59,1.0,0.032675348522196765,ordinary
60,1.0,0.032741055004113076,ordinary
61,1.0,0.032677223788724535,ordinary
62,1.0,0.032486382099592384,ordinary
63,1.0,0.0321729870453327,ordinary
64,1.0,0.03174324294176169,ordinary
65,1.0,0.03120487094690125,ordinary
66,1.0,0.030566844494159463,ordinary
67,1.0,0.02983910470939815,ordinary
68,1.0,0.029032269646386277,ordinary
69,1.0,0.028157349935841187,ordinary
70,1.0,0.02722548154227706,ordinary
71,1.0,0.026247684013033023,ordinary
72,1.0,0.025234650131430766,ordinary
73,1.0,0.024196570465432547,ordinary
74,1.0,0.023142994101178295,ordinary
75,1.0,0.0220827249800617,ordinary
76,1.0,0.021023751778687115,ordinary
77,1.0,0.019973208197763628,ordinary
78,1.0,0.01893735983804599,ordinary
79,1.0,0.01792161349392349,ordinary
80,1.0,0.016930544629530093,ordinary
81,1.0,0.0159679389546624,ordinary
82,1.0,0.015036844326361785,ordinary
83,1.0,0.014139629610881846,ordinary
84,1.0,0.01327804760271131,ordinary
85,1.0,0.012453299574780065,ordinary
86,1.0,0.011666099498848581,ordinary
87,1.0,0.010916736407880764,ordinary
88,1.0,0.010205133760761969,ordinary
89,1.0,0.009530905007777174,ordinary
90,1.0,0.00889340484103038,ordinary
91,1.0,0.00829177584891122,ordinary
92,1.0,0.00772499048139116,ordinary
93,1.0,0.007191888378231142,ordinary
94,1.0,0.006691209220588306,ordinary
95,1.0,0.006221621343629727,ordinary
96,1.0,0.005781746398995461,ordinary
97,1.0,0.005370180386279326,ordinary
98,1.0,0.004985511386552331,ordinary
99,1.0,0.00462633433218997,ordinary
100,1.0,0.004291263139140567,ordinary
1,1.2,0.0005,ordinary
2,1.2,0.00054985,ordinary
3,1.2,0.0006091102651851499,ordinary
4,1.2,0.0006783792200295463,ordinary
5,1.2,0.0007584459033946959,ordinary
6,1.2,0.0008502886801134505,ordinary
7,1.2,0.0009550780306914914,ordinary
8,1.2,0.0010741828415358956,ordinary
9,1.2,0.0012091796982191226,ordinary
10,1.2,0.001361864727795844,ordinary
11,1.2,0.0015342675443663697,ordinary
12,1.2,0.0017286668246268698,ordinary
13,1.2,0.0019476069753744587,ordinary
14,1.2,0.0021939152499391196,ordinary
15,1.2,0.0024707185213975044,ordinary
16,1.2,0.0027814587226224043,ordinary
17,1.2,0.0031299057119930744,ordinary
18,1.2,0.003520166014740334,ordinary
19,1.2,0.0039566855208421695,ordinary
20,1.2,0.004444243791656463,ordinary
21,1.2,0.004987937144805655,ordinary
22,1.2,0.005593147163876665,ordinary
23,1.2,0.00626549074134508,ordinary
24,1.2,0.007010747250458513,ordinary
25,1.2,0.007834758015624627,ordinary
26,1.2,0.008743292997249479,ordinary
27,1.2,0.009741879641152001,ordinary
28,1.2,0.010835589310710322,ordinary
29,1.2,0.012028777796277212,ordinary
30,1.2,0.013324778274656867,ordinary
31,1.2,0.014725547964501057,ordinary
32,1.2,0.016231273750714446,ordinary
33,1.2,0.017839947309552566,ordinary
34,1.2,0.019546926687384614,ordinary
35,1.2,0.021344508581922092,ordinary
36,1.2,0.02322154316613013,ordinary
37,1.2,0.025163130264098325,ordinary
38,1.2,0.027150440781621592,ordinary
39,1.2,0.0291607090115132,ordinary
40,1.2,0.03116743822509046,ordinary
41,1.2,0.033140852542644664,ordinary
42,1.2,0.0350486118279172,ordinary
43,1.2,0.03685678372670208,ordinary
44,1.2,0.03853103978077573,ordinary
45,1.2,0.04003801400279102,ordinary
46,1.2,0.04134673666451473,ordinary
47,1.2,0.04243003794241465,ordinary
48,1.2,0.043265809447605386,ordinary
49,1.2,0.043838018844265206,ordinary
50,1.2,0.0441373936359313,ordinary
51,1.2,0.044161722093136534,ordinary
52,1.2,0.0439157574208292,ordinary
53,1.2,0.043410749751197644,ordinary
54,1.2,0.042663663730686335,ordinary
55,1.2,0.0416961630490967,ordinary
56,1.2,0.04053345502989715,ordinary
57,1.2,0.039203088407057086,ordinary
58,1.2,0.03773378756544211,ordinary
59,1.2,0.036154389885068,ordinary
60,1.2,0.03449293282787351,ordinary
