total_ord_inf,total_mis_inf,lambda,beta,frac_ord,diff,total_inf,r0,extra_inf,frac_mis
0.000503035685246522,0.0007124574200163121,70.0,0.001,0.5,0.00020942173476979004,0.0012154931052628343,0.17750000000000002,0.0002104730415521984,0.5
0.0005031306773034912,0.0007503975721471111,80.0,0.001,0.5,0.0002472668948436199,0.0012535282494506024,0.20249999999999999,0.0002485081857399665,0.5
0.0005032317965349927,0.0007907849812271786,90.0,0.001,0.5,0.0002875531846921859,0.0012940167777621713,0.22749999999999998,0.0002889967140515355,0.5
0.0005033396543501505,0.0008338638721915106,100.0,0.001,0.5,0.0003305242178413602,0.001337203526541661,0.2525,0.00033218346283102524,0.5
0.0005034549460984607,0.0008799120124679334,110.0,0.001,0.5,0.0003764570663694727,0.0013833669585663943,0.27749999999999997,0.0003783468948557584,0.5
0.0005052731153537063,0.0016061941666556262,210.0,0.001,0.5,0.0011009210513019199,0.0021114672820093322,0.5274999999999999,0.0011064472182986964,0.5
0.0005109160813084702,0.0038728549801642005,310.0,0.001,0.5,0.0033619388988557304,0.0043837710614726706,0.7774999999999999,0.0033787509977620347,0.5
0.0005528044804734866,0.02169222891964485,410.0,0.001,0.5,0.021139424439171363,0.02224503340011834,1.0274999999999999,0.021240013336407702,0.5
0.0008782519845699905,0.16081472194063542,510.0,0.001,0.5,0.15993646995606545,0.1616929739252054,1.2774999999999999,0.16068795386149476,0.5
0.0012452648628832387,0.30046436988891456,610.0,0.001,0.5,0.29921910502603133,0.3017096347517978,1.5274999999999999,0.3007046146880872,0.5
0.0014194515120778228,0.36751998340772796,710.0,0.001,0.5,0.3661005318956501,0.3689394349198058,1.7774999999999999,0.3679344148560952,0.5
0.0015235135297371393,0.40877824650988054,810.0,0.001,0.5,0.4072547329801434,0.41030176003961766,2.0275,0.40929673997590704,0.5
0.0015924863433635708,0.4363198691576412,910.0,0.001,0.5,0.43472738281427764,0.43791235550100477,2.2775,0.43690733543729415,0.5
0.0016357953963923898,0.4536413751724237,1010.0,0.001,0.5,0.4520055797760313,0.4552771705688161,2.5025,0.4542721505051055,0.5
0.00050301254076075,0.0005020075229498854,1.0,0.001,0.6,-1.0050178108646484e-06,0.0010050200637106354,0.005,0.0,0.4
0.0005030137507892192,0.0005024099941066982,1.2,0.001,0.6,-6.037566825209568e-07,0.0010054237448959174,0.0054,4.0368118528195766e-07,0.4
0.0005030149617890383,0.000502812788348023,1.4,0.001,0.6,-2.0217344101527545e-07,0.0010058277501370613,0.0058,8.076864264259208e-07,0.4
0.0005030161737613758,0.0005032159060625535,1.6,0.001,0.6,1.997323011776941e-07,0.0010062320798239293,0.006200000000000001,1.2120161132938602e-06,0.4
0.0005030173867074023,0.0005036193476396063,1.8,0.001,0.6,6.019609322039559e-07,0.0010066367343470085,0.006600000000000001,1.6166706363731145e-06,0.4
0.0005030186006282888,0.0005040231134691229,2.0,0.001,0.6,1.0045128408341228e-06,0.0010070417140974116,0.007,2.0216503867761734e-06,0.4
0.0005030198155252119,0.0005044272039416687,2.2,0.001,0.6,1.407388416456803e-06,0.0010074470194668807,0.0074,2.426955756245231e-06,0.4
0.0005030210313993458,0.0005048316194484365,2.4,0.001,0.6,1.8105880490907429e-06,0.0010078526508477824,0.0078,2.8325871371469823e-06,0.4
0.0005030222482518686,0.0005052363603812477,2.6,0.001,0.6,2.214112129379081e-06,0.0010082586086331163,0.0082,3.238544922480862e-06,0.4
0.0005030234660839616,0.0005056414271325517,2.8,0.001,0.6,2.617961048590107e-06,0.0010086648932165132,0.0086,3.6448295058777447e-06,0.4
0.0005030246848968064,0.0005060468200954298,3.0,0.001,0.6,3.022135198623441e-06,0.0010090715049922362,0.009000000000000001,4.0514412816008115e-06,0.4
0.0005030259046915849,0.0005064525396635939,3.2,0.001,0.6,3.4266349720089503e-06,0.0010094784443551788,0.0094,4.458380644543382e-06,0.4
0.000503026698085315,0.0005067164327117555,3.33,0.001,0.6,3.689734626440488e-06,0.0010097431307970705,0.009659999999999998,4.7230670864350285e-06,0.4
0.0005030271254694838,0.0005068585862313894,3.4,0.001,0.6,3.831460761905556e-06,0.0010098857117008732,0.0098,4.865647990237804e-06,0.4
0.0005030283472316909,0.0005072649601937963,3.6,0.001,0.6,4.236612962105462e-06,0.0010102933074254872,0.0102,5.2732437148517684e-06,0.4
0.0005030295699793956,0.0005076716619464293,3.8,0.001,0.6,4.6420919670337206e-06,0.001010701231925825,0.0106,5.6811682151896095e-06,0.4
0.0005030307937137877,0.0005080786918855405,4.0,0.001,0.6,5.047898171752787e-06,0.0010111094855993282,0.011,6.0894218886927386e-06,0.4
0.0005030320184360627,0.0005084860504080196,4.2,0.001,0.6,5.45403197195688e-06,0.0010115180688440822,0.0114,6.4980051334468e-06,0.4
0.0005030332441474143,0.0005088937379113981,4.4,0.001,0.6,5.860493763983803e-06,0.0010119269820588123,0.011800000000000001,6.9069183481769e-06,0.4
0.0005030344708490408,0.000509301754793844,4.6,0.001,0.6,6.26728394480323e-06,0.001012336225642885,0.012199999999999999,7.31616193224956e-06,0.4
0.0005030356985421398,0.0005097101014541708,4.8,0.001,0.6,6.6744029120310204e-06,0.0010127457999963107,0.0126,7.725736285675317e-06,0.4
0.0005030369272279124,0.0005101187782918334,5.0,0.001,0.6,7.081851063920979e-06,0.0010131557055197459,0.013000000000000001,8.135641809110458e-06,0.4
0.0005030381569075626,0.0005105277857069316,5.2,0.001,0.6,7.489628799368974e-06,0.0010135659426144942,0.013400000000000002,8.545878903858757e-06,0.4
0.0005030393875822943,0.0005109371241002125,5.4,0.001,0.6,7.897736517918142e-06,0.001013976511682507,0.0138,8.956447971871472e-06,0.4
0.0005030406192533147,0.0005113467938730681,5.6,0.001,0.6,8.306174619753361e-06,0.0010143874131263828,0.0142,9.367349415747347e-06,0.4
0.0005030418519218325,0.0005117567954275408,5.8,0.001,0.6,8.714943505708293e-06,0.0010147986473493732,0.014599999999999998,9.778583638737817e-06,0.4
0.0005030430855890578,0.0005121671291663212,6.0,0.001,0.6,9.124043577263437e-06,0.001015210214755379,0.015,1.0190151044743535e-05,0.4
0.0005030443202562043,0.0005125777954927516,6.2,0.001,0.6,9.533475236547318e-06,0.0010156221157489559,0.0154,1.0602052038320448e-05,0.4
0.0005030455559244851,0.0005129887948108283,6.4,0.001,0.6,9.943238886343212e-06,0.0010160343507353135,0.0158,1.101428702467806e-05,0.4
0.0005030467925951184,0.0005134001275251985,6.6,0.001,0.6,1.0353334930080144e-05,0.001016446920120317,0.0162,1.1426856409681597e-05,0.4
0.0005030480302693213,0.0005138117940411662,6.8,0.001,0.6,1.0763763771844928e-05,0.0010168598243104877,0.0166,1.1839760599852232e-05,0.4
0.0005030492689483159,0.0005142237947646923,7.0,0.001,0.6,1.1174525816376414e-05,0.0010172730637130081,0.016999999999999998,1.2253000002372715e-05,0.4
0.0005030505086333235,0.0005146361301023926,7.2,0.001,0.6,1.1585621469069069e-05,0.001017686638735716,0.017400000000000002,1.2666575025080656e-05,0.4
0.0005030517493255688,0.0005150488004615463,7.4,0.001,0.6,1.1997051135977425e-05,0.0010181005497871152,0.0178,1.3080486076479797e-05,0.4
0.0005030529910262783,0.0005154618062500879,7.6,0.001,0.6,1.2408815223809567e-05,0.0010185147972763663,0.0182,1.3494733565730908e-05,0.4
0.0005030542337366803,0.0005158751478766186,7.8,0.001,0.6,1.282091413993831e-05,0.0010189293816132987,0.0186,1.3909317902663278e-05,0.4
0.0005030554774580054,0.0005162888257503979,8.0,0.001,0.6,1.3233348292392513e-05,0.0010193443032084034,0.019,1.4324239497767993e-05,0.4
0.0005030567221914859,0.000516702840281354,8.2,0.001,0.6,1.364611808986815e-05,0.0010197595624728399,0.019399999999999997,1.4739498762204439e-05,0.4
0.0005030579679383562,0.0005171171918800789,8.4,0.001,0.6,1.4059223941722664e-05,0.001020175159818435,0.0198,1.5155096107799656e-05,0.4
0.0005030592146998533,0.0005175318809578298,8.6,0.001,0.6,1.447266625797649e-05,0.0010205910956576831,0.0202,1.5571031947047686e-05,0.4
0.0005030604624772154,0.0005179469079265362,8.8,0.001,0.6,1.4886445449320746e-05,0.0010210073704037515,0.0206,1.5987306693116075e-05,0.4
0.0005030617112716813,0.0005183622731987942,9.0,0.001,0.6,1.5300561927112906e-05,0.0010214239844704754,0.021,1.640392075984002e-05,0.4
0.000503062961084496,0.0005187779771878723,9.2,0.001,0.6,1.571501610337625e-05,0.0010218409382723682,0.0214,1.6820874561732785e-05,0.4
0.0005030642119169031,0.0005191940203077121,9.4,0.001,0.6,1.6129808390808972e-05,0.0010222582322246153,0.0218,1.723816851397983e-05,0.4
0.0005030654637701486,0.0005196104029729282,9.6,0.001,0.6,1.654493920277963e-05,0.0010226758667430768,0.022199999999999998,1.7655803032441426e-05,0.4
0.0005030667166454816,0.0005200271255988102,9.8,0.001,0.6,1.6960408953328558e-05,0.0010230938422442918,0.022600000000000002,1.807377853365634e-05,0.4
0.0005030679705441539,0.0005204441886013251,10.0,0.001,0.6,1.7376218057171215e-05,0.001023512159145479,0.023,1.8492095434843566e-05,0.4
0.0005030679705441539,0.0005204441886013251,10.0,0.001,0.6,1.7376218057171215e-05,0.001023512159145479,0.023,1.8492095434843566e-05,0.4
0.0005031319984805973,0.000541740714374418,20.0,0.001,0.6,3.860871589382066e-05,0.0010448727128550153,0.043000000000000003,3.98526491443799e-05,0.4
0.0005031987523843453,0.0005639439358047651,30.0,0.001,0.6,6.0745183420419764e-05,0.0010671426881891104,0.063,6.212262447847497e-05,0.4
0.0005032684098596658,0.0005871129272030749,40.0,0.001,0.6,8.384451734340913e-05,0.0010903813370627406,0.083,8.536127335210522e-05,0.4
0.000503341164256684,0.0006113120004419922,50.0,0.001,0.6,0.00010797083618530815,0.0011146531646986763,0.10300000000000001,0.00010963310098804089,0.4
0.0005034172264526826,0.0006366112975620732,60.0,0.001,0.6,0.00013319407110939062,0.0011400285240147558,0.123,0.0001350084603041204,0.4
0.0005034968268802308,0.0006630874655392634,70.0,0.001,0.6,0.0001595906386590326,0.0011665842924194942,0.14300000000000002,0.00016156422870885882,0.4
0.0005035802178428667,0.0006908244267822735,80.0,0.001,0.6,0.00018724420893940683,0.0011944046446251402,0.163,0.00018938458091450477,0.4
0.0005036676761668367,0.0007199142615400887,90.0,0.001,0.6,0.00021624658537325206,0.0012235819377069254,0.183,0.00021856187399628998,0.4
0.0005037595062469347,0.0007504582215870129,100.0,0.001,0.6,0.00024669871534007824,0.0012542177278339476,0.203,0.00024919766412331216,0.4
0.0005038560435561101,0.0007825678984578126,110.0,0.001,0.6,0.00027871185490170244,0.0012864239420139227,0.22299999999999998,0.00028140387830328725,0.4
0.0005051869327958351,0.0012252520830564977,210.0,0.001,0.6,0.0007200651502606626,0.0017304390158523328,0.42299999999999993,0.0007254189521416973,0.4
0.0005079039967197865,0.00212962080686805,310.0,0.001,0.6,0.0016217168101482632,0.0026375248035878365,0.623,0.001632504739877201,0.4
0.000515948016132843,0.004834152624892178,410.0,0.001,0.6,0.0043182046087593354,0.005350100641025021,0.823,0.004345080577314386,0.4
0.0005590919877462222,0.02009160252257957,510.0,0.001,0.6,0.019532510534833347,0.020650694510325793,1.023,0.019645674446615156,0.4
0.0007876711088939155,0.10200787802345593,610.0,0.001,0.6,0.10122020691456202,0.10279554913234984,1.2229999999999999,0.10179052906863921,0.4
0.001111186018153803,0.207071040164578,710.0,0.001,0.6,0.2059598541464242,0.2081822261827318,1.4229999999999998,0.20717720611902116,0.4
0.00129500403990969,0.26509433256574444,810.0,0.001,0.6,0.26379932852583476,0.2663893366056541,1.623,0.2653843165419435,0.4
0.001406247265301418,0.3013706092679681,910.0,0.001,0.6,0.2999643620026667,0.3027768565332695,1.823,0.3017718364695589,0.4
0.0014762457377656745,0.32453059909047527,1010.0,0.001,0.6,0.3230543533527096,0.32600684482824094,2.003,0.3250018247645303,0.4
0.0005035150496661819,0.0005015050140444538,1.0,0.001,0.7,-2.010035621728104e-06,0.0010050200637106359,0.005,0.0,0.3
0.0005035161080190735,0.0005018065598480512,1.2,0.001,0.7,-1.7095481710222666e-06,0.0010053226678671248,0.005299999999999999,3.0260415648892744e-07,0.3
0.0005035171670085284,0.0005021082870217559,1.4,0.001,0.7,-1.4088799867725214e-06,0.0010056254540302843,0.0056,6.053903196484405e-07,0.3
0.00050351822663512,0.0005024101957289722,1.6,0.001,0.7,-1.1080309061477483e-06,0.0010059284223640922,0.0059,9.083586534563114e-07,0.3
0.0005035192868994231,0.0005027122861332987,1.8,0.001,0.7,-8.070007661243814e-07,0.0010062315730327218,0.006200000000000001,1.2115093220859026e-06,0.3
0.0005035203478020106,0.0005030145583985288,2.0,0.001,0.7,-5.057894034818551e-07,0.0010065349062005394,0.006500000000000001,1.5148424899035645e-06,0.3
0.000503521409343461,0.0005033170126886558,2.2,0.001,0.7,-2.043966548052065e-07,0.0010068384220321166,0.0068000000000000005,1.8183583214807786e-06,0.3
0.0005035224715243485,0.0005036196491678676,2.4,0.001,0.7,9.717764351915327e-08,0.0010071421206922161,0.0070999999999999995,2.1220569815802795e-06,0.3
0.0005035235343452501,0.0005039224680005498,2.6,0.001,0.7,3.989336552997526e-07,0.0010074460023458,0.0074,2.4259386351640783e-06,0.3
0.0005035245978067447,0.0005042254693512851,2.8,0.001,0.7,7.008715445403846e-07,0.00100775006715803,0.0077,2.730003447394113e-06,0.3
0.0005035256619094093,0.0005045286533848554,3.0,0.001,0.7,1.0029914754460705e-06,0.0010080543152942646,0.008,3.034251583628779e-06,0.3
0.000503526726653824,0.0005048320202662386,3.2,0.001,0.7,1.3052936124146024e-06,0.0010083587469200627,0.0083,3.338683209426832e-06,0.3
0.0005035274190821056,0.0005050293068695128,3.33,0.001,0.7,1.501887787407172e-06,0.0010085567259516186,0.008494999999999999,3.536662240982702e-06,0.3
0.0005035277920405678,0.0005051355701606138,3.4,0.001,0.7,1.6077781200459764e-06,0.0010086633622011817,0.0086,3.643298490545871e-06,0.3
0.0005035288580702212,0.0005054393032333551,3.6,0.001,0.7,1.9104451631339354e-06,0.0010089681613035762,0.008900000000000002,3.948097592940385e-06,0.3
0.0005035299247433658,0.0005057432196500387,3.8,0.001,0.7,2.213294906672908e-06,0.0010092731443934046,0.0092,4.253080682768695e-06,0.3
0.0005035309920605824,0.0005060473195764389,4.0,0.001,0.7,2.516327515856491e-06,0.0010095783116370214,0.009500000000000001,4.558247926385577e-06,0.3
0.0005035320600224551,0.0005063516031785293,4.2,0.001,0.7,2.819543156074196e-06,0.0010098836632009844,0.0098,4.863599490348555e-06,0.3
0.0005035331286295659,0.0005066560706224842,4.4,0.001,0.7,3.122941992918281e-06,0.00101018919925205,0.010100000000000001,5.16913554141421e-06,0.3
0.0005035341978824985,0.0005069607220746756,4.6,0.001,0.7,3.4265241921771364e-06,0.001010494919957174,0.0104,5.474856246538186e-06,0.3
0.0005035352677818387,0.0005072655577016801,4.8,0.001,0.7,3.7302899198413553e-06,0.0010108008254835188,0.0107,5.780761772882989e-06,0.3
0.0005035363383281714,0.0005075705776702725,5.0,0.001,0.7,4.034239342101025e-06,0.0010111069159984439,0.011,6.086852287808019e-06,0.3
0.0005035374095220821,0.0005078757821474282,5.2,0.001,0.7,4.33837262534605e-06,0.0010114131916695102,0.011300000000000001,6.393127958874336e-06,0.3
0.0005035384813641589,0.0005081811713003246,5.4,0.001,0.7,4.6426899361657215e-06,0.0010117196526644836,0.011600000000000001,6.699588953847698e-06,0.3
0.0005035395538549867,0.0005084867452963416,5.6,0.001,0.7,4.947191441354894e-06,0.0010120262991513283,0.0119,7.006235440692489e-06,0.3
0.0005035406269951561,0.0005087925043030621,5.8,0.001,0.7,5.251877307905963e-06,0.0010123331312982182,0.0122,7.313067587582343e-06,0.3
0.0005035417007852544,0.0005090984484882673,6.0,0.001,0.7,5.55674770301288e-06,0.0010126401492735217,0.0125,7.6200855628858356e-06,0.3
0.0005035427752258728,0.0005094045780199431,6.2,0.001,0.7,5.8618027940702784e-06,0.001012947353245816,0.012800000000000002,7.92728953518014e-06,0.3
0.000503543850317601,0.0005097108930662811,6.4,0.001,0.7,6.167042748680095e-06,0.0010132547433838821,0.0131,8.234679673246263e-06,0.3
0.0005035449260610289,0.0005100173937956709,6.6,0.001,0.7,6.472467734641913e-06,0.0010135623198566997,0.013399999999999999,8.542256146063833e-06,0.3
0.0005035460024567491,0.0005103240803767102,6.8,0.001,0.7,6.778077919961101e-06,0.0010138700828334593,0.0137,8.850019122823467e-06,0.3
0.0005035470795053545,0.0005106309529781984,7.0,0.001,0.7,7.083873472843926e-06,0.0010141780324835529,0.014,9.15796877291701e-06,0.3
0.0005035481572074374,0.000510938011769137,7.2,0.001,0.7,7.389854561699622e-06,0.0010144861689765745,0.014300000000000002,9.466105265938619e-06,0.3
0.0005035492355635917,0.0005112452569187372,7.4,0.001,0.7,7.696021355145478e-06,0.0010147944924823289,0.0146,9.774428771693001e-06,0.3
0.0005035503145744126,0.0005115526885964103,7.6,0.001,0.7,8.002374021997736e-06,0.0010151030031708228,0.014900000000000002,1.008293946018696e-05,0.3
0.000503551394240495,0.0005118603069717737,7.8,0.001,0.7,8.308912731278635e-06,0.0010154117012122687,0.0152,1.0391637501632866e-05,0.3
0.0005035524745624352,0.000512168112214652,8.0,0.001,0.7,8.615637652216739e-06,0.0010157205867770873,0.015500000000000002,1.070052306645147e-05,0.3
0.0005035535555408299,0.0005124761044950737,8.2,0.001,0.7,8.92254895424379e-06,0.0010160296600359036,0.0158,1.1009596325267787e-05,0.3
0.0005035546371762764,0.0005127842839832744,8.4,0.001,0.7,9.229646806997965e-06,0.0010163389211595509,0.016100000000000003,1.1318857448915e-05,0.3
0.0005035557194693728,0.0005130926508496934,8.6,0.001,0.7,9.536931380320617e-06,0.0010166483703190662,0.0164,1.162830660843034e-05,0.3
0.0005035568024207187,0.0005134012052649813,8.8,0.001,0.7,9.844402844262569e-06,0.0010169580076856998,0.0167,1.1937943975063973e-05,0.3
0.0005035578860309128,0.0005137099473999906,9.0,0.001,0.7,1.0152061369077823e-05,0.0010172678334309034,0.017,1.2247769720267511e-05,0.3
0.000503558970300556,0.0005140188774257842,9.2,0.001,0.7,1.0459907125228221e-05,0.0010175778477263403,0.017300000000000003,1.2557784015704418e-05,0.3
0.0005035600552302492,0.0005143279955136314,9.4,0.001,0.7,1.0767940283382149e-05,0.0010178880507438807,0.0176,1.2867987033244807e-05,0.3
0.0005035611408205945,0.00051463730183501,9.6,0.001,0.7,1.1076161014415505e-05,0.0010181984426556046,0.0179,1.3178378944968695e-05,0.3
0.0005035622270721951,0.0005149467965616062,9.8,0.001,0.7,1.1384569489411166e-05,0.0010185090236338014,0.0182,1.3488959923165563e-05,0.3
0.000503563313985652,0.000515256479865312,10.0,0.001,0.7,1.1693165879660063e-05,0.001018819793850964,0.018500000000000003,1.3799730140328075e-05,0.3
0.000503563313985652,0.000515256479865312,10.0,0.001,0.7,1.1693165879660063e-05,0.001018819793850964,0.018500000000000003,1.3799730140328075e-05,0.3
0.0005036185170780792,0.0005309849417919223,20.0,0.001,0.7,2.736642471384311e-05,0.0010346034588700015,0.0335,2.9583395159365642e-05,0.3
0.0005036754546406272,0.0005472075906119169,30.0,0.001,0.7,4.3532135971289664e-05,0.0010508830452525442,0.0485,4.586298154190833e-05,0.3
0.0005037342095633649,0.0005639480436493524,40.0,0.001,0.7,6.0213834085987494e-05,0.0010676822532127172,0.0635,6.266218950208135e-05,0.3
0.0005037948700928616,0.000581231444470422,50.0,0.001,0.7,7.743657437756044e-05,0.0010850263145632836,0.07850000000000001,8.000625085264777e-05,0.3
